src,dst,exp,seed,spazio,terna,ratio,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
bot,ton,bot->ton,42,ricco,ton+bot+unsw,20.0,False,non adattato,0.584256970063896,211043,0.0,0.212525409513701,0.8050063510987748,0.7630814573333397,,
bot,ton,bot->ton,42,ricco,ton+bot+unsw,20.0,False,8 etichette,,211043,0.0,0.212525409513701,,,8.0,0.0
bot,ton,bot->ton,42,ricco,ton+bot+unsw,20.0,False,32 etichette,0.899614113477988,211043,0.0,0.212525409513701,,,32.0,6.0
bot,ton,bot->ton,42,ricco,ton+bot+unsw,20.0,False,rifit completo n=32,0.8459979516837499,211043,0.0,0.212525409513701,,,32.0,
bot,ton,bot->ton,42,ricco,ton+bot+unsw,20.0,False,128 etichette,0.9299745165765901,211043,0.0,0.212525409513701,,,128.0,32.0
bot,ton,bot->ton,42,ricco,ton+bot+unsw,20.0,False,rifit completo n=128,0.9529627183731648,211043,0.0,0.212525409513701,,,128.0,
bot,bot,bot->bot,42,ricco,ton+bot+unsw,20.0,True,non adattato,0.9954907921102494,733705,0.0,0.0,0.999124947358377,0.9998705201681874,,
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,non adattato,0.47303824412134077,257673,0.0,0.0,0.3605581507280411,0.6390774353541117,,
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,8 etichette,0.7610962936315155,257673,0.0,0.0,,,8.0,3.0
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,rifit completo n=8,0.7474804427487096,257673,0.0,0.0,,,8.0,
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,32 etichette,0.7476928674052861,257673,0.0,0.0,,,32.0,8.0
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,rifit completo n=32,0.7393111848344559,257673,0.0,0.0,,,32.0,
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,128 etichette,0.784468084544097,257673,0.0,0.0,,,128.0,48.0
bot,unsw,bot->unsw,42,ricco,ton+bot+unsw,20.0,False,rifit completo n=128,0.801904829680453,257673,0.0,0.0,,,128.0,
bot,ton,bot->ton,43,ricco,ton+bot+unsw,20.0,False,non adattato,0.5472207733959253,211043,0.0,0.212525409513701,0.773784561390436,0.7630814573333397,,
bot,ton,bot->ton,43,ricco,ton+bot+unsw,20.0,False,8 etichette,0.7817441083045434,211043,0.0,0.212525409513701,,,8.0,2.0
bot,ton,bot->ton,43,ricco,ton+bot+unsw,20.0,False,rifit completo n=8,0.4632821693947883,211043,0.0,0.212525409513701,,,8.0,
bot,ton,bot->ton,43,ricco,ton+bot+unsw,20.0,False,32 etichette,0.9118762120865275,211043,0.0,0.212525409513701,,,32.0,7.0
bot,ton,bot->ton,43,ricco,ton+bot+unsw,20.0,False,rifit completo n=32,0.7495216654481722,211043,0.0,0.212525409513701,,,32.0,
bot,ton,bot->ton,43,ricco,ton+bot+unsw,20.0,False,128 etichette,0.9152085468356417,211043,0.0,0.212525409513701,,,128.0,20.0
