dst,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,fpr_mean,fpr_std,fnr_mean,fnr_std,fit_seconds_mean,fit_seconds_std,n_train_mean,n_train_std,n_test_mean,n_test_std,unseen_proto_h_mean,unseen_proto_h_std,unseen_state_h_mean,unseen_state_h_std,ratio_mean,ratio_std,n_normal_mean,n_normal_std,n_attack_mean,n_attack_std,n_per_domain_mean,n_per_domain_std,n_joint_mean,n_joint_std,train_pool_ton_normal_mean,train_pool_ton_normal_std,train_pool_bot_normal_mean,train_pool_bot_normal_std,train_pool_ton_attack_mean,train_pool_ton_attack_std,train_pool_bot_attack_mean,train_pool_bot_attack_std,n_runs
bot,DecisionTree(d=5),0.9966620099358734,0.00013704280744065506,0.983069607471057,0.009103936293432837,0.9999960337218929,2.3645467529943406e-06,0.9966655307315877,0.00013688473011559416,0.9983280002986946,6.876311063430485e-05,0.18732090283423825,0.005219725182214244,0.9880004046320323,0.00784106079770441,0.9999968835582189,2.066486528792822e-06,92.1,1.7288403306519955,2.9,1.7288403306519922,2446.2,100.42000686007634,731163.8,100.42000686008372,0.030526315789473686,0.01819831927002097,0.003334469268412372,0.00013688473011556052,1.9300000000000002,0.0674948557710553,77164.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,"KAN(cat,1L)",0.9931603301054238,0.0010660860315049796,0.9881597600618139,0.010428571450899954,0.9999978062910133,2.8283933320972316e-06,0.9931616253867859,0.0010685789626324275,0.9965677317712677,0.0005366041890095736,0.13460034784712044,0.008934811454858364,0.9975276251041174,0.0002115194599907465,0.9999996761355046,2.7410303860337362e-08,93.4,2.0655911179772897,1.6,2.065591117977289,5016.7,783.9202127767852,728593.3,783.9202127767821,0.016842105263157894,0.021743064399760932,0.006838374613214106,0.001068578962632441,7.88,0.2973961069759391,77164.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,"KAN(cat,ML)",0.9966883147859154,0.00023326756285695576,0.9904502284664375,0.008988729379989513,0.9999979487184782,2.346391722679993e-06,0.9966899306170853,0.0002341504055777038,0.9983411868917162,0.00011705714719675918,0.19094166198256865,0.005860856846211273,0.9998124917943636,0.00012100087314680205,0.9999999741033792,1.617140842861099e-08,93.5,1.7159383568311672,1.5,1.7159383568311666,2428.3,171.77507903586533,731181.7,171.77507903586977,0.015789473684210527,0.01806250901927544,0.003310069382914628,0.00023415040557771204,67.45,0.512618549974324,77164.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,LightGBM,0.9968300611281101,6.941603232054208e-05,0.9910473584487385,0.004421904119553571,0.9999980856024724,1.1530152203880255e-06,0.9968315590027398,6.995943712778994e-05,0.9984123104760773,3.482479000725001e-05,0.19499507192157534,0.00195791611951893,0.999854604375335,5.624729349347522e-05,0.9999999780053356,8.202991840922535e-09,93.6,0.8432740427115696,1.4,0.8432740427115678,2324.4,51.3229426713282,731285.6,51.32294267131125,0.014736842105263156,0.008876568870648083,0.0031684409972601245,6.995943712780396e-05,8.93,0.6783149055646003,77164.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,MLP(16),0.9998712016409865,1.686788579035516e-05,0.9346808859432697,0.020786459919398023,0.9999830957191224,5.38423718453158e-06,0.9998880876760131,1.6872517544814192e-05,0.9999355893636643,8.435943254819194e-06,0.6612619902603913,0.03173080513335726,0.9955971098941857,0.008516558756989485,0.9999990644174025,2.0659647975296394e-06,82.6,3.9496835316262975,12.4,3.9496835316263,82.1,12.377847596052844,733527.9,12.377847596052787,0.13052631578947368,0.0415756161223821,0.00011191232398685951,1.687251754481651e-05,5.67,0.9416887903005844,77164.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,XGBoost,0.9998987331420667,2.845950222361023e-05,0.9699532449121469,0.00962840077328302,0.9999922295289465,2.4930843536606753e-06,0.9999064898242935,2.778154451163182e-05,0.9999493576708511,1.4233142041298497e-05,0.7327094340492118,0.045984725219890756,0.9998948042807774,4.5468135488819416e-05,0.9999999832172616,7.629742325534897e-09,89.3,1.8287822299126912,5.7,1.8287822299126935,68.6,20.38081886916661,733541.4,20.38081886918282,0.06,0.01925033926223888,9.351017570643802e-05,2.7781544511616e-05,4.36,0.6619835513230086,77164.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,DecisionTree(d=5),0.9763675993271578,0.005560491059005646,0.9652670298674284,0.003416509855620286,0.9827435908209816,0.0020758980655713223,0.9863640597348567,0.008454500760574798,0.9845282922880308,0.0037483478337163,0.9347076387425123,0.014138213097164185,0.9755762431308019,0.008917219855417097,0.9864815589562628,0.005315244270282067,9441.7,70.64472929934537,558.3,70.64472929934531,439.2,272.3110149973535,31769.8,272.31101499735354,0.055830000000000005,0.007064472929934531,0.013635940265143282,0.008454500760574793,0.3,0.0,77164.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,"KAN(cat,1L)",0.9356961785401218,0.0014152893044245159,0.942747917507529,0.0015346650660475164,0.9855631762506677,0.0008960191768218081,0.929345835015058,0.0017713582672077854,0.9566282544417802,0.0009835910836191032,0.838145970784107,0.003300951816516242,0.9841551165823217,0.0012342181586824776,0.9915526873893971,0.0008914417231233791,9561.5,27.74987487459359,438.5,27.749874874592773,2275.7,57.053678428495964,29933.3,57.053678428495644,0.04385,0.0027749874874592787,0.0706541649849421,0.0017713582672077956,3.16,0.22705848487901886,77164.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,"KAN(cat,ML)",0.9884740221279822,0.0007251900840135979,0.9804672180135986,0.0014445808848902145,0.989281326944606,0.000905302412654485,0.9956844360271975,0.000535158225914017,0.9924722518668618,0.00047152628186381256,0.9679850909537674,0.0020249813159681765,0.9961346502530348,0.001254000953253436,0.9979844276791152,0.00116058976281348,9652.5,29.680708287445473,347.5,29.680708287445643,139.0,17.236911298463866,32070.0,17.236911298463156,0.034749999999999996,0.0029680708287445645,0.004315563972802633,0.000535158225913995,62.720000000000006,0.3881580434135915,77164.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,LightGBM,0.9885356203653248,0.0007683826977529513,0.9775667434567978,0.0015950327476881184,0.9867210839729438,0.0009814551256993329,0.9984134869135955,0.00039637089579603864,0.992532561363895,0.0004974346354250639,0.9681820977790407,0.002139003626334491,0.9968026099847869,0.001740617549140372,0.9983615951864546,0.0017291081774100888,9567.2,32.4475645379501,432.8,32.447564537950214,51.1,12.766710182693458,32157.9,12.76671018269351,0.04328,0.003244756453795022,0.0015865130864044213,0.000396370895796003,1.65,0.3439961240091715,77164.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,382.0,0.0,38200.0,0.0,38582.0,0.0,77164.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
