accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,dst,fit_seconds,n_train,n_test,features,unseen_proto_h,unseen_state_h,ratio,variant,n_normal,n_attack,n_per_domain,n_joint,train_pool_ton_normal,train_pool_bot_normal,train_pool_ton_attack,train_pool_bot_attack
0.9357483001255656,0.9433164534757366,0.9860593876676663,0.9289329069514732,0.9566440721319862,0.8385926198992989,0.9825487363780311,0.990836733218438,9577,423,2289,29920,0.0423,0.0710670930485268,"KAN(cat,1L)",42,ton,0.4,8404,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9953755255858963,0.9819000343650255,0.9999958916659706,0.9953790160984719,0.9976821126453632,0.15956558896965956,0.9974765022860993,0.9999996690001873,92,3,3390,730220,0.031578947368421054,0.00462098390152806,"KAN(cat,1L)",42,bot,5.1,8404,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9873960529744841,0.9808124235462139,0.990189099687413,0.9933248470924276,0.9917544947303162,0.9650401286223196,0.9953855366512466,0.9974564408190154,9683,317,215,31994,0.0317,0.0066751529075724176,"KAN(cat,ML)",42,ton,3.7,8404,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9963541205252793,0.992914347864454,0.999998631893036,0.9963550115183817,0.9981734966511829,0.18296704051087542,0.9998269911088569,0.9999999758595645,94,1,2674,730936,0.010526315789473684,0.0036449884816182987,"KAN(cat,ML)",42,bot,8.1,8404,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9759056125470871,0.9652504734701481,0.9829679177505265,0.9855009469402962,0.9842328025922079,0.9331851338061552,0.9750338787295477,0.9851476048875308,9450,550,467,31742,0.055,0.01449905305970381,DecisionTree(d=5),42,ton,0.1,8404,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9966403391008648,0.9983199520181023,1.0,0.9966399040362045,0.9983171247068623,0.19231402429059488,0.9997583399755642,0.999999958067592,95,0,2465,731145,0.0,0.003360095963795477,DecisionTree(d=5),42,bot,1.7,8404,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9894572247624914,0.9826801235679468,0.9906697973306969,0.9955602471358936,0.9931090016569367,0.9707345407200777,0.9965244031171414,0.9983235487234856,9698,302,143,32066,0.0302,0.0044397528641063055,LightGBM,42,ton,1.0,8404,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9964549784995332,0.9929647833819633,0.999998632031529,0.9964558825534003,0.998224113951664,0.1854725158309496,0.9998216175380724,0.9999999733989916,94,1,2600,731010,0.010526315789473684,0.003544117446599692,LightGBM,42,bot,9.9,8404,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9861877798573764,0.9752974541277283,0.9860453679227885,0.9959949082554566,0.9909951655005175,0.961589885179509,0.9972205998323449,0.9988364369035058,9546,454,129,32080,0.0454,0.004005091744543451,XGBoost,42,ton,0.5,8404,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
0.9984653232566222,0.9834451332595334,0.9999959043809472,0.9984692138874879,0.9992319759907237,0.270571857600745,0.9997740589256158,0.9999999672591982,92,3,1123,732487,0.031578947368421054,0.0015307861125120976,XGBoost,42,bot,3.4,8404,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,10.0,cat,382,3820,4202,8404,40000,382,128834,2934435
