accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,dst,fit_seconds,n_train,n_test,features,unseen_proto_h,unseen_state_h,ratio,variant,n_normal,n_attack,n_per_domain,n_joint,train_pool_ton_normal,train_pool_bot_normal,train_pool_ton_attack,train_pool_bot_attack
0.937359330948376,0.944475488217579,0.9861864824864331,0.9309509764351579,0.9577730220078576,0.8421303660939754,0.982899461330684,0.9902941954609037,9580,420,2224,29985,0.042,0.06904902356484212,"KAN(cat,1L)",42,ton,2.7,16044,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9933679067200033,0.9914210476095502,0.9999986277797751,0.9933684110085741,0.9966724928813504,0.13648754648794661,0.9974642485358992,0.9999996674028265,94,1,4865,728745,0.010526315789473684,0.006631588991425962,"KAN(cat,1L)",42,bot,12.5,16044,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9871117534175176,0.9791436555000155,0.9888837424733673,0.9942873110000311,0.9915781651546584,0.9642024499510952,0.9964957822347791,0.9984058544555164,9640,360,184,32025,0.036,0.005712688999968953,"KAN(cat,ML)",42,ton,17.6,16044,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9963336763413089,0.9929041244487427,0.9999986318649596,0.996334564686959,0.998163235764053,0.18247137796703897,0.9998686882963055,0.9999999812502504,94,1,2689,730921,0.010526315789473684,0.0036654353130409893,"KAN(cat,ML)",42,bot,27.8,16044,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9791513658224549,0.966860062404918,0.9825934255522352,0.9902201248098358,0.9863920331539556,0.9419665139749399,0.9765657129994723,0.9857869926916472,9435,565,315,31894,0.0565,0.00977987519016424,DecisionTree(d=5),42,ton,0.3,16044,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9967684559870793,0.9878590660891813,0.9999972649310831,0.9967707637573098,0.9983814075542051,0.1919746632990349,0.9795772240951202,0.9999948310737744,93,2,2369,731241,0.021052631578947368,0.0032292362426902576,DecisionTree(d=5),42,bot,3.4,16044,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.989409841502997,0.9814079263559874,0.9895801220790431,0.996615852711975,0.9930855260104877,0.9705888806804643,0.9969642848272222,0.9987109619622024,9662,338,109,32100,0.0338,0.003384147288025086,LightGBM,42,ton,5.4,16044,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9968079814094221,0.9931413076932458,0.9999986325160337,0.9968089311759655,0.9984012342307902,0.19512254002552581,0.9998997818287216,0.9999999835582658,94,1,2341,731269,0.010526315789473684,0.003191068824034569,LightGBM,42,bot,56.3,16044,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9843161411073468,0.9695546819212022,0.9821193874744016,0.9976093638424043,0.9898037766072144,0.9563991684340781,0.9972393709832656,0.9988518155120722,9415,585,77,32132,0.0585,0.0023906361575957032,XGBoost,42,ton,1.8,16044,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9998718831137855,0.9788860279267846,0.9999945468723587,0.9998773190114638,0.9999359295060983,0.6939211657193699,0.9998809850924664,0.9999999811164018,91,4,90,733520,0.042105263157894736,0.00012268098853614317,XGBoost,42,bot,12.5,16044,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.9575445994929991,0.9168470846657766,0.9522704969221162,0.9941941693315532,0.9727808493833161,0.8807589556047212,0.9902381741128257,0.9963047880594447,8395,1605,187,32022,0.1605,0.005805830668446707,MLP(16),42,ton,2.4,16044,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
0.995826660578843,0.9505507730695859,0.9999876807844876,0.995838388244435,0.9979087213559026,0.15708791401221361,0.9993592465235005,0.999999913348366,86,9,3053,730557,0.09473684210526316,0.004161611755564946,MLP(16),42,bot,6.3,16044,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,20.0,cat,382,7640,8022,16044,40000,382,128834,2934435
