accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,dst,fit_seconds,n_train,n_test,features,unseen_proto_h,unseen_state_h,ratio,variant,n_normal,n_attack,n_per_domain,n_joint,train_pool_ton_normal,train_pool_bot_normal,train_pool_ton_attack,train_pool_bot_attack,split
0.9998858533061653,0.9473181559253842,0.9999863675944086,0.9998994697455051,0.9999429167820401,0.6921023563878078,0.9998229398561835,0.9999999709296776,68,8,59,586829,0.10526315789473684,0.0001005302544948951,XGBoost,42,bot,12.1,31212,586964,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,306,15300,15606,31212,32000,306,103067,2347547,validation
0.9364172120709569,0.8684413154422324,0.9249424294761083,0.9976326308844646,0.9599133665677104,0.8210061053329435,0.9890838427057864,0.9953867538321832,5914,2086,61,25706,0.26075,0.002367369115535375,MLP(16),42,ton,2.5,31212,33767,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,306,15300,15606,31212,32000,306,103067,2347547,validation
0.9969504092244158,0.939272148402385,0.9999846184346352,0.9969653494363491,0.9984727014583568,0.17843338084625826,0.9988602348766983,0.9999998456574641,67,9,1781,585107,0.11842105263157894,0.0030346505636509864,MLP(16),42,bot,5.5,31212,586964,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,306,15300,15606,31212,32000,306,103067,2347547,validation
0.9388160037906832,0.9438354023557263,0.9847425041927435,0.9342958047114527,0.9588560959095073,0.8443220203774385,0.9745121376178832,0.9840125538372388,7627,373,1693,24074,0.046625,0.06570419528854737,"KAN(cat,1L)",42,ton,3.8,61812,33767,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
0.993946817862765,0.9706606353296854,0.9999931429707736,0.9939528496067392,0.9969638473087792,0.13678737820774023,0.9977458377246192,0.9999997013745792,72,4,3549,583339,0.05263157894736842,0.006047150393260725,"KAN(cat,1L)",42,bot,10.1,61812,586964,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
0.9870879853111025,0.9766716754957891,0.9867414780369701,0.9964683509915784,0.9915810612497103,0.9641076446804597,0.9941519846121006,0.9975201693942906,7655,345,91,25676,0.043125,0.0035316490084216245,"KAN(cat,ML)",42,ton,93.5,61812,33767,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
0.9968038925726279,0.9852455485095695,0.9999965812900844,0.9968068864928231,0.9983991862814702,0.19199840387364792,0.9997297072372457,0.9999999618704242,74,2,1874,585014,0.02631578947368421,0.003193113507176838,"KAN(cat,ML)",42,bot,101.5,61812,586964,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
0.9645808037432997,0.9617086535103039,0.9861501325630169,0.9671673070206077,0.9765664798777381,0.9048080722159919,0.9822577521636201,0.9902353825487039,7650,350,846,24921,0.04375,0.032832692979392245,DecisionTree(d=5),42,ton,0.5,61812,33767,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
0.9953608739207175,0.991102041167722,0.9999982881607485,0.9953619770722864,0.997674746275794,0.16228239286258894,0.9924753642585082,0.999998094269916,75,1,2722,584166,0.013157894736842105,0.004638022927713635,DecisionTree(d=5),42,bot,3.4,61812,586964,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
0.9840672846270027,0.9671507160321342,0.980204804141764,0.9993014320642682,0.9896610039203628,0.9558053309521549,0.9906997006830442,0.995123273174029,7480,520,18,25749,0.065,0.0006985679357317499,LightGBM,42,ton,7.2,61812,33767,"bytes_src,byte_asymmetry,payload_mean_src,bytes_total,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,pkts_src",0.0,0.0,100.0,cat,306,30600,30906,61812,32000,306,103067,2347547,validation
