accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,fold,task
0.9589897889075789,0.9654748703778446,0.9928206454951167,0.9531497407556894,0.9725808240008871,0.8943176574912723,0.9924981247477414,0.9972407288083267,9778,222,1509,30700,0.0222,0.0468502592443106,"KAN(cat,1L)",42,1,binary
0.9811651543509678,0.9713513971250272,0.9853831891223733,0.9900027942500543,0.9876875900199786,0.9476829994790686,0.9902381151231022,0.9945209257995361,9527,473,322,31887,0.0473,0.009997205749945667,DecisionTree(d=5),42,1,binary
0.9985548105854202,0.9980187680461983,0.9990685543964233,0.9990375360923965,0.9990530450036481,0.9960031996370702,0.9999818218510355,0.9999943381763081,9970,30,31,32178,0.003,0.0009624639076034649,LightGBM,42,1,binary
0.9573313748252742,0.9649398397963302,0.9933160285528877,0.9504796795926604,0.9714258515921242,0.8907508887154555,0.9931458319103356,0.997548169863508,9794,206,1595,30614,0.0206,0.049520320407339564,"KAN(cat,1L)",42,2,binary
0.9829183349522613,0.9735689124157845,0.9863462251328309,0.9913378248315688,0.988835725677831,0.9525454350255269,0.9916646837840356,0.995441289032791,9558,442,279,31930,0.0442,0.008662175168431183,DecisionTree(d=5),42,2,binary
0.9986258854746618,0.9984445791548946,0.9994097362453012,0.9987891583097892,0.999099350911519,0.9962031034230838,0.9999734763575397,0.9999921544998251,9981,19,39,32170,0.0019,0.0012108416902108106,LightGBM,42,2,binary
0.958539647942382,0.9652143981495855,0.9928481278923013,0.9525287962991711,0.9722706385675804,0.8932902563216685,0.992895451581856,0.9974574262402562,9779,221,1529,30680,0.0221,0.04747120370082896,"KAN(cat,1L)",42,3,binary
0.9825155772465588,0.9738566332391567,0.9868205302725613,0.9903132664783135,0.9885638133019278,0.9514795239778102,0.9911850072960975,0.9951670736498268,9574,426,312,31897,0.0426,0.009686733521686485,DecisionTree(d=5),42,3,binary
0.9987206519936507,0.9984377208233723,0.9993477653197503,0.9989754416467447,0.999161568797938,0.9964634959945365,0.9999815486354746,0.9999944420134886,9979,21,33,32176,0.0021,0.0010245583532553014,LightGBM,42,3,binary
0.9589177407126611,0.9646691008445107,0.9921193721335831,0.9537382016890213,0.9725502611999367,0.8938036540380587,0.9924649590163934,0.9971291668304565,9756,244,1490,30718,0.0244,0.04626179831097864,"KAN(cat,1L)",42,4,binary
0.9818991660348749,0.9719359165424739,0.9854866600790514,0.9908718330849479,0.9881719098340351,0.94969791071237,0.9902219728017884,0.994239581825899,9530,470,294,31914,0.047,0.00912816691505216,DecisionTree(d=5),42,4,binary
0.9982704700530705,0.9977979880774963,0.9990371773767742,0.9986959761549925,0.9988665476282897,0.9952188127869456,0.9999675825881768,0.9999896417789761,9969,31,42,32166,0.0031,0.0013040238450074517,LightGBM,42,4,binary
0.9578989764973465,0.9641394684550422,0.9922357736728026,0.9522789369100845,0.9718468290055292,0.8915019204298116,0.9926511332588178,0.9973150707262078,9760,240,1537,30671,0.024,0.04772106308991555,"KAN(cat,1L)",42,5,binary
0.981330553449583,0.971459910581222,0.9853858987826731,0.9902198211624441,0.987796946139313,0.9481355894907972,0.9901454560978638,0.9945253109792327,9527,473,315,31893,0.0473,0.009780178837555886,DecisionTree(d=5),42,5,binary
0.9982941622441244,0.9977445603576751,0.9989752189305012,0.9987891207153502,0.9988821611551001,0.9952833178479751,0.999959283407849,0.9999865988509871,9967,33,39,32169,0.0033,0.0012108792846497764,LightGBM,42,5,binary
