accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,dst,fit_seconds,n_train,n_test,features,unseen_proto_h,unseen_state_h,ratio,variant,n_normal,n_attack,n_per_domain,n_joint,train_pool_ton_normal,train_pool_bot_normal,train_pool_ton_attack,train_pool_bot_attack
0.9778483261863583,0.9662475984973145,0.9827724606359988,0.9882951969946289,0.9855260917351661,0.9384175478709461,0.9758699757831661,0.9853949748779671,9442,558,377,31832,0.0558,0.01170480300537117,DecisionTree(d=5),42,ton,0.5,38964,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9967602783134911,0.9878549767228967,0.9999972649086412,0.9967625850247407,0.9983773049335528,0.1917403441471276,0.9795772025721396,0.9999948847696006,93,2,2375,731235,0.021052631578947368,0.003237414975259334,DecisionTree(d=5),42,bot,5.1,38964,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.935345542419863,0.9426388354186719,0.985667215815486,0.9287776708373436,0.9563771799421347,0.8374613033785359,0.9832122589959328,0.9900164662825839,9565,435,2294,29915,0.0435,0.0712223291626564,"KAN(cat,1L)",42,ton,6.9,38964,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9933597290464151,0.9914169582432657,0.9999986277684771,0.993360232276005,0.9966683762437173,0.1364044781767124,0.9976633217563613,0.9999996934480273,94,1,4871,728739,0.010526315789473684,0.006639767723995038,"KAN(cat,1L)",42,bot,21.9,38964,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9868037622308039,0.9787349902201248,0.9886981225296443,0.9940699804402496,0.9913767745730961,0.9633459195508023,0.9950435545965414,0.9974721623218266,9634,366,191,32018,0.0366,0.0059300195597503805,"KAN(cat,ML)",42,ton,116.0,38964,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9964100012947983,0.9929422918673984,0.999998631969772,0.9964108995242704,0.9982015420036215,0.18434262923927355,0.9998549996807423,0.9999999794921479,94,1,2633,730977,0.010526315789473684,0.003589100475729611,"KAN(cat,ML)",42,bot,132.5,38964,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9898125992086996,0.9811891583097891,0.9891635624788351,0.9975783166195784,0.993353119396525,0.9717157708775165,0.9971428870812507,0.9988250047035293,9648,352,78,32131,0.0352,0.0024216833804216213,LightGBM,42,ton,6.4,38964,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9968270626477944,0.9878883732142204,0.9999972650919066,0.9968293780073881,0.9984108086853948,0.19367935248538098,0.9998201683240557,0.9999999732105519,93,2,2326,731284,0.021052631578947368,0.0031706219926118783,LightGBM,42,bot,29.1,38964,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9750764055059348,0.9482274333260889,0.9690482642338843,0.999254866652178,0.9839197823362171,0.930761206349295,0.9968586156043343,0.9986822266850209,8972,1028,24,32185,0.1028,0.0007451333478220373,XGBoost,42,ton,3.5,38964,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.999897779080148,0.9788989775866856,0.9999945470136038,0.9999032183312659,0.9999488805870962,0.733496479401042,0.9998816307818796,0.9999999811975167,91,4,71,733539,0.042105263157894736,9.678166873406851e-05,XGBoost,42,bot,11.8,38964,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9417659740813571,0.880513162470117,0.9315616931155531,0.9969263249402341,0.9631362668346382,0.8361871286513846,0.9915351252755441,0.9966612009051307,7641,2359,99,32110,0.2359,0.003073675059765904,MLP(16),42,ton,10.5,38964,42209,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
0.9998732460593835,0.9473118514856955,0.9999863674225022,0.9998868608661278,0.9999366116687693,0.6727739565023669,0.9994562290733854,0.9999999259598641,85,10,83,733527,0.10526315789473684,0.00011313913387222093,MLP(16),42,bot,17.5,38964,733705,"bytes_src,bytes_total,payload_mean_src,byte_asymmetry,byte_rate,flow_rate,pkt_asymmetry,duration,pkts_total,bytes_dst",0.0,0.0,50.0,cat,382,19100,19482,38964,40000,382,128834,2934435
