accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,dst,fit_seconds,n_train,n_test,features,unseen_proto_h,unseen_state_h,ratio,variant,n_normal,n_attack,n_per_domain,n_joint,train_pool_ton_normal,train_pool_bot_normal,train_pool_ton_attack,train_pool_bot_attack
0.9859745551896515,0.979639672141327,0.9899581589958159,0.9916793442826539,0.9908180041567143,0.961141481673388,0.9961330311403644,0.9982706561198118,9676,324,268,31941,0.0324,0.008320655717346083,"KAN(cat,ML)",45,ton,2.1,4584,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9962682549526035,0.9981338858521558,1.0,0.9962677717043116,0.998130396959471,0.1827791090966654,0.9998741049130506,0.9999999814857428,95,0,2738,730872,0.0,0.003732228295688445,"KAN(cat,ML)",45,bot,6.7,4584,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9823023525788339,0.9741306373994847,0.9871786930938371,0.9896612747989693,0.9884184250918618,0.950930261539257,0.9816600950045018,0.9908940114423053,9586,414,333,31876,0.0414,0.010338725201030768,DecisionTree(d=5),45,ton,0.1,4584,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9946667938749225,0.9657581936192972,0.9999917775441991,0.9946742819754365,0.997325941916971,0.144011552489165,0.9865987377489401,0.999996624863432,89,6,3907,729703,0.06315789473684211,0.00532571802456346,DecisionTree(d=5),45,bot,1.7,4584,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9890070837972944,0.9825575568940359,0.9908160425492439,0.9948151137880716,0.9928115510937597,0.9694956570484166,0.9979672234468627,0.9992974878798384,9703,297,167,32042,0.0297,0.005184886211928343,LightGBM,45,ton,1.0,4584,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9962764326261917,0.9981379752184403,1.0,0.9962759504368807,0.998134501614216,0.1829737217225436,0.999846878342788,0.9999999758282869,95,0,2732,730878,0.0,0.0037240495631193685,LightGBM,45,bot,8.5,4584,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9867800706010567,0.9782023207799062,0.9882454570696942,0.9945046415598124,0.9913651697564297,0.9632661365282734,0.9972948399515664,0.998949352634491,9619,381,177,32032,0.0381,0.005495358440187525,XGBoost,45,ton,0.7,4584,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9962805214629858,0.9981400199015826,1.0,0.9962800398031652,0.998136553928976,0.18307126023716336,0.9998220336490276,0.9999999726027329,95,0,2729,730881,0.0,0.0037199601968348306,XGBoost,45,bot,3.4,4584,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9616669430690137,0.9305116846223105,0.9611940298507463,0.9897233692446211,0.9752500994279071,0.8922432722555568,0.9897501195318079,0.9964184273171857,8713,1287,331,31878,0.1287,0.010276630755378931,MLP(16),45,ton,0.4,4584,42209,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9957298914413831,0.9662898112362872,0.9999917863239556,0.9957375172094165,0.9978601173827726,0.16062586714969476,0.9971963161266671,0.9999996275278595,89,6,3127,730483,0.06315789473684211,0.004262482790583552,MLP(16),45,bot,2.4,4584,733705,"bytes_src,payload_mean_src,bytes_total,byte_asymmetry,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,bytes_dst",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9383543793977588,0.9454377673942066,0.9864931479838313,0.9319755347884132,0.9584597209361729,0.8444796098148714,0.9793733087025366,0.9905969859990781,9589,411,2191,30018,0.0411,0.06802446521158682,"KAN(cat,1L)",46,ton,0.3,4584,42209,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9953823403138864,0.9819034421702626,0.999995891694101,0.9953858317089461,0.9976855362410322,0.1596808596209804,0.9979542048370746,0.9999997318985051,92,3,3385,730225,0.031578947368421054,0.0046141682910538296,"KAN(cat,1L)",46,bot,5.0,4584,733705,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9863536212656069,0.9791295693750195,0.9892962103634958,0.9928591387500388,0.9910744723711532,0.9621348711481434,0.9961932580955632,0.9984742667883498,9654,346,230,31979,0.0346,0.007140861249961191,"KAN(cat,ML)",46,ton,2.1,4584,42209,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9967071234351681,0.9878283958420472,0.9999972647627592,0.9967094232630417,0.9983506370800815,0.19023780733670387,0.999840902128551,0.9999999779946265,93,2,2414,731196,0.021052631578947368,0.0032905767369583293,"KAN(cat,ML)",46,bot,6.8,4584,733705,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.961477410031036,0.9598992843615138,0.9862935283828907,0.9628985687230277,0.9744556508624752,0.8972608239247885,0.9775746996181192,0.9886060223297499,9569,431,1195,31014,0.0431,0.037101431276972276,DecisionTree(d=5),46,ton,0.1,4584,42209,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9967466488575109,0.9931106374461118,0.999998632431878,0.9967475906816974,0.9983704649329105,0.19333809493369322,0.9945365420749158,0.9999986094861933,94,1,2386,731224,0.010526315789473684,0.0032524093183026403,DecisionTree(d=5),46,bot,1.8,4584,733705,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.990878722547324,0.9855422180135986,0.9923876717415522,0.9956844360271974,0.9940333204184425,0.9747041383802166,0.997251217051135,0.9987078496404518,9754,246,139,32070,0.0246,0.004315563972802632,LightGBM,46,ton,1.0,4584,42209,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
0.9967657300958832,0.9931201793007758,0.9999986324580609,0.9967666743910252,0.9983800378059445,0.1938880243816201,0.9999062817688159,0.9999999850885051,94,1,2372,731238,0.010526315789473684,0.003233325608974796,LightGBM,46,bot,8.6,4584,733705,"bytes_src,payload_mean_src,byte_asymmetry,bytes_total,byte_rate,flow_rate,duration,pkt_asymmetry,pkts_total,pkts_src",0.0,0.0,5.0,cat,382,1910,2292,4584,40000,382,128834,2934435
