accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,fold,task
0.9744841147622545,0.9761789344593126,0.9934694395130611,0.9729578689186252,0.9831066773328314,0.9318585263786086,0.9955916824490049,0.9983939337986522,9794,206,871,31338,0.0206,0.027042131081374772,"KAN(cat,1L)",42,1,binary
0.9960434978322159,0.9958905957962061,0.9986305633364457,0.996181191592412,0.9974043737080154,0.9891004587107055,0.9998352572262411,0.9999495605732522,9956,44,123,32086,0.0044,0.003818808407587941,"KAN(cat,ML)",42,1,binary
0.9744130398730129,0.9766495094538794,0.99393862460728,0.9723990189077587,0.9830508474576272,0.9318271866818961,0.9959540904716072,0.9985895383373732,9809,191,889,31320,0.0191,0.027600981092241298,"KAN(cat,1L)",42,2,binary
0.9961145727214575,0.9963853596820764,0.9990344784626406,0.9958707193641528,0.9974500901797375,0.9893137251161189,0.9997537520568786,0.9999070119217257,9969,31,133,32076,0.0031,0.004129280635847123,"KAN(cat,ML)",42,2,binary
0.974768414319221,0.9765375997392034,0.9936283522475116,0.9731751994784067,0.9832954278095836,0.9326183048573871,0.9959019094042038,0.9985427366938522,9799,201,864,31345,0.0201,0.026824800521593344,"KAN(cat,1L)",42,3,binary
0.9968016299841266,0.9968700208016392,0.9990664094105931,0.9967400416032786,0.997901869667252,0.9911890330734293,0.9997131857555343,0.9998500789358842,9970,30,105,32104,0.003,0.0032599583967214134,"KAN(cat,ML)",42,3,binary
0.9761893479909022,0.9767791107799304,0.9930162742929373,0.9756582215598609,0.9842607238500932,0.9360152054450426,0.9956365437158471,0.9983868012643103,9779,221,784,31424,0.0221,0.024341778440139097,"KAN(cat,1L)",42,4,binary
0.9958775587566339,0.99574739195231,0.9985991781845349,0.9959947839046199,0.9972952807312069,0.9886466189084832,0.9997869225037257,0.9999327011411712,9955,45,129,32079,0.0045,0.00400521609538003,"KAN(cat,ML)",42,4,binary
0.9741755117513268,0.9755285146547441,0.9930599569020154,0.9729570293094884,0.9829057148234114,0.9309618535704092,0.9956056911326377,0.998387870431028,9781,219,871,31337,0.0219,0.027042970690511675,"KAN(cat,1L)",42,5,binary
0.9961381728582259,0.9959871087928465,0.9986617285487536,0.996274217585693,0.9974665443976437,0.989360376323859,0.9996090350223549,0.9998579702800795,9957,43,120,32088,0.0043,0.0037257824143070045,"KAN(cat,ML)",42,5,binary
0.9746973394299794,0.97607731224192,0.9932524471758482,0.9734546244838399,0.9832538886101355,0.9323260508044192,0.9953223012201559,0.9983054281245936,9787,213,855,31354,0.0213,0.02654537551616008,"KAN(cat,1L)",43,1,binary
0.9962567224999408,0.9962716430190319,0.9988482490272373,0.9962432860380639,0.9975440669008612,0.9896920689440236,0.9997503523859791,0.9999178435045057,9963,37,121,32088,0.0037,0.0037567139619361046,"KAN(cat,ML)",43,1,binary
