accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,model,seed,fit_seconds,n_train,n_test,features,exp,fold,variant,ratio,train_pos_rate,test_pos_rate
0.993698026487242,0.9932849902201248,0.9976630417848129,0.9940699804402496,0.9958632701937732,0.9826683056524962,0.9996957651588066,0.9998939713488822,9925,75,191,32018,0.0075,0.0059300195597503805,LightGBM,42,2.8,168834,42209,"bytes_total,payload_mean_src,bytes_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,3,nocat,50.0,0.7630808960280512,0.7630837025278969
0.9934374185600228,0.989459733304356,0.9943952436985198,0.9970194666087119,0.9957056260949103,0.9818119321195581,0.9994556738799714,0.9998081727906667,9819,181,96,32113,0.0181,0.002980533391288149,XGBoost,42,1.7,168834,42209,"bytes_total,payload_mean_src,bytes_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,3,nocat,50.0,0.7630808960280512,0.7630837025278969
0.9794356653794215,0.9677358735136142,0.9831950911165244,0.9899717470272285,0.9865717821782178,0.9427881379895657,0.9948402791145332,0.998100902542276,9455,545,323,31886,0.0545,0.010028252972771585,MLP(16),42,8.5,168834,42209,"bytes_total,payload_mean_src,bytes_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,3,nocat,50.0,0.7630808960280512,0.7630837025278969
0.955482373009856,0.9541094138102335,0.9845042972618934,0.956718827620467,0.9704127104098761,0.8820936131285068,0.9834178651266766,0.9936212887577767,9515,485,1394,30814,0.0485,0.04328117237953304,"KAN(cat,1L)",42,8.6,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,4,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9725644427596664,0.9664399900645801,0.9858546660824936,0.9780799801291604,0.9819519341666407,0.9249076677428585,0.9892782709264779,0.9944491478209894,9548,452,706,31502,0.0452,0.021920019870839542,DecisionTree(d=5),42,0.4,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,4,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9945034116755117,0.9927094883258818,0.9966759863311587,0.9961189766517635,0.996397403646076,0.9848085221934791,0.9996919942250372,0.9998995818641959,9893,107,125,32083,0.0107,0.003881023348236463,LightGBM,42,2.8,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,4,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9916366565579985,0.9853494038748137,0.991786828048291,0.9972988077496274,0.9945351807415435,0.9767943948290012,0.9992511813835071,0.9997386796473389,9734,266,87,32121,0.0266,0.0027011922503725784,XGBoost,42,1.7,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,4,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9790561031084155,0.9652119225037258,0.9812265716217047,0.9915238450074516,0.9863483336936715,0.9416302116832205,0.9945400583705911,0.9979645174876425,9389,611,273,31935,0.0611,0.008476154992548435,MLP(16),42,9.2,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,4,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9529236163760425,0.9514674863387977,0.9835824239126956,0.9542349726775956,0.9686864707272871,0.8756067497448983,0.9817226232613013,0.99329400830319,9487,513,1474,30734,0.0513,0.045765027322404374,"KAN(cat,1L)",42,7.6,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,5,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9703373768006065,0.9636361649279681,0.9846264637735612,0.9763723298559364,0.9804820253796028,0.9188615932145209,0.9881876800794833,0.9939534623842983,9509,491,761,31447,0.0491,0.023627670144063587,DecisionTree(d=5),42,0.4,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,5,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9941717210007581,0.9923197714853453,0.996520226185298,0.9958395429706905,0.9961797683013945,0.9838943102033172,0.9996124425608545,0.9998676834233311,9888,112,134,32074,0.0112,0.004160457029309488,LightGBM,42,2.8,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,5,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9920631159969674,0.9859046448087432,0.9920343326437988,0.9976092896174863,0.994814000650185,0.9779812425701218,0.9992754129408843,0.9997435689551368,9742,258,77,32131,0.0258,0.0023907103825136613,XGBoost,42,1.7,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,5,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9792219484457922,0.9664238201689022,0.9821785835205762,0.9907476403378043,0.9864445028362985,0.9421360737681551,0.9939592290735222,0.9976074306826311,9421,579,298,31910,0.0579,0.009252359662195727,MLP(16),42,8.7,168835,42208,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,5,nocat,50.0,0.7630822992862855,0.7630780894617134
0.9556018858537279,0.954394562078922,0.9846930623462116,0.9566891241578441,0.9704891184529622,0.8824627416595238,0.9825680803502127,0.993548859389285,9521,479,1395,30814,0.0479,0.04331087584215592,"KAN(cat,1L)",43,9.1,168834,42209,"bytes_total,bytes_src,payload_mean_src,byte_asymmetry,byte_rate,pkt_asymmetry,bytes_dst,payload_mean_dst,flow_rate,pkts_total",ton->ton,1,nocat,50.0,0.7630808960280512,0.7630837025278969
