model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,fpr_mean,fpr_std,fnr_mean,fnr_std,n_runs
"KAN(cat,ML)",0.9963309202746842,0.00030393075348204233,0.9963133648055211,0.00038454686990839634,0.9988422163231727,0.00024307316183422252,0.9963467296110423,0.00039198189256344846,0.9975928499744878,0.00019968983743577306,0.9898950421173821,0.0008329970651176005,0.9997769173560767,6.487410831000805e-05,0.999922147333833,3.097109401314463e-05,9962.8,7.821216565946104,37.2,7.8212165659460275,117.66666666666667,12.624616920166423,32090.933333333334,12.79211066392504,0.00372,0.0007821216565946026,0.0036532703889577463,0.0003919818925634421,15
"KAN(cat,1L)",0.9751124975589149,0.0009744697295961435,0.9765378031275087,0.0008802631516855205,0.9934271526139856,0.00044056661470472943,0.9738289395883508,0.0012572151618678318,0.9835299692206668,0.000653782250791795,0.9334257528410699,0.0024815081458058894,0.9957971824540341,0.00020050954466034875,0.9984854877622665,9.464285435238432e-05,9792.466666666667,14.029900043766952,207.53333333333333,14.02990004376707,842.9333333333333,40.49597275685337,31365.666666666668,40.399198483327766,0.020753333333333335,0.0014029900043767073,0.02617106041164916,0.0012572151618678233,15
