dst,model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,fpr_mean,fpr_std,fnr_mean,fnr_std,fit_seconds_mean,fit_seconds_std,n_train_mean,n_train_std,n_test_mean,n_test_std,unseen_proto_h_mean,unseen_proto_h_std,unseen_state_h_mean,unseen_state_h_std,ratio_mean,ratio_std,n_normal_mean,n_normal_std,n_attack_mean,n_attack_std,n_per_domain_mean,n_per_domain_std,n_joint_mean,n_joint_std,train_pool_ton_normal_mean,train_pool_ton_normal_std,train_pool_bot_normal_mean,train_pool_bot_normal_std,train_pool_ton_attack_mean,train_pool_ton_attack_std,train_pool_bot_attack_mean,train_pool_bot_attack_std,n_runs
bot,DecisionTree(d=5),0.9964444838184285,0.00040877465446459416,0.9866445637614708,0.00883888506877751,0.9999969906187294,2.3073883229916625e-06,0.9964470222597838,0.00040927033099720576,0.998218812272752,0.00020520881494212606,0.18357219826929014,0.009372588253857447,0.9922379731378855,0.007128139929091739,0.9999979919154336,1.9037724115577518e-06,92.8,1.686548085423135,2.2,1.6865480854231356,2606.5,300.24480752286865,731003.5,300.2448075228636,0.023157894736842106,0.017753137741296162,0.0035529777402161914,0.00040927033099721725,1.69,0.05676462121975468,8404.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,"KAN(cat,1L)",0.9941075772960521,0.0009867240950148348,0.9817922257559768,0.010883764334465452,0.9999960253560536,2.9182902490469626e-06,0.9941107673014272,0.0009888592898967812,0.9970444888599278,0.0004962210872019478,0.14305616813371722,0.010644421352691624,0.9972523225089482,0.0005024817638496251,0.9999996400577198,6.679263747548825e-08,92.1,2.1317702607092652,2.9,2.1317702607092643,4320.4,725.4370636611648,729289.6,725.4370636611058,0.030526315789473686,0.02243968695483436,0.005889232698572811,0.0009888592898967638,4.9,0.14142135623730942,8404.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,"KAN(cat,ML)",0.9964867351319672,0.00026144491740904256,0.9935069113877372,0.004652224669523347,0.9999987687772341,1.197791500627927e-06,0.9964875069860006,0.0002610906093250924,0.9982400348432272,0.00013120128910826799,0.18681605638545912,0.007471140677628932,0.9997501820485428,0.00011743454100225069,0.9999999659227807,1.594353895220093e-08,94.1,0.8755950357709138,0.9,0.8755950357709131,2576.8,191.5386819069889,731033.2,191.5386819069911,0.009473684210526316,0.009216789850220139,0.003512493013999264,0.0002610906093251031,8.32,0.13984117975602042,8404.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,LightGBM,0.9966201675060139,0.0001777154237255099,0.9919948933141731,0.005443217705822517,0.9999983586954452,1.4128606293216373e-06,0.9966213655757146,0.0001776261940978759,0.9983069991608275,8.917500031731239e-05,0.18958066058934336,0.0053062191035602975,0.9998680390197286,5.442836347997897e-05,0.9999999797489867,8.076936059460606e-09,93.8,1.0327955589886482,1.2,1.0327955589886444,2478.6,130.30835225213565,731131.4,130.308352252133,0.01263157894736842,0.010871532199880468,0.003378634424285383,0.00017762619409786623,9.02,0.7114929530376409,8404.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,MLP(16),0.9958251613386851,0.00013592371267256132,0.9437088041186374,0.033923317641061615,0.9999859015925436,8.824408276625909e-06,0.9958386608688541,0.0001368817135915995,0.9979079679979769,6.826313533091415e-05,0.15475852449055771,0.011626010912761211,0.9823569564783812,0.014381114402550577,0.9999919967685044,8.877577686239693e-06,84.7,6.4472216238211235,10.3,6.447221623821121,3052.8,100.41779390791916,730557.2,100.41779390791774,0.10842105263157895,0.06786549077706445,0.004161339131145977,0.0001368817135915803,2.42,0.11352924243950933,8404.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
bot,XGBoost,0.9977779897915374,0.0009716524573774656,0.9862589078235316,0.009155441262063664,0.99999672214068,2.424311224518441e-06,0.9977809735418001,0.0009727944172498859,0.9988874049707857,0.00048705730615873345,0.2417561116551175,0.04609936699989309,0.9998469536732195,5.457668271347433e-05,0.9999999770142087,8.426514727392165e-09,92.6,1.776388345929896,2.4,1.776388345929897,1627.9,713.6517124386845,731982.1,713.6517124387151,0.02526315789473684,0.018698824693998913,0.002219026458199861,0.0009727944172498799,3.3899999999999997,0.24698178070456941,8404.0,0.0,733705.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,DecisionTree(d=5),0.9761804354521548,0.005285023872763743,0.9659407979136267,0.003697226919970482,0.9834297607837461,0.002235534459806316,0.9854015958272532,0.00791082046187307,0.9843950197322402,0.003557389291868873,0.934252012726119,0.013499854998554717,0.9751302817535471,0.009623300479639642,0.9863558316834642,0.005505529277397862,9464.8,75.36547986681659,535.2,75.36547986681671,470.2,254.79961625647013,31738.8,254.79961625647016,0.05352,0.0075365479866816715,0.014598404172746748,0.007910820461873082,0.1,0.0,8404.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,"KAN(cat,1L)",0.9358335899926556,0.00128790879845096,0.942920697786333,0.0011219991276887574,0.9856434176011352,0.0008664230924851115,0.9294513955726661,0.0020437286266854248,0.956721345987533,0.0009148576671279238,0.8384991156133113,0.0027104331588615896,0.98189582694278,0.0026770534532480524,0.9906621429101012,0.001481270138416568,9563.9,27.29448458734673,436.1,27.294484587346368,2272.3,65.82645533691012,29936.7,65.82645533690972,0.043609999999999996,0.002729448458734635,0.07054860442733397,0.002043728626685399,0.4,0.0,8404.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,"KAN(cat,ML)",0.9874410670710038,0.000987211256437995,0.9813969882641498,0.0011766216445445897,0.9906792327305372,0.0006964293231734557,0.9928839765282996,0.001241095230390405,0.9917798441747253,0.0006496697072291947,0.9651973795591345,0.0027083627107912394,0.9967081995715483,0.0008693382641191018,0.998476298637504,0.0005871272760635348,9699.1,22.747160995019645,300.9,22.747160995019424,229.2,39.97443627564441,31979.8,39.974436275644734,0.03009,0.002274716099501942,0.007116023471700456,0.0012410952303904003,3.8200000000000003,0.14757295747452423,8404.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
ton,LightGBM,0.990021085550475,0.0008140487496888428,0.9835701789872395,0.001492820915619891,0.9911360274484649,0.0010324492802225684,0.9958303579744792,0.001090347543714047,0.9934768832193411,0.0005321845064481084,0.972311599904301,0.0022664755678946974,0.9967679917103915,0.0009825631078392712,0.9984778442216976,0.00045255755888645396,9713.1,33.8245472992617,286.9,33.82454729926181,134.3,35.11900403548547,32074.7,35.11900403548538,0.02869,0.003382454729926181,0.0041696420255208175,0.0010903475437140386,1.0,0.0,8404.0,0.0,42209.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,382.0,0.0,3820.0,0.0,4202.0,0.0,8404.0,0.0,40000.0,0.0,382.0,0.0,128834.0,0.0,2934435.0,0.0,10
