exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,innesco,vuoti
ton->bot,49,stat_13x13_adaptive,13,0.684,0.888983034315219,13,416,False,0.13245
ton->bot,49,statico,14,0.737,0.7663824485815548,0,0,True,0.14
ton->bot,49,ogni_batch,14,0.737,0.9496354934330173,14,448,True,0.14
ton->bot,49,su_innesco,14,0.737,0.7663824485815548,0,0,True,0.14
ton->bot,49,oracolo,14,0.737,0.962181753260667,14,448,True,0.14
ton->bot,49,stat_13x13,14,0.737,0.9146450235951317,14,448,True,0.14
ton->bot,49,martingala,14,0.737,0.9704104427118911,10,320,True,0.14
ton->bot,49,stat_13x13_adaptive,14,0.737,0.9151964620217394,14,448,True,0.14
ton->bot,49,statico,15,0.789,0.7453930780128353,0,0,True,0.15515
ton->bot,49,ogni_batch,15,0.789,0.9414967751139638,15,480,True,0.15515
ton->bot,49,su_innesco,15,0.789,0.9491639195641054,1,32,True,0.15515
ton->bot,49,oracolo,15,0.789,0.9551801605441895,15,480,True,0.15515
ton->bot,49,stat_13x13,15,0.789,0.9552964564155184,15,480,True,0.15515
ton->bot,49,martingala,15,0.789,0.9637014115443137,11,352,True,0.15515
ton->bot,49,stat_13x13_adaptive,15,0.789,0.9533762789751494,15,480,True,0.15515
ton->bot,49,statico,16,0.842,0.7400718298666573,0,0,True,0.15785
ton->bot,49,ogni_batch,16,0.842,0.9520994940602029,16,512,True,0.15785
ton->bot,49,su_innesco,16,0.842,0.8485238225415376,2,64,True,0.15785
ton->bot,49,oracolo,16,0.842,0.9563630123710648,16,512,True,0.15785
ton->bot,49,stat_13x13,16,0.842,0.9284835354063176,16,512,True,0.15785
ton->bot,49,martingala,16,0.842,0.9615664078610727,12,384,True,0.15785
ton->bot,49,stat_13x13_adaptive,16,0.842,0.9098519234654101,16,512,True,0.15785
ton->bot,49,statico,17,0.895,0.7211016434473747,0,0,True,0.1636
ton->bot,49,ogni_batch,17,0.895,0.9596012692394992,17,544,True,0.1636
ton->bot,49,su_innesco,17,0.895,0.8956155566188785,3,96,True,0.1636
ton->bot,49,oracolo,17,0.895,0.9543700271760802,17,544,True,0.1636
ton->bot,49,stat_13x13,17,0.895,0.9658255424480557,17,544,True,0.1636
ton->bot,49,martingala,17,0.895,0.9705092754476692,13,416,True,0.1636
ton->bot,49,stat_13x13_adaptive,17,0.895,0.9197408457097986,17,544,True,0.1636
ton->bot,49,statico,18,0.947,0.7163208502024292,0,0,True,0.1785
ton->bot,49,ogni_batch,18,0.947,0.9384784075573549,18,576,True,0.1785
ton->bot,49,su_innesco,18,0.947,0.9130651147098516,4,128,True,0.1785
ton->bot,49,oracolo,18,0.947,0.9616228070175439,18,576,True,0.1785
ton->bot,49,stat_13x13,18,0.947,0.9592020917678812,18,576,True,0.1785
ton->bot,49,martingala,18,0.947,0.9707827260458839,14,448,True,0.1785
ton->bot,49,stat_13x13_adaptive,18,0.947,0.9287871120107962,18,576,True,0.1785
ton->bot,49,statico,19,1.0,0.47111344537815125,0,0,True,0.1808
ton->bot,49,ogni_batch,19,1.0,0.8667216886754702,19,608,True,0.1808
ton->bot,49,su_innesco,19,1.0,0.7483493397358943,5,160,True,0.1808
ton->bot,49,oracolo,19,1.0,0.8663715486194478,19,608,True,0.1808
ton->bot,49,stat_13x13,19,1.0,0.7495998399359745,19,608,True,0.1808
ton->bot,49,martingala,19,1.0,0.9343987595038015,15,480,True,0.1808
ton->bot,49,stat_13x13_adaptive,19,1.0,0.7499499799919969,19,608,True,0.1808
ton->bot,50,statico,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,ogni_batch,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,su_innesco,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,oracolo,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,stat_13x13,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,martingala,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,stat_13x13_adaptive,0,0.0,0.9720693015878333,0,0,False,0.03275
ton->bot,50,statico,1,0.053,0.95215770609319,0,0,False,0.0385
ton->bot,50,ogni_batch,1,0.053,0.9431505376344087,1,32,False,0.0385
ton->bot,50,su_innesco,1,0.053,0.95215770609319,0,0,False,0.0385
ton->bot,50,oracolo,1,0.053,0.9470501792114695,1,32,False,0.0385
ton->bot,50,stat_13x13,1,0.053,0.9584802867383513,1,32,False,0.0385
ton->bot,50,martingala,1,0.053,0.9431505376344087,1,32,False,0.0385
ton->bot,50,stat_13x13_adaptive,1,0.053,0.9547849462365592,1,32,False,0.0385
ton->bot,50,statico,2,0.105,0.937380346560293,0,0,False,0.05085
ton->bot,50,ogni_batch,2,0.105,0.9288509933266413,2,64,False,0.05085
ton->bot,50,su_innesco,2,0.105,0.937380346560293,0,0,False,0.05085
ton->bot,50,oracolo,2,0.105,0.9409100503313476,2,64,False,0.05085
ton->bot,50,stat_13x13,2,0.105,0.8502477198521285,2,64,False,0.05085
ton->bot,50,martingala,2,0.105,0.9288509933266413,2,64,False,0.05085
ton->bot,50,stat_13x13_adaptive,2,0.105,0.8560528398775312,2,64,False,0.05085
ton->bot,50,statico,3,0.158,0.9194620915836429,0,0,False,0.0559
ton->bot,50,ogni_batch,3,0.158,0.922582951670383,3,96,False,0.0559
ton->bot,50,su_innesco,3,0.158,0.9194620915836429,0,0,False,0.0559
ton->bot,50,oracolo,3,0.158,0.9183321002716145,3,96,False,0.0559
ton->bot,50,stat_13x13,3,0.158,0.9566562384400463,3,96,False,0.0559
ton->bot,50,martingala,3,0.158,0.922582951670383,3,96,False,0.0559
ton->bot,50,stat_13x13_adaptive,3,0.158,0.8850254964403761,3,96,False,0.0559
ton->bot,50,statico,4,0.211,0.9000729328975001,0,0,False,0.0621
ton->bot,50,ogni_batch,4,0.211,0.9363933041460606,4,128,False,0.0621
ton->bot,50,su_innesco,4,0.211,0.9000729328975001,0,0,False,0.0621
ton->bot,50,oracolo,4,0.211,0.9265293679290021,4,128,False,0.0621
ton->bot,50,stat_13x13,4,0.211,0.9492438901497189,4,128,False,0.0621
ton->bot,50,martingala,4,0.211,0.9363933041460606,4,128,False,0.0621
ton->bot,50,stat_13x13_adaptive,4,0.211,0.9011277606530723,4,128,False,0.0621
ton->bot,50,statico,5,0.263,0.8824701623226598,0,0,False,0.0712
ton->bot,50,ogni_batch,5,0.263,0.9615187909522472,5,160,False,0.0712
ton->bot,50,su_innesco,5,0.263,0.8824701623226598,0,0,False,0.0712
ton->bot,50,oracolo,5,0.263,0.9380083450147144,5,160,False,0.0712
ton->bot,50,stat_13x13,5,0.263,0.953494900963892,5,160,False,0.0712
ton->bot,50,martingala,5,0.263,0.9615187909522472,5,160,False,0.0712
ton->bot,50,stat_13x13_adaptive,5,0.263,0.9028879653083475,5,160,False,0.0712
ton->bot,50,statico,6,0.316,0.8659637363761485,0,0,False,0.08025
ton->bot,50,ogni_batch,6,0.316,0.963372530967526,6,192,False,0.08025
ton->bot,50,su_innesco,6,0.316,0.8659637363761485,0,0,False,0.08025
ton->bot,50,oracolo,6,0.316,0.9578483032957632,6,192,False,0.08025
ton->bot,50,stat_13x13,6,0.316,0.86409859390693,6,192,False,0.08025
ton->bot,50,martingala,6,0.316,0.963372530967526,6,192,False,0.08025
ton->bot,50,stat_13x13_adaptive,6,0.316,0.8730781883532344,6,192,False,0.08025
ton->bot,50,statico,7,0.368,0.8525197515855141,0,0,False,0.0892
ton->bot,50,ogni_batch,7,0.368,0.9608869092781349,7,224,False,0.0892
ton->bot,50,su_innesco,7,0.368,0.8525197515855141,0,0,False,0.0892
ton->bot,50,oracolo,7,0.368,0.9606522351117204,7,224,False,0.0892
ton->bot,50,stat_13x13,7,0.368,0.9725527400796555,7,224,False,0.0892
ton->bot,50,martingala,7,0.368,0.9608869092781349,7,224,False,0.0892
ton->bot,50,stat_13x13_adaptive,7,0.368,0.9054938120721985,7,224,False,0.0892
ton->bot,50,statico,8,0.421,0.8388028098588152,0,0,False,0.0963
ton->bot,50,ogni_batch,8,0.421,0.9587600568841007,8,256,False,0.0963
ton->bot,50,su_innesco,8,0.421,0.8388028098588152,0,0,False,0.0963
ton->bot,50,oracolo,8,0.421,0.9598598095840325,8,256,False,0.0963
ton->bot,50,stat_13x13,8,0.421,0.9679355371599029,8,256,False,0.0963
ton->bot,50,martingala,8,0.421,0.9587600568841007,8,256,False,0.0963
ton->bot,50,stat_13x13_adaptive,8,0.421,0.8961168712045342,8,256,False,0.0963
ton->bot,50,statico,9,0.474,0.828552826586228,0,0,False,0.1032
ton->bot,50,ogni_batch,9,0.474,0.9640226276813204,9,288,False,0.1032
ton->bot,50,su_innesco,9,0.474,0.828552826586228,0,0,False,0.1032
ton->bot,50,oracolo,9,0.474,0.9615500430131261,9,288,False,0.1032
ton->bot,50,stat_13x13,9,0.474,0.9712421745870246,9,288,False,0.1032
ton->bot,50,martingala,9,0.474,0.9640226276813204,9,288,False,0.1032
ton->bot,50,stat_13x13_adaptive,9,0.474,0.9126348777451022,9,288,False,0.1032
ton->bot,50,statico,10,0.526,0.815641640956696,0,0,False,0.11325
ton->bot,50,ogni_batch,10,0.526,0.9728246312963327,10,320,False,0.11325
ton->bot,50,su_innesco,10,0.526,0.815641640956696,0,0,False,0.11325
ton->bot,50,oracolo,10,0.526,0.9625220708201772,10,320,False,0.11325
ton->bot,50,stat_13x13,10,0.526,0.9716569408487965,10,320,False,0.11325
ton->bot,50,martingala,10,0.526,0.9728246312963327,10,320,False,0.11325
ton->bot,50,stat_13x13_adaptive,10,0.526,0.9407723993978185,10,320,False,0.11325
ton->bot,50,statico,11,0.579,0.8026754867334065,0,0,False,0.12275
ton->bot,50,ogni_batch,11,0.579,0.9673625570577533,11,352,False,0.12275
ton->bot,50,su_innesco,11,0.579,0.8026754867334065,0,0,False,0.12275
ton->bot,50,oracolo,11,0.579,0.9604253565132086,11,352,False,0.12275
ton->bot,50,stat_13x13,11,0.579,0.9648139698505676,11,352,False,0.12275
ton->bot,50,martingala,11,0.579,0.9673625570577533,11,352,False,0.12275
ton->bot,50,stat_13x13_adaptive,11,0.579,0.9237354474112134,11,352,False,0.12275
ton->bot,50,statico,12,0.632,0.7857984839822781,0,0,False,0.12475
ton->bot,50,ogni_batch,12,0.632,0.9745029578214763,12,384,False,0.12475
ton->bot,50,su_innesco,12,0.632,0.7857984839822781,0,0,False,0.12475
ton->bot,50,oracolo,12,0.632,0.9619251536476385,12,384,False,0.12475
ton->bot,50,stat_13x13,12,0.632,0.9190701531745249,12,384,False,0.12475
ton->bot,50,martingala,12,0.632,0.9745029578214763,12,384,False,0.12475
ton->bot,50,stat_13x13_adaptive,12,0.632,0.9485008157226078,12,384,False,0.12475
ton->bot,50,statico,13,0.684,0.7736691455112635,0,0,True,0.13615
ton->bot,50,ogni_batch,13,0.684,0.9719123830736132,13,416,True,0.13615
ton->bot,50,su_innesco,13,0.684,0.7736691455112635,0,0,True,0.13615
ton->bot,50,oracolo,13,0.684,0.9604993656756844,13,416,True,0.13615
ton->bot,50,stat_13x13,13,0.684,0.9017478959817788,13,416,True,0.13615
ton->bot,50,martingala,13,0.684,0.9719123830736132,13,416,True,0.13615
ton->bot,50,stat_13x13_adaptive,13,0.684,0.9650404676299278,13,416,True,0.13615
ton->bot,50,statico,14,0.737,0.7620007370623714,0,0,True,0.1398
ton->bot,50,ogni_batch,14,0.737,0.9741959211868455,14,448,True,0.1398
ton->bot,50,su_innesco,14,0.737,0.6615994731682098,1,32,True,0.1398
ton->bot,50,oracolo,14,0.737,0.9603518770432057,14,448,True,0.1398
ton->bot,50,stat_13x13,14,0.737,0.9656011727412969,14,448,True,0.1398
ton->bot,50,martingala,14,0.737,0.9741959211868455,14,448,True,0.1398
ton->bot,50,stat_13x13_adaptive,14,0.737,0.9595700452421028,14,448,True,0.1398
ton->bot,50,statico,15,0.789,0.7552453076637669,0,0,True,0.15
ton->bot,50,ogni_batch,15,0.789,0.9790508264327918,15,480,True,0.15
ton->bot,50,su_innesco,15,0.789,0.7639462200479586,2,64,True,0.15
ton->bot,50,oracolo,15,0.789,0.9680891159305911,15,480,True,0.15
ton->bot,50,stat_13x13,15,0.789,0.9741337172076261,15,480,True,0.15
ton->bot,50,martingala,15,0.789,0.9790508264327918,15,480,True,0.15
ton->bot,50,stat_13x13_adaptive,15,0.789,0.9204146256276202,15,480,True,0.15
ton->bot,50,statico,16,0.842,0.738895033938775,0,0,True,0.1553
ton->bot,50,ogni_batch,16,0.842,0.9760198664412556,16,512,True,0.1553
ton->bot,50,su_innesco,16,0.842,0.7443545023353562,3,96,True,0.1553
ton->bot,50,oracolo,16,0.842,0.9649956198301336,16,512,True,0.1553
ton->bot,50,stat_13x13,16,0.842,0.9706786894076219,16,512,True,0.1553
ton->bot,50,martingala,16,0.842,0.9760198664412556,16,512,True,0.1553
ton->bot,50,stat_13x13_adaptive,16,0.842,0.9559049794291659,16,512,True,0.1553
ton->bot,50,statico,17,0.895,0.7328917154146142,0,0,True,0.16605
ton->bot,50,ogni_batch,17,0.895,0.9822759518678161,17,544,True,0.16605
ton->bot,50,su_innesco,17,0.895,0.9118592210591133,4,128,True,0.16605
ton->bot,50,oracolo,17,0.895,0.9812721290024631,17,544,True,0.16605
ton->bot,50,stat_13x13,17,0.895,0.8473499717775042,17,544,True,0.16605
ton->bot,50,martingala,17,0.895,0.9822759518678161,17,544,True,0.16605
ton->bot,50,stat_13x13_adaptive,17,0.895,0.8853332820197044,17,544,True,0.16605
ton->bot,50,statico,18,0.947,0.7244667734084383,0,0,True,0.17265
ton->bot,50,ogni_batch,18,0.947,0.9789112660795869,18,576,True,0.17265
ton->bot,50,su_innesco,18,0.947,0.9194819005179548,5,160,True,0.17265
ton->bot,50,oracolo,18,0.947,0.9676647986856615,18,576,True,0.17265
ton->bot,50,stat_13x13,18,0.947,0.905176252527883,18,576,True,0.17265
ton->bot,50,martingala,18,0.947,0.9789112660795869,18,576,True,0.17265
ton->bot,50,stat_13x13_adaptive,18,0.947,0.8812907716594166,18,576,True,0.17265
ton->bot,50,statico,19,1.0,0.7203610180509026,0,0,True,0.1782
ton->bot,50,ogni_batch,19,1.0,0.9963498174908745,19,608,True,0.1782
ton->bot,50,su_innesco,19,1.0,0.9904495224761238,6,192,True,0.1782
ton->bot,50,oracolo,19,1.0,0.9969998499924997,19,608,True,0.1782
ton->bot,50,stat_13x13,19,1.0,0.9987249362468124,19,608,True,0.1782
ton->bot,50,martingala,19,1.0,0.9963498174908745,19,608,True,0.1782
ton->bot,50,stat_13x13_adaptive,19,1.0,0.9987249362468124,19,608,True,0.1782
ton->bot,51,statico,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,ogni_batch,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,su_innesco,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,oracolo,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,stat_13x13,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,martingala,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,stat_13x13_adaptive,0,0.0,0.9698820552619065,0,0,False,0.033
ton->bot,51,statico,1,0.053,0.9528717083887186,0,0,False,0.0394
ton->bot,51,ogni_batch,1,0.053,0.8891594313866606,1,32,False,0.0394
ton->bot,51,su_innesco,1,0.053,0.9528717083887186,0,0,False,0.0394
ton->bot,51,oracolo,1,0.053,0.9425838691842839,1,32,False,0.0394
ton->bot,51,stat_13x13,1,0.053,0.8525944168840192,1,32,False,0.0394
ton->bot,51,martingala,1,0.053,0.9528717083887186,0,0,False,0.0394
ton->bot,51,stat_13x13_adaptive,1,0.053,0.8874080284427867,1,32,False,0.0394
ton->bot,51,statico,2,0.105,0.9345612215749317,0,0,False,0.05025
ton->bot,51,ogni_batch,2,0.105,0.9281878093779471,2,64,False,0.05025
ton->bot,51,su_innesco,2,0.105,0.9345612215749317,0,0,False,0.05025
ton->bot,51,oracolo,2,0.105,0.9354943448406676,2,64,False,0.05025
ton->bot,51,stat_13x13,2,0.105,0.9248821568975806,2,64,False,0.05025
ton->bot,51,martingala,2,0.105,0.9150047112125663,1,32,False,0.05025
ton->bot,51,stat_13x13_adaptive,2,0.105,0.9371073154842849,2,64,False,0.05025
ton->bot,51,statico,3,0.158,0.916715813947146,0,0,False,0.0548
ton->bot,51,ogni_batch,3,0.158,0.9131880456930911,3,96,False,0.0548
ton->bot,51,su_innesco,3,0.158,0.916715813947146,0,0,False,0.0548
ton->bot,51,oracolo,3,0.158,0.9082468568467559,3,96,False,0.0548
ton->bot,51,stat_13x13,3,0.158,0.9167441821957463,3,96,False,0.0548
ton->bot,51,martingala,3,0.158,0.9029478384612089,2,64,False,0.0548
ton->bot,51,stat_13x13_adaptive,3,0.158,0.9203336787847383,3,96,False,0.0548
ton->bot,51,statico,4,0.211,0.9024116750913799,0,0,False,0.0647
ton->bot,51,ogni_batch,4,0.211,0.8992955457305194,4,128,False,0.0647
ton->bot,51,su_innesco,4,0.211,0.9024116750913799,0,0,False,0.0647
ton->bot,51,oracolo,4,0.211,0.8877236462175335,4,128,False,0.0647
ton->bot,51,stat_13x13,4,0.211,0.9564204430873251,4,128,False,0.0647
ton->bot,51,martingala,4,0.211,0.8939743734675987,3,96,False,0.0647
ton->bot,51,stat_13x13_adaptive,4,0.211,0.9589791624480987,4,128,False,0.0647
ton->bot,51,statico,5,0.263,0.8877124339920562,0,0,False,0.07115
ton->bot,51,ogni_batch,5,0.263,0.9384869494657334,5,160,False,0.07115
ton->bot,51,su_innesco,5,0.263,0.8877124339920562,0,0,False,0.07115
ton->bot,51,oracolo,5,0.263,0.944915898920015,5,160,False,0.07115
ton->bot,51,stat_13x13,5,0.263,0.9519018617600683,5,160,False,0.07115
ton->bot,51,martingala,5,0.263,0.9368552066487965,4,128,False,0.07115
ton->bot,51,stat_13x13_adaptive,5,0.263,0.9531129901124756,5,160,False,0.07115
ton->bot,51,statico,6,0.316,0.8719990080165355,0,0,False,0.0782
ton->bot,51,ogni_batch,6,0.316,0.9550874876866364,6,192,False,0.0782
ton->bot,51,su_innesco,6,0.316,0.8719990080165355,0,0,False,0.0782
ton->bot,51,oracolo,6,0.316,0.956109756148154,6,192,False,0.0782
ton->bot,51,stat_13x13,6,0.316,0.9448580730721202,6,192,False,0.0782
ton->bot,51,martingala,6,0.316,0.9567874578625983,5,160,False,0.0782
ton->bot,51,stat_13x13_adaptive,6,0.316,0.8793029011367707,6,192,False,0.0782
ton->bot,51,statico,7,0.368,0.8562647058823529,0,0,False,0.0877
ton->bot,51,ogni_batch,7,0.368,0.9593627450980392,7,224,False,0.0877
ton->bot,51,su_innesco,7,0.368,0.8562647058823529,0,0,False,0.0877
ton->bot,51,oracolo,7,0.368,0.9565490196078432,7,224,False,0.0877
ton->bot,51,stat_13x13,7,0.368,0.9535098039215686,7,224,False,0.0877
ton->bot,51,martingala,7,0.368,0.9573039215686274,6,192,False,0.0877
ton->bot,51,stat_13x13_adaptive,7,0.368,0.953313725490196,7,224,False,0.0877
ton->bot,51,statico,8,0.421,0.8453436877753984,0,0,False,0.0972
ton->bot,51,ogni_batch,8,0.421,0.9479731887441566,8,256,False,0.0972
ton->bot,51,su_innesco,8,0.421,0.8453436877753984,0,0,False,0.0972
ton->bot,51,oracolo,8,0.421,0.9586877284364081,8,256,False,0.0972
ton->bot,51,stat_13x13,8,0.421,0.9651050807477418,8,256,False,0.0972
ton->bot,51,martingala,8,0.421,0.9512511337959757,7,224,False,0.0972
ton->bot,51,stat_13x13_adaptive,8,0.421,0.959952850188653,8,256,False,0.0972
ton->bot,51,statico,9,0.474,0.8267689981975697,0,0,False,0.10185
ton->bot,51,ogni_batch,9,0.474,0.9528844700273271,9,288,False,0.10185
ton->bot,51,su_innesco,9,0.474,0.8267689981975697,0,0,False,0.10185
ton->bot,51,oracolo,9,0.474,0.9586929472643758,9,288,False,0.10185
ton->bot,51,stat_13x13,9,0.474,0.9745927088784232,9,288,False,0.10185
ton->bot,51,martingala,9,0.474,0.9678138263852549,8,256,False,0.10185
ton->bot,51,stat_13x13_adaptive,9,0.474,0.9650345950345951,9,288,False,0.10185
ton->bot,51,statico,10,0.526,0.8175971571938931,0,0,False,0.1084
ton->bot,51,ogni_batch,10,0.526,0.9698532135303795,10,320,False,0.1084
ton->bot,51,su_innesco,10,0.526,0.8175971571938931,0,0,False,0.1084
ton->bot,51,oracolo,10,0.526,0.956706184700685,10,320,False,0.1084
ton->bot,51,stat_13x13,10,0.526,0.8662343467571104,10,320,False,0.1084
ton->bot,51,martingala,10,0.526,0.9666139724382925,9,288,False,0.1084
ton->bot,51,stat_13x13_adaptive,10,0.526,0.938065924586043,10,320,False,0.1084
ton->bot,51,statico,11,0.579,0.8020637613386198,0,0,False,0.11895
ton->bot,51,ogni_batch,11,0.579,0.9681338396591508,11,352,False,0.11895
ton->bot,51,su_innesco,11,0.579,0.8020637613386198,0,0,False,0.11895
ton->bot,51,oracolo,11,0.579,0.9660445481153686,11,352,False,0.11895
ton->bot,51,stat_13x13,11,0.579,0.9708488304933887,11,352,False,0.11895
ton->bot,51,martingala,11,0.579,0.968636352221965,10,320,False,0.11895
ton->bot,51,stat_13x13_adaptive,11,0.579,0.9694759192966498,11,352,False,0.11895
ton->bot,51,statico,12,0.632,0.7860041113023819,0,0,False,0.12915
ton->bot,51,ogni_batch,12,0.632,0.9688700767703916,12,384,False,0.12915
ton->bot,51,su_innesco,12,0.632,0.7860041113023819,0,0,False,0.12915
ton->bot,51,oracolo,12,0.632,0.9590198992084737,12,384,False,0.12915
ton->bot,51,stat_13x13,12,0.632,0.8860698728925889,12,384,False,0.12915
ton->bot,51,martingala,12,0.632,0.9689248833033304,11,352,False,0.12915
ton->bot,51,stat_13x13_adaptive,12,0.632,0.9542589800535466,12,384,False,0.12915
ton->bot,51,statico,13,0.684,0.775242274158835,0,0,True,0.1346
ton->bot,51,ogni_batch,13,0.684,0.9705239681955088,13,416,True,0.1346
ton->bot,51,su_innesco,13,0.684,0.775242274158835,0,0,True,0.1346
ton->bot,51,oracolo,13,0.684,0.9628990527039514,13,416,True,0.1346
ton->bot,51,stat_13x13,13,0.684,0.9706953628406649,13,416,True,0.1346
ton->bot,51,martingala,13,0.684,0.9705239681955088,12,384,True,0.1346
ton->bot,51,stat_13x13_adaptive,13,0.684,0.9646802354420616,13,416,True,0.1346
ton->bot,51,statico,14,0.737,0.761032098644609,0,0,True,0.14445
ton->bot,51,ogni_batch,14,0.737,0.9665913946311301,14,448,True,0.14445
ton->bot,51,su_innesco,14,0.737,0.6850550506783675,1,32,True,0.14445
ton->bot,51,oracolo,14,0.737,0.9631882433472692,14,448,True,0.14445
ton->bot,51,stat_13x13,14,0.737,0.8501657375030482,14,448,True,0.14445
ton->bot,51,martingala,14,0.737,0.9739878979063912,13,416,True,0.14445
ton->bot,51,stat_13x13_adaptive,14,0.737,0.9622275772854663,14,448,True,0.14445
ton->bot,51,statico,15,0.789,0.7558945306265744,0,0,True,0.1515
ton->bot,51,ogni_batch,15,0.789,0.972564485142475,15,480,True,0.1515
ton->bot,51,su_innesco,15,0.789,0.9491359718513186,2,64,True,0.1515
ton->bot,51,oracolo,15,0.789,0.9660865769018276,15,480,True,0.1515
ton->bot,51,stat_13x13,15,0.789,0.9684665588472918,15,480,True,0.1515
ton->bot,51,martingala,15,0.789,0.9790783596247422,14,448,True,0.1515
ton->bot,51,stat_13x13_adaptive,15,0.789,0.9574333061680397,15,480,True,0.1515
ton->bot,51,statico,16,0.842,0.743731201143553,0,0,True,0.15875
ton->bot,51,ogni_batch,16,0.842,0.9731116472822113,16,512,True,0.15875
ton->bot,51,su_innesco,16,0.842,0.9500484885202329,3,96,True,0.15875
ton->bot,51,oracolo,16,0.842,0.9598288572100759,16,512,True,0.15875
ton->bot,51,stat_13x13,16,0.842,0.9769095861171546,16,512,True,0.15875
ton->bot,51,martingala,16,0.842,0.9812131973722467,15,480,True,0.15875
ton->bot,51,stat_13x13_adaptive,16,0.842,0.9619875803809892,16,512,True,0.15875
ton->bot,51,statico,17,0.895,0.7248974358974358,0,0,True,0.1621
ton->bot,51,ogni_batch,17,0.895,0.9643076923076923,17,544,True,0.1621
ton->bot,51,su_innesco,17,0.895,0.9504102564102564,4,128,True,0.1621
ton->bot,51,oracolo,17,0.895,0.9501794871794872,17,544,True,0.1621
ton->bot,51,stat_13x13,17,0.895,0.8437435897435897,17,544,True,0.1621
ton->bot,51,martingala,17,0.895,0.9712564102564103,16,512,True,0.1621
ton->bot,51,stat_13x13_adaptive,17,0.895,0.8564102564102565,17,544,True,0.1621
ton->bot,51,statico,18,0.947,0.7082113880034773,0,0,True,0.1704
ton->bot,51,ogni_batch,18,0.947,0.9672015357867285,18,576,True,0.1704
ton->bot,51,su_innesco,18,0.947,0.9498370037670241,5,160,True,0.1704
ton->bot,51,oracolo,18,0.947,0.9581461895102868,18,576,True,0.1704
ton->bot,51,stat_13x13,18,0.947,0.9656766154737757,18,576,True,0.1704
ton->bot,51,martingala,18,0.947,0.9739459576934222,17,544,True,0.1704
ton->bot,51,stat_13x13_adaptive,18,0.947,0.9626050420168066,18,576,True,0.1704
ton->bot,51,statico,19,1.0,0.6186296574143536,0,0,True,0.1763
ton->bot,51,ogni_batch,19,1.0,0.8908977244311078,19,608,True,0.1763
ton->bot,51,su_innesco,19,1.0,0.8908477119279821,6,192,True,0.1763
ton->bot,51,oracolo,19,1.0,0.8902725681420356,19,608,True,0.1763
ton->bot,51,stat_13x13,19,1.0,0.7983745936484121,19,608,True,0.1763
ton->bot,51,martingala,19,1.0,0.8983495873968492,18,576,True,0.1763
ton->bot,51,stat_13x13_adaptive,19,1.0,0.791097774443611,19,608,True,0.1763
bot->ton,42,statico,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,ogni_batch,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,su_innesco,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,oracolo,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,stat_13x13,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,martingala,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,stat_13x13_adaptive,0,0.0,0.9857,0,0,False,0.04895
bot->ton,42,statico,1,0.053,0.9709173210758325,0,0,False,0.0898
bot->ton,42,ogni_batch,1,0.053,0.9709173210758325,1,32,False,0.0898
bot->ton,42,su_innesco,1,0.053,0.9709173210758325,0,0,False,0.0898
bot->ton,42,oracolo,1,0.053,0.9709173210758325,1,32,False,0.0898
bot->ton,42,stat_13x13,1,0.053,0.5847802100209375,1,32,False,0.0898
bot->ton,42,martingala,1,0.053,0.9709173210758325,0,0,False,0.0898
bot->ton,42,stat_13x13_adaptive,1,0.053,0.585033182446943,1,32,False,0.0898
bot->ton,42,statico,2,0.105,0.9637712259676815,0,0,False,0.1269
bot->ton,42,ogni_batch,2,0.105,0.9637712259676815,2,64,False,0.1269
bot->ton,42,su_innesco,2,0.105,0.9637712259676815,0,0,False,0.1269
bot->ton,42,oracolo,2,0.105,0.9253565554944116,2,64,False,0.1269
bot->ton,42,stat_13x13,2,0.105,0.5311034602775936,2,64,False,0.1269
bot->ton,42,martingala,2,0.105,0.9637712259676815,0,0,False,0.1269
bot->ton,42,stat_13x13_adaptive,2,0.105,0.5114503816793893,2,64,False,0.1269
bot->ton,42,statico,3,0.158,0.9427081062698481,0,0,True,0.1683
bot->ton,42,ogni_batch,3,0.158,0.9427081062698481,3,96,True,0.1683
bot->ton,42,su_innesco,3,0.158,0.9427081062698481,0,0,True,0.1683
bot->ton,42,oracolo,3,0.158,0.9132547433801064,3,96,True,0.1683
