exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,innesco,vuoti
unsw->ton,44,ogni_batch,12,0.632,0.6789961632814799,12,384,False,0.0
unsw->ton,44,su_innesco,12,0.632,0.48004545021651784,0,0,False,0.0
unsw->ton,44,oracolo,12,0.632,0.6918262798529253,12,384,False,0.0
unsw->ton,44,stat_13x13,12,0.632,0.7065895158274974,12,384,False,0.0
unsw->ton,44,martingala,12,0.632,0.6830767303894503,11,352,False,0.0
unsw->ton,44,stat_13x13_adaptive,12,0.632,0.6962828325143291,12,384,False,0.0
unsw->ton,44,statico,13,0.684,0.45370074862013077,0,0,False,0.0
unsw->ton,44,ogni_batch,13,0.684,0.710222747191065,13,416,False,0.0
unsw->ton,44,su_innesco,13,0.684,0.45370074862013077,0,0,False,0.0
unsw->ton,44,oracolo,13,0.684,0.7035643485025804,13,416,False,0.0
unsw->ton,44,stat_13x13,13,0.684,0.6723615684964456,13,416,False,0.0
unsw->ton,44,martingala,13,0.684,0.6798408725499377,12,384,False,0.0
unsw->ton,44,stat_13x13_adaptive,13,0.684,0.7015767436984619,13,416,False,0.0
unsw->ton,44,statico,14,0.737,0.42479883495368065,0,0,False,0.0
unsw->ton,44,ogni_batch,14,0.737,0.6937826503956603,14,448,False,0.0
unsw->ton,44,su_innesco,14,0.737,0.42479883495368065,0,0,False,0.0
unsw->ton,44,oracolo,14,0.737,0.7279392195023673,14,448,False,0.0
unsw->ton,44,stat_13x13,14,0.737,0.667877765676018,14,448,False,0.0
unsw->ton,44,martingala,14,0.737,0.7125282839597085,13,416,False,0.0
unsw->ton,44,stat_13x13_adaptive,14,0.737,0.7040800518705375,14,448,False,0.0
unsw->ton,44,statico,15,0.789,0.39953131494645977,0,0,False,0.0
unsw->ton,44,ogni_batch,15,0.789,0.7044016290970476,15,480,False,0.0
unsw->ton,44,su_innesco,15,0.789,0.39953131494645977,0,0,False,0.0
unsw->ton,44,oracolo,15,0.789,0.8126486073345003,15,480,False,0.0
unsw->ton,44,stat_13x13,15,0.789,0.6712671131481045,15,480,False,0.0
unsw->ton,44,martingala,15,0.789,0.7157201059381793,14,448,False,0.0
unsw->ton,44,stat_13x13_adaptive,15,0.789,0.7102086320124597,15,480,False,0.0
unsw->ton,44,statico,16,0.842,0.3737717092582309,0,0,False,0.0
unsw->ton,44,ogni_batch,16,0.842,0.7849327390024932,16,512,False,0.0
unsw->ton,44,su_innesco,16,0.842,0.3737717092582309,0,0,False,0.0
unsw->ton,44,oracolo,16,0.842,0.8091238382032931,16,512,False,0.0
unsw->ton,44,stat_13x13,16,0.842,0.6992198928870084,16,512,False,0.0
unsw->ton,44,martingala,16,0.842,0.791854915682265,15,480,False,0.0
unsw->ton,44,stat_13x13_adaptive,16,0.842,0.6885541113531801,16,512,False,0.0
unsw->ton,44,statico,17,0.895,0.34460831525948127,0,0,False,0.0
unsw->ton,44,ogni_batch,17,0.895,0.8163695275247083,17,544,False,0.0
unsw->ton,44,su_innesco,17,0.895,0.34460831525948127,0,0,False,0.0
unsw->ton,44,oracolo,17,0.895,0.7928633567518186,17,544,False,0.0
unsw->ton,44,stat_13x13,17,0.895,0.6729362096224781,17,544,False,0.0
unsw->ton,44,martingala,17,0.895,0.8137324257196257,16,512,False,0.0
unsw->ton,44,stat_13x13_adaptive,17,0.895,0.6861350961722146,17,544,False,0.0
unsw->ton,44,statico,18,0.947,0.3109776682220857,0,0,False,0.0
unsw->ton,44,ogni_batch,18,0.947,0.8573070402949228,18,576,False,0.0
unsw->ton,44,su_innesco,18,0.947,0.3109776682220857,0,0,False,0.0
unsw->ton,44,oracolo,18,0.947,0.8076981929741712,18,576,False,0.0
unsw->ton,44,stat_13x13,18,0.947,0.6300988293689667,18,576,False,0.0
unsw->ton,44,martingala,18,0.947,0.8768127423033218,17,544,False,0.0
unsw->ton,44,stat_13x13_adaptive,18,0.947,0.6774301393017492,18,576,False,0.0
unsw->ton,44,statico,19,1.0,0.28217424947451336,0,0,False,0.0
unsw->ton,44,ogni_batch,19,1.0,0.88016763474751,19,608,False,0.0
unsw->ton,44,su_innesco,19,1.0,0.28217424947451336,0,0,False,0.0
unsw->ton,44,oracolo,19,1.0,0.8723748226463643,19,608,False,0.0
unsw->ton,44,stat_13x13,19,1.0,0.6711707550235871,19,608,False,0.0
unsw->ton,44,martingala,19,1.0,0.8943264551938588,18,576,False,0.0
unsw->ton,44,stat_13x13_adaptive,19,1.0,0.6225198981824981,19,608,False,0.0
unsw->ton,45,statico,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,ogni_batch,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,su_innesco,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,oracolo,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,stat_13x13,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,martingala,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,stat_13x13_adaptive,0,0.0,0.8147907173838627,0,0,False,0.0
unsw->ton,45,statico,1,0.053,0.7926107316372271,0,0,False,0.0
unsw->ton,45,ogni_batch,1,0.053,0.7781736915002443,1,32,False,0.0
unsw->ton,45,su_innesco,1,0.053,0.7926107316372271,0,0,False,0.0
unsw->ton,45,oracolo,1,0.053,0.754872439124955,1,32,False,0.0
unsw->ton,45,stat_13x13,1,0.053,0.7862636145379837,1,32,False,0.0
unsw->ton,45,martingala,1,0.053,0.7926107316372271,0,0,False,0.0
unsw->ton,45,stat_13x13_adaptive,1,0.053,0.763302857135524,1,32,False,0.0
unsw->ton,45,statico,2,0.105,0.7668870315362142,0,0,False,0.0
unsw->ton,45,ogni_batch,2,0.105,0.7528975125185406,2,64,False,0.0
unsw->ton,45,su_innesco,2,0.105,0.7668870315362142,0,0,False,0.0
unsw->ton,45,oracolo,2,0.105,0.7631979122259738,2,64,False,0.0
unsw->ton,45,stat_13x13,2,0.105,0.7158696959226549,2,64,False,0.0
unsw->ton,45,martingala,2,0.105,0.7089587634684353,1,32,False,0.0
unsw->ton,45,stat_13x13_adaptive,2,0.105,0.7405692768690413,2,64,False,0.0
unsw->ton,45,statico,3,0.158,0.7379234948964347,0,0,False,0.0
unsw->ton,45,ogni_batch,3,0.158,0.7265221059640716,3,96,False,0.0
unsw->ton,45,su_innesco,3,0.158,0.7379234948964347,0,0,False,0.0
unsw->ton,45,oracolo,3,0.158,0.7281907775858585,3,96,False,0.0
unsw->ton,45,stat_13x13,3,0.158,0.6546220558816918,3,96,False,0.0
unsw->ton,45,martingala,3,0.158,0.6631137403570078,2,64,False,0.0
unsw->ton,45,stat_13x13_adaptive,3,0.158,0.6725776383596882,3,96,False,0.0
unsw->ton,45,statico,4,0.211,0.712560442763061,0,0,False,0.0
unsw->ton,45,ogni_batch,4,0.211,0.6979015027108256,4,128,False,0.0
unsw->ton,45,su_innesco,4,0.211,0.712560442763061,0,0,False,0.0
unsw->ton,45,oracolo,4,0.211,0.7087817728796728,4,128,False,0.0
unsw->ton,45,stat_13x13,4,0.211,0.6276896243683985,4,128,False,0.0
unsw->ton,45,martingala,4,0.211,0.6441912496343047,3,96,False,0.0
unsw->ton,45,stat_13x13_adaptive,4,0.211,0.6377495634708739,4,128,False,0.0
unsw->ton,45,statico,5,0.263,0.6803495672082864,0,0,False,0.0
unsw->ton,45,ogni_batch,5,0.263,0.66672983856563,5,160,False,0.0
unsw->ton,45,su_innesco,5,0.263,0.6803495672082864,0,0,False,0.0
unsw->ton,45,oracolo,5,0.263,0.6923764535478392,5,160,False,0.0
unsw->ton,45,stat_13x13,5,0.263,0.6602322184969801,5,160,False,0.0
unsw->ton,45,martingala,5,0.263,0.6431289176416848,4,128,False,0.0
unsw->ton,45,stat_13x13_adaptive,5,0.263,0.663266438493675,5,160,False,0.0
unsw->ton,45,statico,6,0.316,0.6489422106814279,0,0,False,0.0
unsw->ton,45,ogni_batch,6,0.316,0.6618338557679035,6,192,False,0.0
unsw->ton,45,su_innesco,6,0.316,0.6489422106814279,0,0,False,0.0
unsw->ton,45,oracolo,6,0.316,0.685610104142613,6,192,False,0.0
unsw->ton,45,stat_13x13,6,0.316,0.708773970607481,6,192,False,0.0
unsw->ton,45,martingala,6,0.316,0.6791413874774097,5,160,False,0.0
unsw->ton,45,stat_13x13_adaptive,6,0.316,0.7052385238810932,6,192,False,0.0
unsw->ton,45,statico,7,0.368,0.6233555937813164,0,0,False,0.0
unsw->ton,45,ogni_batch,7,0.368,0.6510324293410655,7,224,False,0.0
unsw->ton,45,su_innesco,7,0.368,0.6233555937813164,0,0,False,0.0
unsw->ton,45,oracolo,7,0.368,0.6760697309831166,7,224,False,0.0
unsw->ton,45,stat_13x13,7,0.368,0.636921551021377,7,224,False,0.0
unsw->ton,45,martingala,7,0.368,0.6544123401212494,6,192,False,0.0
unsw->ton,45,stat_13x13_adaptive,7,0.368,0.6327541147707456,7,224,False,0.0
unsw->ton,45,statico,8,0.421,0.5943719359806903,0,0,False,0.0
unsw->ton,45,ogni_batch,8,0.421,0.6283595074245494,8,256,False,0.0
unsw->ton,45,su_innesco,8,0.421,0.5943719359806903,0,0,False,0.0
unsw->ton,45,oracolo,8,0.421,0.6700971653903416,8,256,False,0.0
unsw->ton,45,stat_13x13,8,0.421,0.6238394279095862,8,256,False,0.0
unsw->ton,45,martingala,8,0.421,0.6518953093789399,7,224,False,0.0
unsw->ton,45,stat_13x13_adaptive,8,0.421,0.650640111648251,8,256,False,0.0
unsw->ton,45,statico,9,0.474,0.5626537320908073,0,0,False,0.0
unsw->ton,45,ogni_batch,9,0.474,0.6416646881145016,9,288,False,0.0
unsw->ton,45,su_innesco,9,0.474,0.5626537320908073,0,0,False,0.0
unsw->ton,45,oracolo,9,0.474,0.6469772713437522,9,288,False,0.0
unsw->ton,45,stat_13x13,9,0.474,0.659748419500516,9,288,False,0.0
unsw->ton,45,martingala,9,0.474,0.6401158384030643,8,256,False,0.0
unsw->ton,45,stat_13x13_adaptive,9,0.474,0.6516456422253211,9,288,False,0.0
unsw->ton,45,statico,10,0.526,0.5370010710158661,0,0,False,0.0
unsw->ton,45,ogni_batch,10,0.526,0.6537122047956065,10,320,False,0.0
unsw->ton,45,su_innesco,10,0.526,0.5370010710158661,0,0,False,0.0
unsw->ton,45,oracolo,10,0.526,0.6891166492520089,10,320,False,0.0
unsw->ton,45,stat_13x13,10,0.526,0.6769377594301957,10,320,False,0.0
unsw->ton,45,martingala,10,0.526,0.6515961172840206,9,288,False,0.0
unsw->ton,45,stat_13x13_adaptive,10,0.526,0.6785954750204238,10,320,False,0.0
unsw->ton,45,statico,11,0.579,0.5104428236119392,0,0,False,0.0
unsw->ton,45,ogni_batch,11,0.579,0.6563942837309156,11,352,False,0.0
unsw->ton,45,su_innesco,11,0.579,0.5104428236119392,0,0,False,0.0
unsw->ton,45,oracolo,11,0.579,0.6701740191324523,11,352,False,0.0
unsw->ton,45,stat_13x13,11,0.579,0.6888528817727742,11,352,False,0.0
unsw->ton,45,martingala,11,0.579,0.6627692234262188,10,320,False,0.0
unsw->ton,45,stat_13x13_adaptive,11,0.579,0.686667726943973,11,352,False,0.0
unsw->ton,45,statico,12,0.632,0.48544873218410645,0,0,False,0.0
unsw->ton,45,ogni_batch,12,0.632,0.7061374850286084,12,384,False,0.0
unsw->ton,45,su_innesco,12,0.632,0.48544873218410645,0,0,False,0.0
unsw->ton,45,oracolo,12,0.632,0.723417838379361,12,384,False,0.0
unsw->ton,45,stat_13x13,12,0.632,0.6868064980530927,12,384,False,0.0
unsw->ton,45,martingala,12,0.632,0.7172843002417675,11,352,False,0.0
unsw->ton,45,stat_13x13_adaptive,12,0.632,0.6875254857654102,12,384,False,0.0
unsw->ton,45,statico,13,0.684,0.45056947588978236,0,0,False,0.0
unsw->ton,45,ogni_batch,13,0.684,0.6454916723489419,13,416,False,0.0
unsw->ton,45,su_innesco,13,0.684,0.45056947588978236,0,0,False,0.0
unsw->ton,45,oracolo,13,0.684,0.7132568654982105,13,416,False,0.0
unsw->ton,45,stat_13x13,13,0.684,0.6876087652606703,13,416,False,0.0
unsw->ton,45,martingala,13,0.684,0.717926812260626,12,384,False,0.0
unsw->ton,45,stat_13x13_adaptive,13,0.684,0.6912371550235241,13,416,False,0.0
unsw->ton,45,statico,14,0.737,0.42414118860844136,0,0,False,0.0
unsw->ton,45,ogni_batch,14,0.737,0.7134316440838011,14,448,False,0.0
unsw->ton,45,su_innesco,14,0.737,0.42414118860844136,0,0,False,0.0
unsw->ton,45,oracolo,14,0.737,0.7740144615488214,14,448,False,0.0
unsw->ton,45,stat_13x13,14,0.737,0.6885153692189573,14,448,False,0.0
unsw->ton,45,martingala,14,0.737,0.7083525423649355,13,416,False,0.0
unsw->ton,45,stat_13x13_adaptive,14,0.737,0.6876592798632621,14,448,False,0.0
unsw->ton,45,statico,15,0.789,0.3917030647407895,0,0,False,0.0
unsw->ton,45,ogni_batch,15,0.789,0.7708108891700393,15,480,False,0.0
unsw->ton,45,su_innesco,15,0.789,0.3917030647407895,0,0,False,0.0
unsw->ton,45,oracolo,15,0.789,0.772405282131115,15,480,False,0.0
unsw->ton,45,stat_13x13,15,0.789,0.684351417647792,15,480,False,0.0
unsw->ton,45,martingala,15,0.789,0.7491131099661821,14,448,False,0.0
unsw->ton,45,stat_13x13_adaptive,15,0.789,0.6841298797169915,15,480,False,0.0
unsw->ton,45,statico,16,0.842,0.36850185793133194,0,0,False,0.0
unsw->ton,45,ogni_batch,16,0.842,0.7734066900575947,16,512,False,0.0
unsw->ton,45,su_innesco,16,0.842,0.36850185793133194,0,0,False,0.0
unsw->ton,45,oracolo,16,0.842,0.7935326684452215,16,512,False,0.0
unsw->ton,45,stat_13x13,16,0.842,0.6861070772666086,16,512,False,0.0
unsw->ton,45,martingala,16,0.842,0.7673055368950515,15,480,False,0.0
unsw->ton,45,stat_13x13_adaptive,16,0.842,0.6890199751195989,16,512,False,0.0
unsw->ton,45,statico,17,0.895,0.34060872919643903,0,0,False,0.0
unsw->ton,45,ogni_batch,17,0.895,0.8061097757398872,17,544,False,0.0
unsw->ton,45,su_innesco,17,0.895,0.34060872919643903,0,0,False,0.0
unsw->ton,45,oracolo,17,0.895,0.8333305848853738,17,544,False,0.0
unsw->ton,45,stat_13x13,17,0.895,0.6921573512269467,17,544,False,0.0
unsw->ton,45,martingala,17,0.895,0.8061097757398872,16,512,False,0.0
unsw->ton,45,stat_13x13_adaptive,17,0.895,0.6940728990847079,17,544,False,0.0
unsw->ton,45,statico,18,0.947,0.308240747664143,0,0,False,0.0
unsw->ton,45,ogni_batch,18,0.947,0.8254346453951373,18,576,False,0.0
unsw->ton,45,su_innesco,18,0.947,0.308240747664143,0,0,False,0.0
unsw->ton,45,oracolo,18,0.947,0.8724607671940035,18,576,False,0.0
unsw->ton,45,stat_13x13,18,0.947,0.697653461849141,18,576,False,0.0
unsw->ton,45,martingala,18,0.947,0.8254346453951373,17,544,False,0.0
unsw->ton,45,stat_13x13_adaptive,18,0.947,0.697605755173954,18,576,False,0.0
unsw->ton,45,statico,19,1.0,0.27590439835285707,0,0,False,0.0
unsw->ton,45,ogni_batch,19,1.0,0.8709183133558561,19,608,False,0.0
unsw->ton,45,su_innesco,19,1.0,0.27590439835285707,0,0,False,0.0
unsw->ton,45,oracolo,19,1.0,0.9378978773143737,19,608,False,0.0
unsw->ton,45,stat_13x13,19,1.0,0.6945408751566481,19,608,False,0.0
unsw->ton,45,martingala,19,1.0,0.8709183133558561,18,576,False,0.0
unsw->ton,45,stat_13x13_adaptive,19,1.0,0.6949310682629913,19,608,False,0.0
unsw->ton,46,statico,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,ogni_batch,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,su_innesco,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,oracolo,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,stat_13x13,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,martingala,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,stat_13x13_adaptive,0,0.0,0.8155551253424975,0,0,False,0.0
unsw->ton,46,statico,1,0.053,0.792490624416063,0,0,False,0.0
unsw->ton,46,ogni_batch,1,0.053,0.7633765573464164,1,32,False,0.0
unsw->ton,46,su_innesco,1,0.053,0.792490624416063,0,0,False,0.0
unsw->ton,46,oracolo,1,0.053,0.7708502991930262,1,32,False,0.0
unsw->ton,46,stat_13x13,1,0.053,0.7745475167196103,1,32,False,0.0
unsw->ton,46,martingala,1,0.053,0.792490624416063,0,0,False,0.0
unsw->ton,46,stat_13x13_adaptive,1,0.053,0.7724443657412035,1,32,False,0.0
unsw->ton,46,statico,2,0.105,0.7698882773350858,0,0,False,0.0
unsw->ton,46,ogni_batch,2,0.105,0.7227103699444125,2,64,False,0.0
unsw->ton,46,su_innesco,2,0.105,0.7698882773350858,0,0,False,0.0
unsw->ton,46,oracolo,2,0.105,0.7612286754839946,2,64,False,0.0
unsw->ton,46,stat_13x13,2,0.105,0.6035239190558339,2,64,False,0.0
unsw->ton,46,martingala,2,0.105,0.733430543005011,1,32,False,0.0
unsw->ton,46,stat_13x13_adaptive,2,0.105,0.723490237958323,2,64,False,0.0
unsw->ton,46,statico,3,0.158,0.7492184933379004,0,0,False,0.0
unsw->ton,46,ogni_batch,3,0.158,0.7141080264717632,3,96,False,0.0
unsw->ton,46,su_innesco,3,0.158,0.7492184933379004,0,0,False,0.0
unsw->ton,46,oracolo,3,0.158,0.711904932909997,3,96,False,0.0
unsw->ton,46,stat_13x13,3,0.158,0.7053222456086476,3,96,False,0.0
unsw->ton,46,martingala,3,0.158,0.7258218659674724,2,64,False,0.0
unsw->ton,46,stat_13x13_adaptive,3,0.158,0.7016579760022907,3,96,False,0.0
unsw->ton,46,statico,4,0.211,0.7189147554327916,0,0,False,0.0
unsw->ton,46,ogni_batch,4,0.211,0.6927929002546775,4,128,False,0.0
unsw->ton,46,su_innesco,4,0.211,0.7189147554327916,0,0,False,0.0
unsw->ton,46,oracolo,4,0.211,0.7038701613840759,4,128,False,0.0
unsw->ton,46,stat_13x13,4,0.211,0.6841985789184566,4,128,False,0.0
unsw->ton,46,martingala,4,0.211,0.6893854242517664,3,96,False,0.0
unsw->ton,46,stat_13x13_adaptive,4,0.211,0.688671937868367,4,128,False,0.0
unsw->ton,46,statico,5,0.263,0.6958491500069175,0,0,False,0.0
unsw->ton,46,ogni_batch,5,0.263,0.6607954021398266,5,160,False,0.0
unsw->ton,46,su_innesco,5,0.263,0.6958491500069175,0,0,False,0.0
unsw->ton,46,oracolo,5,0.263,0.7064501043396052,5,160,False,0.0
unsw->ton,46,stat_13x13,5,0.263,0.6682937304002952,5,160,False,0.0
unsw->ton,46,martingala,5,0.263,0.6694592643193138,4,128,False,0.0
unsw->ton,46,stat_13x13_adaptive,5,0.263,0.6808528537746725,5,160,False,0.0
unsw->ton,46,statico,6,0.316,0.6695954821225355,0,0,False,0.0
unsw->ton,46,ogni_batch,6,0.316,0.6338055434801324,6,192,False,0.0
unsw->ton,46,su_innesco,6,0.316,0.6695954821225355,0,0,False,0.0
unsw->ton,46,oracolo,6,0.316,0.6866028901309649,6,192,False,0.0
unsw->ton,46,stat_13x13,6,0.316,0.6429003290325811,6,192,False,0.0
unsw->ton,46,martingala,6,0.316,0.6334038221286353,5,160,False,0.0
unsw->ton,46,stat_13x13_adaptive,6,0.316,0.6467983682953831,6,192,False,0.0
unsw->ton,46,statico,7,0.368,0.6471752012599822,0,0,False,0.0
unsw->ton,46,ogni_batch,7,0.368,0.6242659726295662,7,224,False,0.0
unsw->ton,46,su_innesco,7,0.368,0.6471752012599822,0,0,False,0.0
unsw->ton,46,oracolo,7,0.368,0.6514993464535289,7,224,False,0.0
unsw->ton,46,stat_13x13,7,0.368,0.6705271325706315,7,224,False,0.0
unsw->ton,46,martingala,7,0.368,0.6415934987136913,6,192,False,0.0
unsw->ton,46,stat_13x13_adaptive,7,0.368,0.6587661827805515,7,224,False,0.0
unsw->ton,46,statico,8,0.421,0.6145875109417471,0,0,False,0.0
unsw->ton,46,ogni_batch,8,0.421,0.604984375981376,8,256,False,0.0
unsw->ton,46,su_innesco,8,0.421,0.6145875109417471,0,0,False,0.0
unsw->ton,46,oracolo,8,0.421,0.6292693675884302,8,256,False,0.0
unsw->ton,46,stat_13x13,8,0.421,0.6486062815634986,8,256,False,0.0
unsw->ton,46,martingala,8,0.421,0.6057839452533085,7,224,False,0.0
unsw->ton,46,stat_13x13_adaptive,8,0.421,0.6250767447383362,8,256,False,0.0
unsw->ton,46,statico,9,0.474,0.5961188942074117,0,0,False,0.0
unsw->ton,46,ogni_batch,9,0.474,0.5930731770342466,9,288,False,0.0
unsw->ton,46,su_innesco,9,0.474,0.5961188942074117,0,0,False,0.0
unsw->ton,46,oracolo,9,0.474,0.6354131914116623,9,288,False,0.0
unsw->ton,46,stat_13x13,9,0.474,0.6691816229842784,9,288,False,0.0
unsw->ton,46,martingala,9,0.474,0.5930731770342466,8,256,False,0.0
unsw->ton,46,stat_13x13_adaptive,9,0.474,0.6607312187263923,9,288,False,0.0
unsw->ton,46,statico,10,0.526,0.576434175151618,0,0,False,0.0
unsw->ton,46,ogni_batch,10,0.526,0.6115364643134806,10,320,False,0.0
unsw->ton,46,su_innesco,10,0.526,0.576434175151618,0,0,False,0.0
unsw->ton,46,oracolo,10,0.526,0.6378494712955078,10,320,False,0.0
unsw->ton,46,stat_13x13,10,0.526,0.6673750268878781,10,320,False,0.0
unsw->ton,46,martingala,10,0.526,0.6115364643134806,9,288,False,0.0
unsw->ton,46,stat_13x13_adaptive,10,0.526,0.6675535542702923,10,320,False,0.0
unsw->ton,46,statico,11,0.579,0.554779020439683,0,0,False,0.0
unsw->ton,46,ogni_batch,11,0.579,0.6007790951845451,11,352,False,0.0
unsw->ton,46,su_innesco,11,0.579,0.554779020439683,0,0,False,0.0
unsw->ton,46,oracolo,11,0.579,0.6116471867155555,11,352,False,0.0
unsw->ton,46,stat_13x13,11,0.579,0.6640587763031749,11,352,False,0.0
unsw->ton,46,martingala,11,0.579,0.6007790951845451,10,320,False,0.0
unsw->ton,46,stat_13x13_adaptive,11,0.579,0.6547484979882807,11,352,False,0.0
unsw->ton,46,statico,12,0.632,0.5337745894619255,0,0,False,0.0
unsw->ton,46,ogni_batch,12,0.632,0.6085901079278366,12,384,False,0.0
unsw->ton,46,su_innesco,12,0.632,0.5337745894619255,0,0,False,0.0
unsw->ton,46,oracolo,12,0.632,0.7140256039893005,12,384,False,0.0
unsw->ton,46,stat_13x13,12,0.632,0.6576158132588112,12,384,False,0.0
unsw->ton,46,martingala,12,0.632,0.6085901079278366,11,352,False,0.0
unsw->ton,46,stat_13x13_adaptive,12,0.632,0.6530249369801848,12,384,False,0.0
unsw->ton,46,statico,13,0.684,0.5098840614816512,0,0,False,0.0
unsw->ton,46,ogni_batch,13,0.684,0.7080922798375573,13,416,False,0.0
unsw->ton,46,su_innesco,13,0.684,0.5098840614816512,0,0,False,0.0
unsw->ton,46,oracolo,13,0.684,0.6935858871950334,13,416,False,0.0
unsw->ton,46,stat_13x13,13,0.684,0.6031702466374177,13,416,False,0.0
unsw->ton,46,martingala,13,0.684,0.7080922798375573,12,384,False,0.0
unsw->ton,46,stat_13x13_adaptive,13,0.684,0.5920916165922452,13,416,False,0.0
unsw->ton,46,statico,14,0.737,0.48611997409492674,0,0,False,0.0
unsw->ton,46,ogni_batch,14,0.737,0.7189321008682198,14,448,False,0.0
unsw->ton,46,su_innesco,14,0.737,0.48611997409492674,0,0,False,0.0
unsw->ton,46,oracolo,14,0.737,0.7063712731984026,14,448,False,0.0
unsw->ton,46,stat_13x13,14,0.737,0.7293748247704162,14,448,False,0.0
unsw->ton,46,martingala,14,0.737,0.7189321008682198,13,416,False,0.0
unsw->ton,46,stat_13x13_adaptive,14,0.737,0.738241814074097,14,448,False,0.0
unsw->ton,46,statico,15,0.789,0.46329133142554113,0,0,False,0.0
unsw->ton,46,ogni_batch,15,0.789,0.7411624880623322,15,480,False,0.0
unsw->ton,46,su_innesco,15,0.789,0.46329133142554113,0,0,False,0.0
unsw->ton,46,oracolo,15,0.789,0.7011795267375629,15,480,False,0.0
unsw->ton,46,stat_13x13,15,0.789,0.7264816138641959,15,480,False,0.0
unsw->ton,46,martingala,15,0.789,0.7411624880623322,14,448,False,0.0
unsw->ton,46,stat_13x13_adaptive,15,0.789,0.7408354953232898,15,480,False,0.0
unsw->ton,46,statico,16,0.842,0.44108200193847413,0,0,False,0.0
unsw->ton,46,ogni_batch,16,0.842,0.7183079309082825,16,512,False,0.0
unsw->ton,46,su_innesco,16,0.842,0.44108200193847413,0,0,False,0.0
unsw->ton,46,oracolo,16,0.842,0.7064784227986808,16,512,False,0.0
unsw->ton,46,stat_13x13,16,0.842,0.7329392533947688,16,512,False,0.0
unsw->ton,46,martingala,16,0.842,0.7183079309082825,15,480,False,0.0
unsw->ton,46,stat_13x13_adaptive,16,0.842,0.747834396643189,16,512,False,0.0
unsw->ton,46,statico,17,0.895,0.41692976967791273,0,0,False,0.0
unsw->ton,46,ogni_batch,17,0.895,0.7497054797084477,17,544,False,0.0
unsw->ton,46,su_innesco,17,0.895,0.41692976967791273,0,0,False,0.0
unsw->ton,46,oracolo,17,0.895,0.7189935507676511,17,544,False,0.0
unsw->ton,46,stat_13x13,17,0.895,0.6635129064861309,17,544,False,0.0
unsw->ton,46,martingala,17,0.895,0.7497054797084477,16,512,False,0.0
unsw->ton,46,stat_13x13_adaptive,17,0.895,0.7571716961053268,17,544,False,0.0
unsw->ton,46,statico,18,0.947,0.3883679503477866,0,0,False,0.0
unsw->ton,46,ogni_batch,18,0.947,0.7743684589015104,18,576,False,0.0
unsw->ton,46,su_innesco,18,0.947,0.3883679503477866,0,0,False,0.0
unsw->ton,46,oracolo,18,0.947,0.7256338605111329,18,576,False,0.0
unsw->ton,46,stat_13x13,18,0.947,0.7866102080549144,18,576,False,0.0
unsw->ton,46,martingala,18,0.947,0.7743684589015104,17,544,False,0.0
unsw->ton,46,stat_13x13_adaptive,18,0.947,0.7735497893218646,18,576,False,0.0
unsw->ton,46,statico,19,1.0,0.36754499981152955,0,0,False,0.0
unsw->ton,46,ogni_batch,19,1.0,0.8343937829864705,19,608,False,0.0
unsw->ton,46,su_innesco,19,1.0,0.36754499981152955,0,0,False,0.0
unsw->ton,46,oracolo,19,1.0,0.7451150871406027,19,608,False,0.0
unsw->ton,46,stat_13x13,19,1.0,0.8118586078885595,19,608,False,0.0
unsw->ton,46,martingala,19,1.0,0.8343937829864705,18,576,False,0.0
unsw->ton,46,stat_13x13_adaptive,19,1.0,0.8017851352545862,19,608,False,0.0
unsw->ton,47,statico,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,ogni_batch,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,su_innesco,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,oracolo,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,stat_13x13,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,martingala,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,stat_13x13_adaptive,0,0.0,0.820591305411503,0,0,False,0.0
unsw->ton,47,statico,1,0.053,0.7942608561174707,0,0,False,0.0
unsw->ton,47,ogni_batch,1,0.053,0.7613580666651446,1,32,False,0.0
unsw->ton,47,su_innesco,1,0.053,0.7942608561174707,0,0,False,0.0
unsw->ton,47,oracolo,1,0.053,0.7805088219098635,1,32,False,0.0
unsw->ton,47,stat_13x13,1,0.053,0.7571499195161162,1,32,False,0.0
