src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,non adattato,0.5317117882309145,237607,0.0,0.0,0.5589185288643072,0.8417260434246466,,
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,8 etichette,0.5404636950170111,237607,0.0,0.0,,,8.0,3.0
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.7450250988749987,237607,0.0,0.0,,,8.0,
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,32 etichette,0.7874296090121073,237607,0.0,0.0,,,32.0,4.0
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.9674246337284338,237607,0.0,0.0,,,32.0,
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,128 etichette,0.8034837151248095,237607,0.0,0.0,,,128.0,20.0
bot,cic,bot->cic,43,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.9847144440731387,237607,0.0,0.0,,,128.0,
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,non adattato,0.6518608940469315,211043,0.0,0.212525409513701,0.6065145850487137,0.7630814573333397,,
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,8 etichette,0.7790340195387827,211043,0.0,0.212525409513701,,,8.0,1.0
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.5222972640480654,211043,0.0,0.212525409513701,,,8.0,
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,32 etichette,0.7754052470843336,211043,0.0,0.212525409513701,,,32.0,9.0
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.8203890803561633,211043,0.0,0.212525409513701,,,32.0,
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,128 etichette,0.7784729251042819,211043,0.0,0.212525409513701,,,128.0,25.0
bot,ton,bot->ton,44,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.9252075316892945,211043,0.0,0.212525409513701,,,128.0,
bot,bot,bot->bot,44,minimo,ton+bot+cic (prof.),True,non adattato,0.9729647690333096,733705,0.0,0.0,0.9941006371519645,0.9998705201681874,,
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,non adattato,0.5319816731592523,237607,0.0,0.0,0.5879805144653921,0.8417260434246466,,
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,8 etichette,0.5636297854845584,237607,0.0,0.0,,,8.0,3.0
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.9041251439487242,237607,0.0,0.0,,,8.0,
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,32 etichette,0.8248295923795026,237607,0.0,0.0,,,32.0,3.0
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.7450342799705958,237607,0.0,0.0,,,32.0,
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,128 etichette,0.9240686240480387,237607,0.0,0.0,,,128.0,17.0
bot,cic,bot->cic,44,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.988363635991958,237607,0.0,0.0,,,128.0,
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,non adattato,0.5680115829312669,211043,0.0,0.29760285818529875,0.5786811317474215,0.7630814573333397,,
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,8 etichette,0.6796925156441975,211043,0.0,0.29760285818529875,,,8.0,1.0
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.6959837651756885,211043,0.0,0.29760285818529875,,,8.0,
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,32 etichette,0.734511710345167,211043,0.0,0.29760285818529875,,,32.0,6.0
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.9110247576765733,211043,0.0,0.29760285818529875,,,32.0,
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,128 etichette,0.8198925587833351,211043,0.0,0.29760285818529875,,,128.0,32.0
cic,ton,cic->ton,42,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.9174699185435398,211043,0.0,0.29760285818529875,,,128.0,
cic,bot,cic->bot,42,minimo,ton+bot+cic (prof.),False,non adattato,0.5330914727463312,200477,0.0,0.002134908243838445,0.5417313888888889,0.9976206746908622,,
cic,bot,cic->bot,42,minimo,ton+bot+cic (prof.),False,8 etichette,,200477,0.0,0.002134908243838445,,,8.0,0.0
cic,bot,cic->bot,42,minimo,ton+bot+cic (prof.),False,32 etichette,,200477,0.0,0.002134908243838445,,,32.0,0.0
cic,bot,cic->bot,42,minimo,ton+bot+cic (prof.),False,128 etichette,,200477,0.0,0.002134908243838445,,,128.0,0.0
cic,cic,cic->cic,42,minimo,ton+bot+cic (prof.),True,non adattato,0.9918875565311915,87522,0.0,0.0,0.9974571850892683,0.9140673202166313,,
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,non adattato,0.5100443774023087,211043,0.0,0.29760285818529875,0.6290453142328447,0.7630814573333397,,
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,8 etichette,0.756035844183446,211043,0.0,0.29760285818529875,,,8.0,2.0
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,rifit completo n=8,0.6722344431697125,211043,0.0,0.29760285818529875,,,8.0,
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,32 etichette,0.8188907309784055,211043,0.0,0.29760285818529875,,,32.0,7.0
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,rifit completo n=32,0.8248865652404991,211043,0.0,0.29760285818529875,,,32.0,
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,128 etichette,0.7338715241898792,211043,0.0,0.29760285818529875,,,128.0,20.0
cic,ton,cic->ton,43,minimo,ton+bot+cic (prof.),False,rifit completo n=128,0.8881258990687337,211043,0.0,0.29760285818529875,,,128.0,
