exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,ratio
bot->ton,42,statico,0,0.0,0.98585,0,0,100.0
bot->ton,42,ogni_batch_int,0,0.0,0.98585,0,0,100.0
bot->ton,42,martingala_int,0,0.0,0.98585,0,0,100.0
bot->ton,42,statico,1,0.053,0.9093522082658023,0,0,100.0
bot->ton,42,ogni_batch_int,1,0.053,0.9093522082658023,1,32,100.0
bot->ton,42,martingala_int,1,0.053,0.9093522082658023,0,0,100.0
bot->ton,42,statico,2,0.105,0.8678580592496126,0,0,100.0
bot->ton,42,ogni_batch_int,2,0.105,0.8678580592496126,2,64,100.0
bot->ton,42,martingala_int,2,0.105,0.8678580592496126,1,32,100.0
bot->ton,42,statico,3,0.158,0.8622407976421647,0,0,100.0
bot->ton,42,ogni_batch_int,3,0.158,0.8622407976421647,3,96,100.0
bot->ton,42,martingala_int,3,0.158,0.8622407976421647,2,64,100.0
bot->ton,42,statico,4,0.211,0.8462852521985242,0,0,100.0
bot->ton,42,ogni_batch_int,4,0.211,0.8462852521985242,4,128,100.0
bot->ton,42,martingala_int,4,0.211,0.8462852521985242,3,96,100.0
bot->ton,42,statico,5,0.263,0.8327551652544194,0,0,100.0
bot->ton,42,ogni_batch_int,5,0.263,0.9205576004673846,5,160,100.0
bot->ton,42,martingala_int,5,0.263,0.9112529187994737,4,128,100.0
bot->ton,42,statico,6,0.316,0.8244593026729901,0,0,100.0
bot->ton,42,ogni_batch_int,6,0.316,0.9350907791598984,6,192,100.0
bot->ton,42,martingala_int,6,0.316,0.9300728708347195,5,160,100.0
bot->ton,42,statico,7,0.368,0.8099722124208328,0,0,100.0
bot->ton,42,ogni_batch_int,7,0.368,0.8617919378123606,7,224,100.0
bot->ton,42,martingala_int,7,0.368,0.9370623622719854,6,192,100.0
bot->ton,42,statico,8,0.421,0.7947178090579179,0,0,100.0
bot->ton,42,ogni_batch_int,8,0.421,0.858523696442327,8,256,100.0
bot->ton,42,martingala_int,8,0.421,0.9355706357862095,7,224,100.0
bot->ton,42,statico,9,0.474,0.7776141831364458,0,0,100.0
bot->ton,42,ogni_batch_int,9,0.474,0.8594825614081396,9,288,100.0
bot->ton,42,martingala_int,9,0.474,0.9341216213258952,8,256,100.0
bot->ton,42,statico,10,0.526,0.7582193725274753,0,0,100.0
bot->ton,42,ogni_batch_int,10,0.526,0.9194179038953973,10,320,100.0
bot->ton,42,martingala_int,10,0.526,0.9261710137013015,9,288,100.0
bot->ton,42,statico,11,0.579,0.7415670572958162,0,0,100.0
bot->ton,42,ogni_batch_int,11,0.579,0.860333056150103,11,352,100.0
bot->ton,42,martingala_int,11,0.579,0.9293836858116622,10,320,100.0
bot->ton,42,statico,12,0.632,0.7329251765604123,0,0,100.0
bot->ton,42,ogni_batch_int,12,0.632,0.8642011834319526,12,384,100.0
bot->ton,42,martingala_int,12,0.632,0.864178278297385,11,352,100.0
bot->ton,42,statico,13,0.684,0.7074142801179357,0,0,100.0
bot->ton,42,ogni_batch_int,13,0.684,0.8585503391682646,13,416,100.0
bot->ton,42,martingala_int,13,0.684,0.8591509828288451,12,384,100.0
bot->ton,42,statico,14,0.737,0.6982975562757123,0,0,100.0
bot->ton,42,ogni_batch_int,14,0.737,0.8553912400813323,14,448,100.0
bot->ton,42,martingala_int,14,0.737,0.8557466776034179,13,416,100.0
bot->ton,42,statico,15,0.789,0.6807324405138633,0,0,100.0
bot->ton,42,ogni_batch_int,15,0.789,0.909255644227099,15,480,100.0
bot->ton,42,martingala_int,15,0.789,0.909255644227099,14,448,100.0
bot->ton,42,statico,16,0.842,0.6560208077424383,0,0,100.0
bot->ton,42,ogni_batch_int,16,0.842,0.9180635487334607,16,512,100.0
bot->ton,42,martingala_int,16,0.842,0.9180635487334607,15,480,100.0
bot->ton,42,statico,17,0.895,0.6358669377537303,0,0,100.0
bot->ton,42,ogni_batch_int,17,0.895,0.8451235194833577,17,544,100.0
bot->ton,42,martingala_int,17,0.895,0.8451235194833577,16,512,100.0
bot->ton,42,statico,18,0.947,0.6196706482038823,0,0,100.0
bot->ton,42,ogni_batch_int,18,0.947,0.8620722605199105,18,576,100.0
bot->ton,42,martingala_int,18,0.947,0.8620722605199105,17,544,100.0
bot->ton,42,statico,19,1.0,0.5964321562548717,0,0,100.0
bot->ton,42,ogni_batch_int,19,1.0,0.7659521452517348,19,608,100.0
bot->ton,42,martingala_int,19,1.0,0.7659521452517348,18,576,100.0
bot->ton,43,statico,0,0.0,0.98675,0,0,100.0
bot->ton,43,ogni_batch_int,0,0.0,0.98675,0,0,100.0
bot->ton,43,martingala_int,0,0.0,0.98675,0,0,100.0
bot->ton,43,statico,1,0.053,0.9488397797390459,0,0,100.0
bot->ton,43,ogni_batch_int,1,0.053,0.9488397797390459,1,32,100.0
bot->ton,43,martingala_int,1,0.053,0.9488397797390459,0,0,100.0
bot->ton,43,statico,2,0.105,0.9494267985768046,0,0,100.0
bot->ton,43,ogni_batch_int,2,0.105,0.7151702759013745,2,64,100.0
bot->ton,43,martingala_int,2,0.105,0.7379440219670454,1,32,100.0
bot->ton,43,statico,3,0.158,0.9274062322705728,0,0,100.0
bot->ton,43,ogni_batch_int,3,0.158,0.8799896471313507,3,96,100.0
bot->ton,43,martingala_int,3,0.158,0.8720259234937525,2,64,100.0
bot->ton,43,statico,4,0.211,0.922657894736842,0,0,100.0
bot->ton,43,ogni_batch_int,4,0.211,0.8768421052631579,4,128,100.0
bot->ton,43,martingala_int,4,0.211,0.8700263157894736,3,96,100.0
bot->ton,43,statico,5,0.263,0.9136580867889782,0,0,100.0
bot->ton,43,ogni_batch_int,5,0.263,0.8809916664147135,5,160,100.0
bot->ton,43,martingala_int,5,0.263,0.742779743987254,4,128,100.0
bot->ton,43,statico,6,0.316,0.9021065404614097,0,0,100.0
bot->ton,43,ogni_batch_int,6,0.316,0.8947685165775301,6,192,100.0
bot->ton,43,martingala_int,6,0.316,0.8789229838709827,5,160,100.0
bot->ton,43,statico,7,0.368,0.8907737431751503,0,0,100.0
bot->ton,43,ogni_batch_int,7,0.368,0.882670532883949,7,224,100.0
