exp,ratio,seed,batch,politica,bal_acc,norma_guadagni,bias,n_min,saltati
bot->ton,50.0,44,5,rls_guardia_prossimale,0.7660653287788215,4.526227396306419,0.9779258835289985,4.0,1.0
bot->ton,50.0,44,6,statico,0.8985074982643596,3.4641016151377544,0.0,,
bot->ton,50.0,44,6,rls,0.7962542660287967,5.002217254350939,0.4133815735583147,3.0,0.0
bot->ton,50.0,44,6,rls_guardia,0.8611318858241634,4.882409091439447,0.6935677312457275,3.0,1.0
bot->ton,50.0,44,6,rls_prossimale,0.6179317083511225,5.737883726472974,1.5016480703835635,3.0,0.0
bot->ton,50.0,44,6,rls_guardia_prossimale,0.7811788477901924,5.051015287547398,0.9596417731899838,3.0,1.0
bot->ton,50.0,44,7,statico,0.890661980722504,3.4641016151377544,0.0,,
bot->ton,50.0,44,7,rls,0.7959096527778912,4.89608932534983,0.5778973754498595,1.0,0.0
bot->ton,50.0,44,7,rls_guardia,0.8785670382494468,4.57190555200762,0.8331980293823386,1.0,1.0
bot->ton,50.0,44,7,rls_prossimale,0.6117412933793858,5.562923593578872,1.6582625896081078,1.0,0.0
bot->ton,50.0,44,7,rls_guardia_prossimale,0.7826649688589542,5.02830467266072,1.1540504492925323,1.0,1.0
bot->ton,50.0,44,8,statico,0.8778157746384649,3.4641016151377544,0.0,,
bot->ton,50.0,44,8,rls,0.7944117767439323,4.105181212491948,0.6778628473615507,1.0,0.0
bot->ton,50.0,44,8,rls_guardia,0.8770716781397302,4.327814380136202,1.0067271196023462,8.0,1.0
bot->ton,50.0,44,8,rls_prossimale,0.6193499435603325,5.698694797575367,1.594820413151278,15.0,0.0
bot->ton,50.0,44,8,rls_guardia_prossimale,0.7755092996094004,5.335879476403395,1.2495125369038222,13.0,1.0
bot->ton,50.0,44,9,statico,0.8628024692597549,3.4641016151377544,0.0,,
bot->ton,50.0,44,9,rls,0.7928961981977003,5.078821009619314,0.8699005629250862,3.0,0.0
bot->ton,50.0,44,9,rls_guardia,0.8915705093653574,4.670991553751832,0.6517305293557827,3.0,1.0
bot->ton,50.0,44,9,rls_prossimale,0.7380011141829218,6.611459413268223,2.095179946189563,3.0,0.0
bot->ton,50.0,44,9,rls_guardia_prossimale,0.74796956592981,6.518468128432063,0.927607816059252,3.0,1.0
bot->ton,50.0,44,10,statico,0.8432398212180561,3.4641016151377544,0.0,,
bot->ton,50.0,44,10,rls,0.7899885358035401,4.461620991122792,0.6541087935144876,3.0,0.0
bot->ton,50.0,44,10,rls_guardia,0.7913922756568686,4.230536115913361,0.5557859443681642,3.0,1.0
bot->ton,50.0,44,10,rls_prossimale,0.7328695829975059,5.857980858987672,1.924977642566439,3.0,0.0
bot->ton,50.0,44,10,rls_guardia_prossimale,0.788504078157293,5.452153949982897,0.7067508988580609,3.0,1.0
bot->ton,50.0,44,11,statico,0.8304814942222567,3.4641016151377544,0.0,,
bot->ton,50.0,44,11,rls,0.7833281019313578,4.376056409703553,0.7406258704660678,14.0,0.0
bot->ton,50.0,44,11,rls_guardia,0.7856578047386462,4.320319751487986,0.589672738258154,2.0,1.0
bot->ton,50.0,44,11,rls_prossimale,0.6274906604416329,5.821465546293442,1.845649926303236,13.0,0.0
bot->ton,50.0,44,11,rls_guardia_prossimale,0.7894011572887372,5.32623201494326,0.744212245492088,6.0,1.0
bot->ton,50.0,44,12,statico,0.8159680418876257,3.4641016151377544,0.0,,
bot->ton,50.0,44,12,rls,0.7902082387939293,4.49187639549227,0.7911261982995548,9.0,0.0
bot->ton,50.0,44,12,rls_guardia,0.7854107525997418,4.4613768002270255,1.2913788394758927,2.0,1.0
bot->ton,50.0,44,12,rls_prossimale,0.7143088478112629,6.0864500777640025,1.772650449939638,11.0,0.0
bot->ton,50.0,44,12,rls_guardia_prossimale,0.7781902673733441,5.722744409841566,0.851527001676371,14.0,1.0
bot->ton,50.0,44,13,statico,0.7974741450200453,3.4641016151377544,0.0,,
bot->ton,50.0,44,13,rls,0.7834945975066985,4.575868446897442,0.8549346511506666,4.0,0.0
