exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette
bot->ton,46,statico,12,0.632,0.8441520287183335,0,0
bot->ton,46,ogni_batch_int,12,0.632,0.8685781549244509,12,384
bot->ton,46,martingala_int,12,0.632,0.8821767530365356,10,320
bot->ton,46,statico,13,0.684,0.8325153138123951,0,0
bot->ton,46,ogni_batch_int,13,0.684,0.864739861682378,13,416
bot->ton,46,martingala_int,13,0.684,0.8639231390249972,11,352
bot->ton,46,statico,14,0.737,0.8147134456433243,0,0
bot->ton,46,ogni_batch_int,14,0.737,0.9340870934167378,14,448
bot->ton,46,martingala_int,14,0.737,0.9307465598309597,12,384
bot->ton,46,statico,15,0.789,0.8016083812524086,0,0
bot->ton,46,ogni_batch_int,15,0.789,0.936611772189603,15,480
bot->ton,46,martingala_int,15,0.789,0.9342983620847785,13,416
bot->ton,46,statico,16,0.842,0.7917830516547524,0,0
bot->ton,46,ogni_batch_int,16,0.842,0.937992197496579,16,512
bot->ton,46,martingala_int,16,0.842,0.7727139936465905,14,448
bot->ton,46,statico,17,0.895,0.7740591440405693,0,0
bot->ton,46,ogni_batch_int,17,0.895,0.9063013837118815,17,544
bot->ton,46,martingala_int,17,0.895,0.7753785416038392,15,480
bot->ton,46,statico,18,0.947,0.7598933455353402,0,0
bot->ton,46,ogni_batch_int,18,0.947,0.929973735272083,18,576
bot->ton,46,martingala_int,18,0.947,0.7676858223195856,16,512
bot->ton,46,statico,19,1.0,0.7454432676824911,0,0
bot->ton,46,ogni_batch_int,19,1.0,0.9281121775916237,19,608
bot->ton,46,martingala_int,19,1.0,0.8408634357988134,17,544
bot->ton,47,statico,0,0.0,0.97445,0,0
bot->ton,47,ogni_batch_int,0,0.0,0.97445,0,0
bot->ton,47,martingala_int,0,0.0,0.97445,0,0
bot->ton,47,statico,1,0.053,0.9573048988686015,0,0
bot->ton,47,ogni_batch_int,1,0.053,0.9573048988686015,1,32
bot->ton,47,martingala_int,1,0.053,0.9573048988686015,0,0
bot->ton,47,statico,2,0.105,0.9403740050568064,0,0
bot->ton,47,ogni_batch_int,2,0.105,0.9403740050568064,2,64
bot->ton,47,martingala_int,2,0.105,0.9403740050568064,1,32
bot->ton,47,statico,3,0.158,0.9295072931313844,0,0
bot->ton,47,ogni_batch_int,3,0.158,0.7915479587401741,3,96
bot->ton,47,martingala_int,3,0.158,0.7788979509475615,2,64
bot->ton,47,statico,4,0.211,0.9135430853877455,0,0
bot->ton,47,ogni_batch_int,4,0.211,0.7818717469202906,4,128
bot->ton,47,martingala_int,4,0.211,0.795368044882608,3,96
bot->ton,47,statico,5,0.263,0.9033874948580831,0,0
bot->ton,47,ogni_batch_int,5,0.263,0.8001768819415878,5,160
bot->ton,47,martingala_int,5,0.263,0.8041053064582476,4,128
bot->ton,47,statico,6,0.316,0.8903119730878476,0,0
bot->ton,47,ogni_batch_int,6,0.316,0.7883137170935794,6,192
bot->ton,47,martingala_int,6,0.316,0.7928796086351233,5,160
bot->ton,47,statico,7,0.368,0.87734111204891,0,0
bot->ton,47,ogni_batch_int,7,0.368,0.8578758304158762,7,224
bot->ton,47,martingala_int,7,0.368,0.8499435941567608,6,192
bot->ton,47,statico,8,0.421,0.8678138989174623,0,0
bot->ton,47,ogni_batch_int,8,0.421,0.8567382418974152,8,256
bot->ton,47,martingala_int,8,0.421,0.8485414936223756,7,224
bot->ton,47,statico,9,0.474,0.8498643042636694,0,0
bot->ton,47,ogni_batch_int,9,0.474,0.8422643256290712,9,288
bot->ton,47,martingala_int,9,0.474,0.8375706775121516,8,256
bot->ton,47,statico,10,0.526,0.8349844072762562,0,0
bot->ton,47,ogni_batch_int,10,0.526,0.8393674339884811,10,320
bot->ton,47,martingala_int,10,0.526,0.8420504388192365,9,288
bot->ton,47,statico,11,0.579,0.8267637809783475,0,0
bot->ton,47,ogni_batch_int,11,0.579,0.9374677821045505,11,352
bot->ton,47,martingala_int,11,0.579,0.840371377880461,10,320
bot->ton,47,statico,12,0.632,0.8073488709095482,0,0
bot->ton,47,ogni_batch_int,12,0.632,0.8418213606971088,12,384
bot->ton,47,martingala_int,12,0.632,0.8443896926103729,11,352
bot->ton,47,statico,13,0.684,0.7852310422336335,0,0
bot->ton,47,ogni_batch_int,13,0.684,0.9320624236416865,13,416
bot->ton,47,martingala_int,13,0.684,0.9386381315394695,12,384
bot->ton,47,statico,14,0.737,0.7709367481415688,0,0
bot->ton,47,ogni_batch_int,14,0.737,0.9292030733382944,14,448
bot->ton,47,martingala_int,14,0.737,0.9334312498592909,13,416
bot->ton,47,statico,15,0.789,0.7546831126952831,0,0
bot->ton,47,ogni_batch_int,15,0.789,0.9281750753081085,15,480
bot->ton,47,martingala_int,15,0.789,0.9299601106359133,14,448
bot->ton,47,statico,16,0.842,0.7387123186405469,0,0
bot->ton,47,ogni_batch_int,16,0.842,0.9266418849686291,16,512
bot->ton,47,martingala_int,16,0.842,0.9271421976640637,15,480
bot->ton,47,statico,17,0.895,0.7204847367648657,0,0
bot->ton,47,ogni_batch_int,17,0.895,0.9231595645946373,17,544
bot->ton,47,martingala_int,17,0.895,0.9248459291971856,16,512
bot->ton,47,statico,18,0.947,0.6999972120848641,0,0
bot->ton,47,ogni_batch_int,18,0.947,0.9208787224942405,18,576
bot->ton,47,martingala_int,18,0.947,0.9193842654323219,17,544
bot->ton,47,statico,19,1.0,0.680401772262111,0,0
bot->ton,47,ogni_batch_int,19,1.0,0.9209000574214112,19,608
bot->ton,47,martingala_int,19,1.0,0.9165422907270422,18,576
bot->ton,48,statico,0,0.0,0.97465,0,0
bot->ton,48,ogni_batch_int,0,0.0,0.97465,0,0
bot->ton,48,martingala_int,0,0.0,0.97465,0,0
bot->ton,48,statico,1,0.053,0.9519340934896181,0,0
bot->ton,48,ogni_batch_int,1,0.053,0.9519340934896181,1,32
bot->ton,48,martingala_int,1,0.053,0.9519340934896181,0,0
bot->ton,48,statico,2,0.105,0.9525777668995594,0,0
bot->ton,48,ogni_batch_int,2,0.105,0.9525777668995594,2,64
bot->ton,48,martingala_int,2,0.105,0.9525777668995594,0,0
bot->ton,48,statico,3,0.158,0.9326359352461462,0,0
bot->ton,48,ogni_batch_int,3,0.158,0.9326359352461462,3,96
bot->ton,48,martingala_int,3,0.158,0.9326359352461462,1,32
bot->ton,48,statico,4,0.211,0.919802974511023,0,0
bot->ton,48,ogni_batch_int,4,0.211,0.919802974511023,4,128
bot->ton,48,martingala_int,4,0.211,0.919802974511023,2,64
bot->ton,48,statico,5,0.263,0.9096926776755342,0,0
bot->ton,48,ogni_batch_int,5,0.263,0.7855666159050116,5,160
bot->ton,48,martingala_int,5,0.263,0.7857715045393248,3,96
bot->ton,48,statico,6,0.316,0.8917387898630669,0,0
bot->ton,48,ogni_batch_int,6,0.316,0.7689887038677401,6,192
bot->ton,48,martingala_int,6,0.316,0.7557486910590406,4,128
bot->ton,48,statico,7,0.368,0.8807548202334441,0,0
bot->ton,48,ogni_batch_int,7,0.368,0.7942879647576437,7,224
bot->ton,48,martingala_int,7,0.368,0.8110038459335356,5,160
bot->ton,48,statico,8,0.421,0.8700574750309069,0,0
bot->ton,48,ogni_batch_int,8,0.421,0.806467398075045,8,256
bot->ton,48,martingala_int,8,0.421,0.8207564898639539,6,192
bot->ton,48,statico,9,0.474,0.8528365680672103,0,0
bot->ton,48,ogni_batch_int,9,0.474,0.8132729384239434,9,288
bot->ton,48,martingala_int,9,0.474,0.8128825421224113,7,224
bot->ton,48,statico,10,0.526,0.835511183218515,0,0
bot->ton,48,ogni_batch_int,10,0.526,0.8023307676253019,10,320
bot->ton,48,martingala_int,10,0.526,0.8008553127787099,8,256
bot->ton,48,statico,11,0.579,0.8191510248310547,0,0
bot->ton,48,ogni_batch_int,11,0.579,0.8231394376438347,11,352
bot->ton,48,martingala_int,11,0.579,0.7993092250513524,9,288
bot->ton,48,statico,12,0.632,0.810828613173682,0,0
bot->ton,48,ogni_batch_int,12,0.632,0.9249932896071755,12,384
bot->ton,48,martingala_int,12,0.632,0.8488491131083629,10,320
bot->ton,48,statico,13,0.684,0.794542175018939,0,0
bot->ton,48,ogni_batch_int,13,0.684,0.8377127201318708,13,416
bot->ton,48,martingala_int,13,0.684,0.8400395502732705,11,352
bot->ton,48,statico,14,0.737,0.7835807179582015,0,0
bot->ton,48,ogni_batch_int,14,0.737,0.8439265429906452,14,448
bot->ton,48,martingala_int,14,0.737,0.8394166404044012,12,384
bot->ton,48,statico,15,0.789,0.7689983893604038,0,0
bot->ton,48,ogni_batch_int,15,0.789,0.9369002030444762,15,480
bot->ton,48,martingala_int,15,0.789,0.7719447837437168,13,416
bot->ton,48,statico,16,0.842,0.7469128216355498,0,0
bot->ton,48,ogni_batch_int,16,0.842,0.8420900849761611,16,512
bot->ton,48,martingala_int,16,0.842,0.7708559982366472,14,448
bot->ton,48,statico,17,0.895,0.7319913773342231,0,0
bot->ton,48,ogni_batch_int,17,0.895,0.9305071405745207,17,544
bot->ton,48,martingala_int,17,0.895,0.8599390451154225,15,480
bot->ton,48,statico,18,0.947,0.7113185414754921,0,0
bot->ton,48,ogni_batch_int,18,0.947,0.8592004720928488,18,576
bot->ton,48,martingala_int,18,0.947,0.8630135741122288,16,512
bot->ton,48,statico,19,1.0,0.6947272240486152,0,0
bot->ton,48,ogni_batch_int,19,1.0,0.8609020098625224,19,608
bot->ton,48,martingala_int,19,1.0,0.8662090751572595,17,544
bot->ton,49,statico,0,0.0,0.98665,0,0
bot->ton,49,ogni_batch_int,0,0.0,0.98665,0,0
bot->ton,49,martingala_int,0,0.0,0.98665,0,0
bot->ton,49,statico,1,0.053,0.9495730989602287,0,0
bot->ton,49,ogni_batch_int,1,0.053,0.9495730989602287,1,32
bot->ton,49,martingala_int,1,0.053,0.9495730989602287,0,0
bot->ton,49,statico,2,0.105,0.9484046754067288,0,0
bot->ton,49,ogni_batch_int,2,0.105,0.9484046754067288,2,64
bot->ton,49,martingala_int,2,0.105,0.9484046754067288,1,32
bot->ton,49,statico,3,0.158,0.9308038773250356,0,0
bot->ton,49,ogni_batch_int,3,0.158,0.9308038773250356,3,96
bot->ton,49,martingala_int,3,0.158,0.9308038773250356,2,64
bot->ton,49,statico,4,0.211,0.9225874230737883,0,0
bot->ton,49,ogni_batch_int,4,0.211,0.9225874230737883,4,128
bot->ton,49,martingala_int,4,0.211,0.9225874230737883,3,96
bot->ton,49,statico,5,0.263,0.9099568653992309,0,0
bot->ton,49,ogni_batch_int,5,0.263,0.7832557946439356,5,160
bot->ton,49,martingala_int,5,0.263,0.7851041110401104,4,128
bot->ton,49,statico,6,0.316,0.8948486260853035,0,0
bot->ton,49,ogni_batch_int,6,0.316,0.7829458963206275,6,192
bot->ton,49,martingala_int,6,0.316,0.7836201869668676,5,160
bot->ton,49,statico,7,0.368,0.8810142810035267,0,0
bot->ton,49,ogni_batch_int,7,0.368,0.8732156766530128,7,224
bot->ton,49,martingala_int,7,0.368,0.8852453878137695,6,192
bot->ton,49,statico,8,0.421,0.8728760311837145,0,0
bot->ton,49,ogni_batch_int,8,0.421,0.8813105124737624,8,256
bot->ton,49,martingala_int,8,0.421,0.8894040083075452,7,224
bot->ton,49,statico,9,0.474,0.8600370092059573,0,0
bot->ton,49,ogni_batch_int,9,0.474,0.8772247128085016,9,288
bot->ton,49,martingala_int,9,0.474,0.8549252718788316,8,256
bot->ton,49,statico,10,0.526,0.8416247266205739,0,0
bot->ton,49,ogni_batch_int,10,0.526,0.938599867448427,10,320
bot->ton,49,martingala_int,10,0.526,0.8424287242599326,9,288
bot->ton,49,statico,11,0.579,0.8274377762715309,0,0
bot->ton,49,ogni_batch_int,11,0.579,0.9371002644679545,11,352
bot->ton,49,martingala_int,11,0.579,0.865169900314263,10,320
bot->ton,49,statico,12,0.632,0.80933763563288,0,0
bot->ton,49,ogni_batch_int,12,0.632,0.869129181080526,12,384
bot->ton,49,martingala_int,12,0.632,0.8392901838677507,11,352
bot->ton,49,statico,13,0.684,0.7909378457897347,0,0
bot->ton,49,ogni_batch_int,13,0.684,0.8620488292160204,13,416
bot->ton,49,martingala_int,13,0.684,0.8580939597535937,12,384
bot->ton,49,statico,14,0.737,0.7814902922328083,0,0
bot->ton,49,ogni_batch_int,14,0.737,0.8701075794817739,14,448
bot->ton,49,martingala_int,14,0.737,0.8634965856200076,13,416
bot->ton,49,statico,15,0.789,0.7588787363647507,0,0
bot->ton,49,ogni_batch_int,15,0.789,0.8625429964291083,15,480
bot->ton,49,martingala_int,15,0.789,0.8654709750441176,14,448
bot->ton,49,statico,16,0.842,0.7411896038246735,0,0
bot->ton,49,ogni_batch_int,16,0.842,0.8524370007642175,16,512
bot->ton,49,martingala_int,16,0.842,0.9090949662872582,15,480
bot->ton,49,statico,17,0.895,0.7272929065417926,0,0
bot->ton,49,ogni_batch_int,17,0.895,0.9141241529529245,17,544
bot->ton,49,martingala_int,17,0.895,0.9148970486335222,16,512
bot->ton,49,statico,18,0.947,0.7035624645777669,0,0
bot->ton,49,ogni_batch_int,18,0.947,0.9160708534621578,18,576
bot->ton,49,martingala_int,18,0.947,0.9082789517717864,17,544
bot->ton,49,statico,19,1.0,0.6857463548021887,0,0
bot->ton,49,ogni_batch_int,19,1.0,0.9090539116896845,19,608
bot->ton,49,martingala_int,19,1.0,0.90720570039481,18,576
bot->ton,50,statico,0,0.0,0.97755,0,0
bot->ton,50,ogni_batch_int,0,0.0,0.97755,0,0
bot->ton,50,martingala_int,0,0.0,0.97755,0,0
bot->ton,50,statico,1,0.053,0.9569122976842809,0,0
bot->ton,50,ogni_batch_int,1,0.053,0.9569122976842809,1,32
bot->ton,50,martingala_int,1,0.053,0.9569122976842809,0,0
bot->ton,50,statico,2,0.105,0.9468460068679204,0,0
bot->ton,50,ogni_batch_int,2,0.105,0.7439282304912673,2,64
bot->ton,50,martingala_int,2,0.105,0.9468460068679204,0,0
bot->ton,50,statico,3,0.158,0.9293835617602035,0,0
bot->ton,50,ogni_batch_int,3,0.158,0.8131279615216679,3,96
bot->ton,50,martingala_int,3,0.158,0.6808654906378113,1,32
bot->ton,50,statico,4,0.211,0.9238205042103446,0,0
bot->ton,50,ogni_batch_int,4,0.211,0.8075878517864449,4,128
bot->ton,50,martingala_int,4,0.211,0.8645003907486084,2,64
bot->ton,50,statico,5,0.263,0.9150631039206729,0,0
bot->ton,50,ogni_batch_int,5,0.263,0.8930984726466777,5,160
bot->ton,50,martingala_int,5,0.263,0.9550024365799248,3,96
bot->ton,50,statico,6,0.316,0.902054054054054,0,0
bot->ton,50,ogni_batch_int,6,0.316,0.9019459459459459,6,192
bot->ton,50,martingala_int,6,0.316,0.9458828828828829,4,128
bot->ton,50,statico,7,0.368,0.895991890205864,0,0
bot->ton,50,ogni_batch_int,7,0.368,0.8879691723851113,7,224
bot->ton,50,martingala_int,7,0.368,0.7897717820752755,5,160
bot->ton,50,statico,8,0.421,0.8858047735961165,0,0
bot->ton,50,ogni_batch_int,8,0.421,0.7930150562226034,8,256
bot->ton,50,martingala_int,8,0.421,0.8872680747542012,6,192
bot->ton,50,statico,9,0.474,0.871394094121736,0,0
bot->ton,50,ogni_batch_int,9,0.474,0.797274482659946,9,288
bot->ton,50,martingala_int,9,0.474,0.796094641933399,7,224
bot->ton,50,statico,10,0.526,0.8563937503274495,0,0
bot->ton,50,ogni_batch_int,10,0.526,0.8733106453545452,10,320
bot->ton,50,martingala_int,10,0.526,0.7912659254349099,8,256
bot->ton,50,statico,11,0.579,0.8487323263241239,0,0
bot->ton,50,ogni_batch_int,11,0.579,0.7728118577259516,11,352
bot->ton,50,martingala_int,11,0.579,0.7478020578226852,9,288
bot->ton,50,statico,12,0.632,0.8361278734490115,0,0
bot->ton,50,ogni_batch_int,12,0.632,0.7885549905624925,12,384
bot->ton,50,martingala_int,12,0.632,0.7721205604759587,10,320
bot->ton,50,statico,13,0.684,0.8219589762660556,0,0
bot->ton,50,ogni_batch_int,13,0.684,0.7858648327516043,13,416
bot->ton,50,martingala_int,13,0.684,0.7783543339961296,11,352
bot->ton,50,statico,14,0.737,0.8125759761938696,0,0
bot->ton,50,ogni_batch_int,14,0.737,0.7781674353871756,14,448
bot->ton,50,martingala_int,14,0.737,0.7661126111447204,12,384
bot->ton,50,statico,15,0.789,0.7998008596402194,0,0
bot->ton,50,ogni_batch_int,15,0.789,0.7722252880099074,15,480
bot->ton,50,martingala_int,15,0.789,0.8556810180212824,13,416
bot->ton,50,statico,16,0.842,0.7852305923126445,0,0
bot->ton,50,ogni_batch_int,16,0.842,0.7675983745169259,16,512
bot->ton,50,martingala_int,16,0.842,0.8437599832928608,14,448
bot->ton,50,statico,17,0.895,0.7705512999178945,0,0
bot->ton,50,ogni_batch_int,17,0.895,0.7702154182812366,17,544
bot->ton,50,martingala_int,17,0.895,0.8583686080663655,15,480
bot->ton,50,statico,18,0.947,0.7507748118192785,0,0
bot->ton,50,ogni_batch_int,18,0.947,0.9221649703498547,18,576
bot->ton,50,martingala_int,18,0.947,0.8628939901109545,16,512
bot->ton,50,statico,19,1.0,0.7410017304582142,0,0
bot->ton,50,ogni_batch_int,19,1.0,0.9249089892347866,19,608
bot->ton,50,martingala_int,19,1.0,0.918934832106864,17,544
bot->ton,51,statico,0,0.0,0.97515,0,0
bot->ton,51,ogni_batch_int,0,0.0,0.97515,0,0
bot->ton,51,martingala_int,0,0.0,0.97515,0,0
bot->ton,51,statico,1,0.053,0.9222936637830255,0,0
bot->ton,51,ogni_batch_int,1,0.053,0.9222936637830255,1,32
bot->ton,51,martingala_int,1,0.053,0.9222936637830255,0,0
bot->ton,51,statico,2,0.105,0.8941456357365787,0,0
bot->ton,51,ogni_batch_int,2,0.105,0.8963866082242258,2,64
bot->ton,51,martingala_int,2,0.105,0.7889681777663493,1,32
bot->ton,51,statico,3,0.158,0.8918244598661083,0,0
bot->ton,51,ogni_batch_int,3,0.158,0.789608106641402,3,96
bot->ton,51,martingala_int,3,0.158,0.8897798415730382,2,64
bot->ton,51,statico,4,0.211,0.8774635639910476,0,0
bot->ton,51,ogni_batch_int,4,0.211,0.8075392974584827,4,128
bot->ton,51,martingala_int,4,0.211,0.8767545531096819,3,96
bot->ton,51,statico,5,0.263,0.8636093665076587,0,0
bot->ton,51,ogni_batch_int,5,0.263,0.8698039440565305,5,160
bot->ton,51,martingala_int,5,0.263,0.8958466437167654,4,128
bot->ton,51,statico,6,0.316,0.8459078864240956,0,0
bot->ton,51,ogni_batch_int,6,0.316,0.8874699464640985,6,192
bot->ton,51,martingala_int,6,0.316,0.9001359114208247,5,160
bot->ton,51,statico,7,0.368,0.8378096599672544,0,0
bot->ton,51,ogni_batch_int,7,0.368,0.8832973941896243,7,224
bot->ton,51,martingala_int,7,0.368,0.8884759430194022,6,192
bot->ton,51,statico,8,0.421,0.8190960665168001,0,0
bot->ton,51,ogni_batch_int,8,0.421,0.8884001320827475,8,256
bot->ton,51,martingala_int,8,0.421,0.7805848526647337,7,224
bot->ton,51,statico,9,0.474,0.803198331827021,0,0
bot->ton,51,ogni_batch_int,9,0.474,0.8871916458892752,9,288
bot->ton,51,martingala_int,9,0.474,0.8888796750884143,8,256
bot->ton,51,statico,10,0.526,0.7830762712443535,0,0
bot->ton,51,ogni_batch_int,10,0.526,0.954251832008729,10,320
bot->ton,51,martingala_int,10,0.526,0.9477441862054355,9,288
bot->ton,51,statico,11,0.579,0.7679161092499843,0,0
bot->ton,51,ogni_batch_int,11,0.579,0.9473645791558492,11,352
bot->ton,51,martingala_int,11,0.579,0.9460965923120555,10,320
bot->ton,51,statico,12,0.632,0.7587678508569773,0,0
bot->ton,51,ogni_batch_int,12,0.632,0.9399196991001398,12,384
bot->ton,51,martingala_int,12,0.632,0.9244876903718657,11,352
bot->ton,51,statico,13,0.684,0.7425424660882316,0,0
bot->ton,51,ogni_batch_int,13,0.684,0.9305317336515444,13,416
bot->ton,51,martingala_int,13,0.684,0.9257370013873814,12,384
bot->ton,51,statico,14,0.737,0.7204947631403313,0,0
bot->ton,51,ogni_batch_int,14,0.737,0.9407437605906103,14,448
bot->ton,51,martingala_int,14,0.737,0.9370859483442481,13,416
bot->ton,51,statico,15,0.789,0.7051838645384776,0,0
bot->ton,51,ogni_batch_int,15,0.789,0.937189661767575,15,480
bot->ton,51,martingala_int,15,0.789,0.937189661767575,14,448
bot->ton,51,statico,16,0.842,0.6851878712479791,0,0
bot->ton,51,ogni_batch_int,16,0.842,0.9270948202062821,16,512
bot->ton,51,martingala_int,16,0.842,0.9270948202062821,15,480
bot->ton,51,statico,17,0.895,0.6590593434343435,0,0
bot->ton,51,ogni_batch_int,17,0.895,0.9214257964257964,17,544
bot->ton,51,martingala_int,17,0.895,0.9214257964257964,16,512
bot->ton,51,statico,18,0.947,0.6470068666969004,0,0
bot->ton,51,ogni_batch_int,18,0.947,0.9246066283925686,18,576
bot->ton,51,martingala_int,18,0.947,0.9246066283925686,17,544
bot->ton,51,statico,19,1.0,0.6183037106615171,0,0
bot->ton,51,ogni_batch_int,19,1.0,0.9235657415504013,19,608
bot->ton,51,martingala_int,19,1.0,0.9235657415504013,18,576
ton->unsw,42,statico,0,0.0,0.9076608927233494,0,0
ton->unsw,42,ogni_batch_int,0,0.0,0.9076608927233494,0,0
ton->unsw,42,martingala_int,0,0.0,0.9076608927233494,0,0
ton->unsw,42,statico,1,0.053,0.8795934427334112,0,0
ton->unsw,42,ogni_batch_int,1,0.053,0.9058762387503008,1,32
ton->unsw,42,martingala_int,1,0.053,0.8795934427334112,0,0
ton->unsw,42,statico,2,0.105,0.8410341897354238,0,0
ton->unsw,42,ogni_batch_int,2,0.105,0.8681387034541891,2,64
ton->unsw,42,martingala_int,2,0.105,0.8410341897354238,0,0
ton->unsw,42,statico,3,0.158,0.8009493127816294,0,0
ton->unsw,42,ogni_batch_int,3,0.158,0.8380830081799412,3,96
ton->unsw,42,martingala_int,3,0.158,0.8009493127816294,0,0
ton->unsw,42,statico,4,0.211,0.7674694146060059,0,0
ton->unsw,42,ogni_batch_int,4,0.211,0.8041797336853985,4,128
ton->unsw,42,martingala_int,4,0.211,0.7674694146060059,0,0
ton->unsw,42,statico,5,0.263,0.7274680597474157,0,0
ton->unsw,42,ogni_batch_int,5,0.263,0.7536028232583099,5,160
ton->unsw,42,martingala_int,5,0.263,0.7274680597474157,0,0
ton->unsw,42,statico,6,0.316,0.7070746751145314,0,0
ton->unsw,42,ogni_batch_int,6,0.316,0.7423493426677055,6,192
ton->unsw,42,martingala_int,6,0.316,0.7070746751145314,0,0
ton->unsw,42,statico,7,0.368,0.6655748515960748,0,0
ton->unsw,42,ogni_batch_int,7,0.368,0.7044773547295118,7,224
ton->unsw,42,martingala_int,7,0.368,0.6655748515960748,0,0
ton->unsw,42,statico,8,0.421,0.6342780760822591,0,0
ton->unsw,42,ogni_batch_int,8,0.421,0.6851672267103663,8,256
ton->unsw,42,martingala_int,8,0.421,0.6342780760822591,0,0
ton->unsw,42,statico,9,0.474,0.6009990878538086,0,0
ton->unsw,42,ogni_batch_int,9,0.474,0.66526791565063,9,288
ton->unsw,42,martingala_int,9,0.474,0.6009990878538086,0,0
ton->unsw,42,statico,10,0.526,0.5690699483751923,0,0
ton->unsw,42,ogni_batch_int,10,0.526,0.6304019211368636,10,320
ton->unsw,42,martingala_int,10,0.526,0.5690699483751923,0,0
ton->unsw,42,statico,11,0.579,0.5406203013133918,0,0
ton->unsw,42,ogni_batch_int,11,0.579,0.6509840011452983,11,352
ton->unsw,42,martingala_int,11,0.579,0.5406203013133918,0,0
ton->unsw,42,statico,12,0.632,0.5103939139043875,0,0
ton->unsw,42,ogni_batch_int,12,0.632,0.6558248544972803,12,384
ton->unsw,42,martingala_int,12,0.632,0.5103939139043875,0,0
ton->unsw,42,statico,13,0.684,0.4721164099399283,0,0
ton->unsw,42,ogni_batch_int,13,0.684,0.6564084953172014,13,416
ton->unsw,42,martingala_int,13,0.684,0.4721164099399283,0,0
ton->unsw,42,statico,14,0.737,0.45395058088188245,0,0
ton->unsw,42,ogni_batch_int,14,0.737,0.634408386412772,14,448
ton->unsw,42,martingala_int,14,0.737,0.45395058088188245,0,0
ton->unsw,42,statico,15,0.789,0.41035579718115,0,0
ton->unsw,42,ogni_batch_int,15,0.789,0.6290814321785998,15,480
ton->unsw,42,martingala_int,15,0.789,0.41035579718115,0,0
ton->unsw,42,statico,16,0.842,0.37969144799868776,0,0
ton->unsw,42,ogni_batch_int,16,0.842,0.7275078449046457,16,512
ton->unsw,42,martingala_int,16,0.842,0.37969144799868776,0,0
ton->unsw,42,statico,17,0.895,0.3503129497428968,0,0
ton->unsw,42,ogni_batch_int,17,0.895,0.7256350130843168,17,544
ton->unsw,42,martingala_int,17,0.895,0.3503129497428968,0,0
ton->unsw,42,statico,18,0.947,0.32741037938178574,0,0
ton->unsw,42,ogni_batch_int,18,0.947,0.7407454442624781,18,576
ton->unsw,42,martingala_int,18,0.947,0.32741037938178574,0,0
ton->unsw,42,statico,19,1.0,0.28681194340096483,0,0
ton->unsw,42,ogni_batch_int,19,1.0,0.753764829689971,19,608
ton->unsw,42,martingala_int,19,1.0,0.28681194340096483,0,0
ton->unsw,43,statico,0,0.0,0.9270494043811742,0,0
ton->unsw,43,ogni_batch_int,0,0.0,0.9270494043811742,0,0
ton->unsw,43,martingala_int,0,0.0,0.9270494043811742,0,0
ton->unsw,43,statico,1,0.053,0.8847302503550778,0,0
ton->unsw,43,ogni_batch_int,1,0.053,0.9072305986424241,1,32
ton->unsw,43,martingala_int,1,0.053,0.8847302503550778,0,0
ton->unsw,43,statico,2,0.105,0.8449285595043341,0,0
ton->unsw,43,ogni_batch_int,2,0.105,0.870970514873949,2,64
ton->unsw,43,martingala_int,2,0.105,0.8449285595043341,0,0
ton->unsw,43,statico,3,0.158,0.808762348886938,0,0
ton->unsw,43,ogni_batch_int,3,0.158,0.8075563946046708,3,96
ton->unsw,43,martingala_int,3,0.158,0.808762348886938,0,0
ton->unsw,43,statico,4,0.211,0.7717971910449025,0,0
ton->unsw,43,ogni_batch_int,4,0.211,0.7803248119644521,4,128
ton->unsw,43,martingala_int,4,0.211,0.7717971910449025,0,0
ton->unsw,43,statico,5,0.263,0.731594127207152,0,0
ton->unsw,43,ogni_batch_int,5,0.263,0.7505663759841387,5,160
ton->unsw,43,martingala_int,5,0.263,0.731594127207152,0,0
ton->unsw,43,statico,6,0.316,0.7013475084808978,0,0
ton->unsw,43,ogni_batch_int,6,0.316,0.7331791686842835,6,192
ton->unsw,43,martingala_int,6,0.316,0.7013475084808978,0,0
ton->unsw,43,statico,7,0.368,0.6677358257887229,0,0
ton->unsw,43,ogni_batch_int,7,0.368,0.6989678442343108,7,224
ton->unsw,43,martingala_int,7,0.368,0.6677358257887229,0,0
ton->unsw,43,statico,8,0.421,0.6353473638138174,0,0
ton->unsw,43,ogni_batch_int,8,0.421,0.6852395792478376,8,256
ton->unsw,43,martingala_int,8,0.421,0.6353473638138174,0,0
ton->unsw,43,statico,9,0.474,0.5966924346473983,0,0
ton->unsw,43,ogni_batch_int,9,0.474,0.6763312882297873,9,288
ton->unsw,43,martingala_int,9,0.474,0.5966924346473983,0,0
ton->unsw,43,statico,10,0.526,0.5680378622658903,0,0
ton->unsw,43,ogni_batch_int,10,0.526,0.6609396616978064,10,320
ton->unsw,43,martingala_int,10,0.526,0.5680378622658903,0,0
ton->unsw,43,statico,11,0.579,0.5305386857070785,0,0
ton->unsw,43,ogni_batch_int,11,0.579,0.6387233117599354,11,352
ton->unsw,43,martingala_int,11,0.579,0.5305386857070785,0,0
ton->unsw,43,statico,12,0.632,0.5070686328734636,0,0
ton->unsw,43,ogni_batch_int,12,0.632,0.619127669908902,12,384
ton->unsw,43,martingala_int,12,0.632,0.5070686328734636,0,0
