exp,seed,metodo,bal_acc,ratio,accordo_con_float,budget,normali,bal_val,guadagni_q15,bias,iters_used
ton->unsw,42,intero non adattato,0.49547064025028686,1.0,0.5517341747098066,,,,,,
ton->unsw,42,intero + guadagni float  n=8,0.7422090378447206,1.0,,8.0,5.0,0.7409459126565874,,,
ton->unsw,42,intero + guadagni interi n=8,0.7474785952086196,1.0,,8.0,,0.7459082178054874,"[96, 51, -75, -93, -1024, 70, -2, -21, 256, -45, 135, -8192]",5083.0,6000.0
ton->unsw,42,intero + guadagni float  n=32,0.7538480604389269,1.0,,32.0,16.0,0.7529119424986233,,,
ton->unsw,42,intero + guadagni interi n=32,0.7581570486778807,1.0,,32.0,,0.75616973105214,"[302, 56, 247, -104, -1024, 190, 8, 74, 397, 71, -147, -20171]",1.0,6000.0
ton->unsw,42,intero + guadagni float  n=128,0.7470591349550064,1.0,,128.0,72.0,0.7462603021865755,,,
ton->unsw,42,intero + guadagni interi n=128,0.7462907870794935,1.0,,128.0,,0.7452472633752705,"[212, 104, 74, -103, -874, 77, -117, -221, 145, 72, -127, -1733]",5974.0,6000.0
ton->unsw,43,float non adattato,0.21493384886137,1.0,,,,,,,
ton->unsw,43,intero non adattato,0.5009608000253876,1.0,0.5476204336504019,,,,,,
ton->unsw,43,intero + guadagni float  n=8,0.61560116212641,1.0,,8.0,4.0,0.6202930420340399,,,
ton->unsw,43,intero + guadagni interi n=8,0.5472923317223535,1.0,,8.0,,0.5501790741174768,"[1024, 101, -103, -128, -355, 45, 142, -256, 256, 256, -190, 7163]",1612.0,6000.0
ton->unsw,43,intero + guadagni float  n=32,0.7659797233790271,1.0,,32.0,17.0,0.7683719097489247,,,
ton->unsw,43,intero + guadagni interi n=32,0.7623437409624616,1.0,,32.0,,0.7653416755952821,"[115, 57, -55, -1, -257, -57, -124, -148, 84, 21, 27, -614]",4445.0,6000.0
ton->unsw,43,intero + guadagni float  n=128,0.7719335321005628,1.0,,128.0,72.0,0.7734229156633934,,,
ton->unsw,43,intero + guadagni interi n=128,0.7703190283835339,1.0,,128.0,,0.7710932038266913,"[36, 53, -17, -13, -341, -129, 42, -214, -16, -60, 137, 184]",5670.0,6000.0
ton->unsw,44,float non adattato,0.2178515244189707,1.0,,,,,,,
ton->unsw,44,intero non adattato,0.4895129635212541,1.0,0.569888967800274,,,,,,
ton->unsw,44,intero + guadagni float  n=8,0.4397958340538348,1.0,,8.0,3.0,0.43926617159458703,,,
ton->unsw,44,intero + guadagni interi n=8,0.4576208786276086,1.0,,8.0,,0.4595691735933724,"[170, 233, 69, -192, -512, 512, -189, -188, 512, 94, 785, 799]",5982.0,6000.0
ton->unsw,44,intero + guadagni float  n=32,0.6761278337989588,1.0,,32.0,18.0,0.6752849977515905,,,
ton->unsw,44,intero + guadagni interi n=32,0.7507105427401033,1.0,,32.0,,0.750059392894922,"[512, -33, 200, -155, -512, 201, -113, -228, 512, 107, -146, -1383]",5962.0,6000.0
ton->unsw,44,intero + guadagni float  n=128,0.7000571358255925,1.0,,128.0,73.0,0.698915846453251,,,
ton->unsw,44,intero + guadagni interi n=128,0.6917102807248395,1.0,,128.0,,0.6923066798852846,"[313, -8, 23, 17, -369, -21, -58, -102, 196, -22, -89, -780]",5936.0,6000.0
ton->unsw,45,float non adattato,0.21734211887762708,1.0,,,,,,,
ton->unsw,45,intero non adattato,0.49842527086427196,1.0,0.5717634366037575,,,,,,
ton->unsw,45,intero + guadagni float  n=8,0.4670673881401292,1.0,,8.0,5.0,0.46590533316094906,,,
ton->unsw,45,intero + guadagni interi n=8,0.4875043403494701,1.0,,8.0,,0.4854804392433142,"[79, 512, -192, -58, 107, -19, 137, -35, 87, -40, 491, -3403]",0.0,6000.0
ton->unsw,45,intero + guadagni float  n=32,0.7704549143730219,1.0,,32.0,14.0,0.7705961890814619,,,
ton->unsw,45,intero + guadagni interi n=32,0.7048485922947036,1.0,,32.0,,0.7056098994274658,"[227, -57, -31, 22, -314, -76, -96, -256, 150, -61, 356, -687]",0.0,6000.0
ton->unsw,45,intero + guadagni float  n=128,0.5065838194179991,1.0,,128.0,67.0,0.5063526114036531,,,
ton->unsw,45,intero + guadagni interi n=128,0.5097715909473072,1.0,,128.0,,0.5081839648254753,"[181, 17, 36, -11, -322, -130, 7, -124, 171, -70, 201, -669]",4836.0,6000.0
ton->unsw,46,float non adattato,0.21369514431631173,1.0,,,,,,,
ton->unsw,46,intero non adattato,0.22028674373827464,1.0,0.9578380350288932,,,,,,
ton->unsw,46,intero + guadagni float  n=8,0.7551415230786394,1.0,,8.0,3.0,0.7527739396523425,,,
ton->unsw,46,intero + guadagni interi n=8,0.6915310662787412,1.0,,8.0,,0.6902213891959809,"[208, 215, -373, 53, -512, -335, -17, -33, 256, -11, 150, -1260]",4632.0,6000.0
ton->unsw,46,intero + guadagni float  n=32,0.7564164503548746,1.0,,32.0,14.0,0.7527153718637467,,,
ton->unsw,46,intero + guadagni interi n=32,0.7382918186445924,1.0,,32.0,,0.7366207488192908,"[195, 48, -181, 39, -115, -37, -195, -256, 146, -10, 201, -869]",710.0,6000.0
ton->unsw,46,intero + guadagni float  n=128,0.760044500027321,1.0,,128.0,56.0,0.7570001092272276,,,
ton->unsw,46,intero + guadagni interi n=128,0.7428652737704347,1.0,,128.0,,0.7389976652260625,"[44, 41, 44, 9, -204, -22, -15, -12, 225, -59, 284, 220]",5987.0,6000.0
ton->unsw,47,float non adattato,0.21487368182064828,1.0,,,,,,,
ton->unsw,47,intero non adattato,0.5080937024166956,1.0,0.5429711300757161,,,,,,
ton->unsw,47,intero + guadagni float  n=8,0.4885697850308116,1.0,,8.0,5.0,0.4886239478873022,,,
ton->unsw,47,intero + guadagni interi n=8,0.4438539840687978,1.0,,8.0,,0.44462660631204615,"[185, -256, -91, 23, -124, 162, 209, -196, 34, -58, -98, 442]",0.0,6000.0
ton->unsw,47,intero + guadagni float  n=32,0.760688035388993,1.0,,32.0,17.0,0.7610451820435491,,,
ton->unsw,47,intero + guadagni interi n=32,0.7641741394726527,1.0,,32.0,,0.7646099214389283,"[256, -256, 256, 59, -312, 39, 150, -256, 219, -101, -81, -1784]",0.0,6000.0
ton->unsw,47,intero + guadagni float  n=128,0.7763778808011463,1.0,,128.0,74.0,0.7771027058071942,,,
ton->unsw,47,intero + guadagni interi n=128,0.7699545856803033,1.0,,128.0,,0.769567167663208,"[137, 17, 212, -13, -414, -45, -24, -68, 73, -128, 8, -815]",4201.0,6000.0
ton->unsw,48,float non adattato,0.21337209519628636,1.0,,,,,,,
ton->unsw,48,intero non adattato,0.2294209355863223,1.0,0.9490090153023406,,,,,,
ton->unsw,48,intero + guadagni float  n=8,0.5482744397342931,1.0,,8.0,6.0,0.5488232576791008,,,
ton->unsw,48,intero + guadagni interi n=8,0.7446318242550696,1.0,,8.0,,0.7464182903920726,"[-154, 256, -256, -38, -369, 288, -377, -434, 137, 47, 236, -2467]",4961.0,6000.0
ton->unsw,48,intero + guadagni float  n=32,0.7054177438878866,1.0,,32.0,19.0,0.708392955813306,,,
ton->unsw,48,intero + guadagni interi n=32,0.5283062138159705,1.0,,32.0,,0.5285531887830519,"[59, 159, 18, -9, 87, -41, 18, -167, 256, 36, 425, 1030]",5979.0,6000.0
ton->unsw,48,intero + guadagni float  n=128,0.5759622723711137,1.0,,128.0,73.0,0.5741896270337793,,,
ton->unsw,48,intero + guadagni interi n=128,0.5779112939437312,1.0,,128.0,,0.577346392382013,"[130, 149, -5, -48, -200, 62, 69, -200, 159, 45, 298, 463]",4881.0,6000.0
ton->unsw,49,float non adattato,0.21830064871476473,1.0,,,,,,,
ton->unsw,49,intero non adattato,0.4970284905784935,1.0,0.5577262654604868,,,,,,
