exp,non adattato,32 etichette,128 etichette,rifit completo n=32,rifit completo n=128
unsw->bot,0.705,,,,
unsw->ton,0.2768,0.7172,0.903,0.8099,0.9613
unsw->unsw,0.8182,,,,
