exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,ratio
ton->bot,42,statico,0,0.0,0.9231205673758865,0,0,3.0
ton->bot,42,ogni_batch_int,0,0.0,0.9231205673758865,0,0,3.0
ton->bot,42,martingala_int,0,0.0,0.9231205673758865,0,0,3.0
ton->bot,42,statico,1,0.053,0.9085148793779234,0,0,3.0
ton->bot,42,ogni_batch_int,1,0.053,0.8988529433574921,1,32,3.0
ton->bot,42,martingala_int,1,0.053,0.9085148793779234,0,0,3.0
ton->bot,42,statico,2,0.105,0.8965688666199504,0,0,3.0
ton->bot,42,ogni_batch_int,2,0.105,0.9289648559438743,2,64,3.0
ton->bot,42,martingala_int,2,0.105,0.8965688666199504,0,0,3.0
ton->bot,42,statico,3,0.158,0.8749830690028676,0,0,3.0
ton->bot,42,ogni_batch_int,3,0.158,0.917199449348562,3,96,3.0
ton->bot,42,martingala_int,3,0.158,0.8749830690028676,0,0,3.0
ton->bot,42,statico,4,0.211,0.8579190260235062,0,0,3.0
ton->bot,42,ogni_batch_int,4,0.211,0.9012988703127673,4,128,3.0
ton->bot,42,martingala_int,4,0.211,0.8579190260235062,0,0,3.0
ton->bot,42,statico,5,0.263,0.8406588138473667,0,0,3.0
ton->bot,42,ogni_batch_int,5,0.263,0.9393438230181441,5,160,3.0
ton->bot,42,martingala_int,5,0.263,0.8406588138473667,0,0,3.0
ton->bot,42,statico,6,0.316,0.827433502204338,0,0,3.0
ton->bot,42,ogni_batch_int,6,0.316,0.9433555474512043,6,192,3.0
ton->bot,42,martingala_int,6,0.316,0.827433502204338,0,0,3.0
ton->bot,42,statico,7,0.368,0.8085980946854296,0,0,3.0
ton->bot,42,ogni_batch_int,7,0.368,0.928004739107307,7,224,3.0
ton->bot,42,martingala_int,7,0.368,0.8085980946854296,0,0,3.0
ton->bot,42,statico,8,0.421,0.8029889727219965,0,0,3.0
ton->bot,42,ogni_batch_int,8,0.421,0.9460125379501374,8,256,3.0
ton->bot,42,martingala_int,8,0.421,0.8029889727219965,0,0,3.0
ton->bot,42,statico,9,0.474,0.7832158976384108,0,0,3.0
ton->bot,42,ogni_batch_int,9,0.474,0.9393315065583974,9,288,3.0
ton->bot,42,martingala_int,9,0.474,0.7832158976384108,0,0,3.0
ton->bot,42,statico,10,0.526,0.7676604626315072,0,0,3.0
ton->bot,42,ogni_batch_int,10,0.526,0.9500381781929705,10,320,3.0
ton->bot,42,martingala_int,10,0.526,0.7676604626315072,0,0,3.0
ton->bot,42,statico,11,0.579,0.761358192335918,0,0,3.0
ton->bot,42,ogni_batch_int,11,0.579,0.9497597257642265,11,352,3.0
ton->bot,42,martingala_int,11,0.579,0.761358192335918,0,0,3.0
ton->bot,42,statico,12,0.632,0.7465203513154504,0,0,3.0
ton->bot,42,ogni_batch_int,12,0.632,0.9452625944209838,12,384,3.0
ton->bot,42,martingala_int,12,0.632,0.7465203513154504,0,0,3.0
ton->bot,42,statico,13,0.684,0.734066273309837,0,0,3.0
ton->bot,42,ogni_batch_int,13,0.684,0.8822246548412105,13,416,3.0
ton->bot,42,martingala_int,13,0.684,0.734066273309837,0,0,3.0
ton->bot,42,statico,14,0.737,0.7216692356416049,0,0,3.0
ton->bot,42,ogni_batch_int,14,0.737,0.7441844659930243,14,448,3.0
ton->bot,42,martingala_int,14,0.737,0.7216692356416049,0,0,3.0
ton->bot,42,statico,15,0.789,0.7148557945042555,0,0,3.0
ton->bot,42,ogni_batch_int,15,0.789,0.7409775537809873,15,480,3.0
ton->bot,42,martingala_int,15,0.789,0.7148557945042555,0,0,3.0
ton->bot,42,statico,16,0.842,0.6996920100240216,0,0,3.0
ton->bot,42,ogni_batch_int,16,0.842,0.7655534657578815,16,512,3.0
ton->bot,42,martingala_int,16,0.842,0.6996920100240216,0,0,3.0
ton->bot,42,statico,17,0.895,0.6875625637573426,0,0,3.0
ton->bot,42,ogni_batch_int,17,0.895,0.7626993486207725,17,544,3.0
ton->bot,42,martingala_int,17,0.895,0.6875625637573426,0,0,3.0
ton->bot,42,statico,18,0.947,0.6655382571950796,0,0,3.0
ton->bot,42,ogni_batch_int,18,0.947,0.6749487220175021,18,576,3.0
ton->bot,42,martingala_int,18,0.947,0.6655382571950796,0,0,3.0
ton->bot,42,statico,19,1.0,0.2208360418020901,0,0,3.0
ton->bot,42,ogni_batch_int,19,1.0,0.4001450072503625,19,608,3.0
ton->bot,42,martingala_int,19,1.0,0.2208360418020901,0,0,3.0
ton->bot,43,statico,0,0.0,0.9247126770976545,0,0,3.0
ton->bot,43,ogni_batch_int,0,0.0,0.9247126770976545,0,0,3.0
ton->bot,43,martingala_int,0,0.0,0.9247126770976545,0,0,3.0
ton->bot,43,statico,1,0.053,0.907275699189062,0,0,3.0
ton->bot,43,ogni_batch_int,1,0.053,0.8720517054837424,1,32,3.0
ton->bot,43,martingala_int,1,0.053,0.907275699189062,0,0,3.0
ton->bot,43,statico,2,0.105,0.8877409738780359,0,0,3.0
ton->bot,43,ogni_batch_int,2,0.105,0.8751199161551371,2,64,3.0
ton->bot,43,martingala_int,2,0.105,0.8877409738780359,0,0,3.0
ton->bot,43,statico,3,0.158,0.8738494186536355,0,0,3.0
ton->bot,43,ogni_batch_int,3,0.158,0.9383010312980192,3,96,3.0
ton->bot,43,martingala_int,3,0.158,0.8738494186536355,0,0,3.0
ton->bot,43,statico,4,0.211,0.8577216985497005,0,0,3.0
ton->bot,43,ogni_batch_int,4,0.211,0.937882238878794,4,128,3.0
