exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,ratio
ton->bot,42,statico,0,0.0,0.9704,0,0,1.0
ton->bot,42,ogni_batch_int,0,0.0,0.9704,0,0,1.0
ton->bot,42,martingala_int,0,0.0,0.9704,0,0,1.0
ton->bot,42,statico,1,0.053,0.94185,0,0,1.0
ton->bot,42,ogni_batch_int,1,0.053,0.94185,1,32,1.0
ton->bot,42,martingala_int,1,0.053,0.94185,1,32,1.0
ton->bot,42,statico,2,0.105,0.91365,0,0,1.0
ton->bot,42,ogni_batch_int,2,0.105,0.91365,2,64,1.0
ton->bot,42,martingala_int,2,0.105,0.91365,2,64,1.0
ton->bot,42,statico,3,0.158,0.88785,0,0,1.0
ton->bot,42,ogni_batch_int,3,0.158,0.88785,3,96,1.0
ton->bot,42,martingala_int,3,0.158,0.88785,3,96,1.0
ton->bot,42,statico,4,0.211,0.8604,0,0,1.0
ton->bot,42,ogni_batch_int,4,0.211,0.8604,4,128,1.0
ton->bot,42,martingala_int,4,0.211,0.8604,4,128,1.0
ton->bot,42,statico,5,0.263,0.914941494149415,0,0,1.0
ton->bot,42,ogni_batch_int,5,0.263,0.914941494149415,5,160,1.0
ton->bot,42,martingala_int,5,0.263,0.914941494149415,5,160,1.0
ton->bot,42,statico,6,0.316,0.4023951197559878,0,0,1.0
ton->bot,42,ogni_batch_int,6,0.316,0.4023951197559878,6,192,1.0
ton->bot,42,martingala_int,6,0.316,0.4023951197559878,6,192,1.0
ton->bot,42,statico,7,0.368,0.7753,0,0,1.0
ton->bot,42,ogni_batch_int,7,0.368,0.7753,7,224,1.0
ton->bot,42,martingala_int,7,0.368,0.7753,7,224,1.0
ton->bot,42,statico,8,0.421,0.8764188209410471,0,0,1.0
ton->bot,42,ogni_batch_int,8,0.421,0.8764188209410471,8,256,1.0
ton->bot,42,martingala_int,8,0.421,0.8764188209410471,8,256,1.0
ton->bot,42,statico,9,0.474,0.7215,0,0,1.0
ton->bot,42,ogni_batch_int,9,0.474,0.7215,9,288,1.0
ton->bot,42,martingala_int,9,0.474,0.7215,9,288,1.0
ton->bot,42,statico,10,0.526,0.34569228461423074,0,0,1.0
ton->bot,42,ogni_batch_int,10,0.526,0.34569228461423074,10,320,1.0
ton->bot,42,martingala_int,10,0.526,0.34569228461423074,10,320,1.0
ton->bot,42,statico,11,0.579,0.8333416670833542,0,0,1.0
ton->bot,42,ogni_batch_int,11,0.579,0.8333416670833542,11,352,1.0
ton->bot,42,martingala_int,11,0.579,0.8333416670833542,11,352,1.0
ton->bot,42,statico,12,0.632,0.31949097454872744,0,0,1.0
ton->bot,42,ogni_batch_int,12,0.632,0.31949097454872744,12,384,1.0
ton->bot,42,martingala_int,12,0.632,0.31949097454872744,12,384,1.0
ton->bot,42,statico,13,0.684,0.3067056705670567,0,0,1.0
ton->bot,42,ogni_batch_int,13,0.684,0.3067056705670567,13,416,1.0
ton->bot,42,martingala_int,13,0.684,0.3067056705670567,13,416,1.0
ton->bot,42,statico,14,0.737,0.49184796199049763,0,0,1.0
ton->bot,42,ogni_batch_int,14,0.737,0.49184796199049763,14,448,1.0
ton->bot,42,martingala_int,14,0.737,0.49184796199049763,14,448,1.0
ton->bot,42,statico,15,0.789,0.2757637881894095,0,0,1.0
ton->bot,42,ogni_batch_int,15,0.789,0.2757637881894095,15,480,1.0
ton->bot,42,martingala_int,15,0.789,0.2757637881894095,15,480,1.0
ton->bot,42,statico,16,0.842,0.26547654765476547,0,0,1.0
ton->bot,42,ogni_batch_int,16,0.842,0.26547654765476547,16,512,1.0
ton->bot,42,martingala_int,16,0.842,0.26547654765476547,16,512,1.0
ton->bot,42,statico,17,0.895,0.25161258062903147,0,0,1.0
ton->bot,42,ogni_batch_int,17,0.895,0.25161258062903147,17,544,1.0
ton->bot,42,martingala_int,17,0.895,0.25161258062903147,17,544,1.0
ton->bot,42,statico,18,0.947,0.48367336733673366,0,0,1.0
ton->bot,42,ogni_batch_int,18,0.947,0.48367336733673366,18,576,1.0
ton->bot,42,martingala_int,18,0.947,0.48367336733673366,18,576,1.0
ton->bot,42,statico,19,1.0,0.22048602430121506,0,0,1.0
ton->bot,42,ogni_batch_int,19,1.0,0.22048602430121506,19,608,1.0
ton->bot,42,martingala_int,19,1.0,0.22048602430121506,19,608,1.0
ton->bot,43,statico,0,0.0,0.9584,0,0,1.0
ton->bot,43,ogni_batch_int,0,0.0,0.9584,0,0,1.0
ton->bot,43,martingala_int,0,0.0,0.9584,0,0,1.0
ton->bot,43,statico,1,0.053,0.93195,0,0,1.0
ton->bot,43,ogni_batch_int,1,0.053,0.93195,1,32,1.0
ton->bot,43,martingala_int,1,0.053,0.93195,1,32,1.0
ton->bot,43,statico,2,0.105,0.951047552377619,0,0,1.0
ton->bot,43,ogni_batch_int,2,0.105,0.951047552377619,2,64,1.0
ton->bot,43,martingala_int,2,0.105,0.951047552377619,2,64,1.0
ton->bot,43,statico,3,0.158,0.87805,0,0,1.0
ton->bot,43,ogni_batch_int,3,0.158,0.87805,3,96,1.0
ton->bot,43,martingala_int,3,0.158,0.87805,3,96,1.0
ton->bot,43,statico,4,0.211,0.4256462823141157,0,0,1.0
ton->bot,43,ogni_batch_int,4,0.211,0.4256462823141157,4,128,1.0
ton->bot,43,martingala_int,4,0.211,0.4256462823141157,4,128,1.0
ton->bot,43,statico,5,0.263,0.82405,0,0,1.0
ton->bot,43,ogni_batch_int,5,0.263,0.82405,5,160,1.0
ton->bot,43,martingala_int,5,0.263,0.82405,5,160,1.0
