exp,seed,metodo,bal_acc,ratio,accordo_con_float,budget,normali,bal_val,guadagni_q15,bias,iters_used
ton->bot,42,float non adattato,0.5569679874213836,3.0,,,,,,,
ton->bot,42,intero non adattato,0.5118771121593291,3.0,0.9995710231098829,,,,,,
ton->bot,42,intero + guadagni float  n=8,0.5830088918838323,3.0,,8.0,2.0,0.5795553469014694,,,
ton->bot,42,intero + guadagni interi n=8,0.652107422511217,3.0,,8.0,,0.6702311005882733,"[-83, 203, -128, -164, -261, -190, 28, -67, -256, 87, 566, 1287]",6000.0,6000.0
ton->bot,42,intero + guadagni float  n=32,0.8396550301057342,3.0,,32.0,10.0,0.8522753015585052,,,
ton->bot,42,intero + guadagni interi n=32,0.9055409827597481,3.0,,32.0,,0.9295817490405036,"[-116, 65, -75, 27, -84, -93, 41, 56, -234, 38, 655, -214]",0.0,6000.0
ton->bot,42,intero + guadagni float  n=128,0.9915947160860736,3.0,,128.0,24.0,0.9781827107552152,,,
ton->bot,42,intero + guadagni interi n=128,0.6612753142151887,3.0,,128.0,,0.6790617484237742,"[-61, 79, -46, 265, -18, -27, 15, 22, -21, 9, 993, -1240]",204.0,6000.0
ton->bot,43,float non adattato,0.5673551677148847,3.0,,,,,,,
ton->bot,43,intero non adattato,0.43954935010482177,3.0,0.997002149872554,,,,,,
ton->bot,43,intero + guadagni interi n=8,,3.0,,8.0,,,,,
ton->bot,43,intero + guadagni float  n=32,0.8145092514999128,3.0,,32.0,2.0,0.8245837404253247,,,
ton->bot,43,intero + guadagni interi n=32,0.7694249737132217,3.0,,32.0,,0.7862388802982863,"[173, 112, -14, 73, -100, -383, -122, 148, 156, 19, -189, -1807]",6005.0,6000.0
ton->bot,43,intero + guadagni float  n=128,0.8164748769814933,3.0,,128.0,6.0,0.8000364455793656,,,
ton->bot,43,intero + guadagni interi n=128,0.7019619949398048,3.0,,128.0,,0.7042946232051148,"[187, 59, -64, 47, 40, -335, -44, 76, 129, 21, -238, -1443]",1469.0,6000.0
ton->bot,44,float non adattato,0.5581329874213836,3.0,,,,,,,
ton->bot,44,intero non adattato,0.5151335482180294,3.0,0.9995909755233767,,,,,,
ton->bot,44,intero + guadagni float  n=8,0.8764551190274972,3.0,,8.0,3.0,0.890254332877379,,,
ton->bot,44,intero + guadagni interi n=8,0.6717064549520693,3.0,,8.0,,0.6738334136554858,"[-216, -14, -11, 255, 16, -180, 68, 74, -240, 22, 165, -300]",-2.0,6000.0
ton->bot,44,intero + guadagni float  n=32,0.7621675798712254,3.0,,32.0,14.0,0.741262204265125,,,
ton->bot,44,intero + guadagni interi n=32,0.8485909046413368,3.0,,32.0,,0.8455954199169002,"[-350, 92, -24, -57, -121, -195, 20, 30, -189, 43, 588, -491]",3588.0,6000.0
ton->bot,44,intero + guadagni float  n=128,0.9800584635202642,3.0,,128.0,20.0,0.9849236872360458,,,
ton->bot,44,intero + guadagni interi n=128,0.6740684651639783,3.0,,128.0,,0.6654055498310755,"[-228, 91, -15, 221, -60, -11, 6, 0, -21, 16, 883, -1245]",3075.0,6000.0
ton->bot,45,float non adattato,0.5521751153039832,3.0,,,,,,,
ton->bot,45,intero non adattato,0.510223894129979,3.0,0.9996258922469909,,,,,,
ton->bot,45,intero + guadagni float  n=8,0.9093505316938375,3.0,,8.0,4.0,0.8902086311367601,,,
ton->bot,45,intero + guadagni interi n=8,0.913661575019981,3.0,,8.0,,0.8995846148263227,"[-239, 135, 136, -9, -180, -511, 24, 97, 2, 51, 470, -113]",6000.0,6000.0
ton->bot,45,intero + guadagni float  n=32,0.6892529938268388,3.0,,32.0,12.0,0.684897288342678,,,
ton->bot,45,intero + guadagni interi n=32,0.8535782883727624,3.0,,32.0,,0.8400550462305725,"[-102, 31, 192, -30, -160, -48, 64, 56, -291, 45, 281, -91]",0.0,6000.0
ton->bot,45,intero + guadagni float  n=128,0.9831911491460016,3.0,,128.0,21.0,0.9744374226851656,,,
ton->bot,45,intero + guadagni interi n=128,0.8421823635031802,3.0,,128.0,,0.8386764362533365,"[-112, 179, 113, -45, -214, -190, 34, 25, -158, 59, 1023, -1769]",468.0,6000.0
ton->bot,46,float non adattato,0.5533976153039832,3.0,,,,,,,
ton->bot,46,intero non adattato,0.5208985744234801,3.0,0.997431126762671,,,,,,
ton->bot,46,intero + guadagni float  n=8,0.6577888289970407,3.0,,8.0,3.0,0.6751774795312535,,,
ton->bot,46,intero + guadagni interi n=8,0.8719101322789982,3.0,,8.0,,0.8561721513305712,"[-320, 48, 150, -16, -58, -68, 70, 41, -215, 31, -105, -566]",-1.0,6000.0
ton->bot,46,intero + guadagni float  n=32,0.9198194777427134,3.0,,32.0,13.0,0.9103770688819481,,,
ton->bot,46,intero + guadagni interi n=32,0.9255411409081393,3.0,,32.0,,0.913524146179606,"[-396, 93, -65, -13, -35, -206, 45, 41, -92, 39, 744, -1022]",1741.0,6000.0
ton->bot,46,intero + guadagni float  n=128,0.7783131000966069,3.0,,128.0,21.0,0.7800863795033799,,,
ton->bot,46,intero + guadagni interi n=128,0.6742335521775991,3.0,,128.0,,0.6659171201249808,"[-59, 67, 339, -11, 25, -48, 35, 21, 0, 7, 1024, -1218]",166.0,6000.0
ton->bot,47,float non adattato,0.551058679245283,3.0,,,,,,,
ton->bot,47,intero non adattato,0.4928359696016772,3.0,0.9985484619183248,,,,,,
ton->bot,47,intero + guadagni interi n=8,,3.0,,8.0,,,,,
ton->bot,47,intero + guadagni float  n=32,0.584163384906327,3.0,,32.0,5.0,0.6036501058057827,,,
ton->bot,47,intero + guadagni interi n=32,0.8536798794321083,3.0,,32.0,,0.8427994075909222,"[-133, 66, -16, 7, -107, -389, 22, 18, -140, 31, 218, 2031]",4758.0,6000.0
ton->bot,47,intero + guadagni float  n=128,0.8282738457342819,3.0,,128.0,17.0,0.8659334325073164,,,
ton->bot,47,intero + guadagni interi n=128,0.8302618176529022,3.0,,128.0,,0.8759039481308707,"[-196, 47, -29, -19, -102, -504, 67, 62, -356, 49, -123, -472]",0.0,6000.0
ton->bot,48,float non adattato,0.5530701153039832,3.0,,,,,,,
ton->bot,48,intero non adattato,0.5079867400419287,3.0,0.9996059398334971,,,,,,
ton->bot,48,intero + guadagni float  n=8,0.8669112384652509,3.0,,8.0,3.0,0.8894012452655097,,,
ton->bot,48,intero + guadagni interi n=8,0.7393991036774551,3.0,,8.0,,0.785879939490833,"[499, 151, -256, -8, -184, -711, 46, 19, 50, 80, 727, 1527]",217.0,6000.0
ton->bot,48,intero + guadagni float  n=32,0.9041042302988063,3.0,,32.0,15.0,0.9426329649815824,,,
ton->bot,48,intero + guadagni interi n=32,0.8862297720455274,3.0,,32.0,,0.9108105405270264,"[-91, 64, 5, -25, -49, -74, 45, 54, -228, 39, 692, -436]",1118.0,6000.0
ton->bot,48,intero + guadagni float  n=128,0.9734347424100405,3.0,,128.0,22.0,0.9708722916787105,,,
ton->bot,48,intero + guadagni interi n=128,0.6090745741887231,3.0,,128.0,,0.6430473159436869,"[-51, 21, 38, -24, 37, -85, 55, 104, -278, 27, 521, -456]",0.0,6000.0
ton->bot,49,float non adattato,0.5506486792452829,3.0,,,,,,,
ton->bot,49,intero non adattato,0.4398511320754717,3.0,0.9945130862892002,,,,,,
ton->bot,49,intero + guadagni interi n=8,,3.0,,8.0,,,,,
ton->bot,49,intero + guadagni interi n=32,,3.0,,32.0,,,,,
ton->bot,49,intero + guadagni float  n=128,0.5375552413249923,3.0,,128.0,1.0,0.5488339008990156,,,
ton->bot,49,intero + guadagni interi n=128,0.37361702480990017,3.0,,128.0,,0.38544403647358155,"[139, 81, 37, -283, 24, -128, -28, 20, 11, 23, -420, -1004]",6000.0,6000.0
ton->bot,50,float non adattato,0.5658587316561845,3.0,,,,,,,
ton->bot,50,intero non adattato,0.4398943501048218,3.0,0.9971517929737576,,,,,,
ton->bot,50,intero + guadagni interi n=8,,3.0,,8.0,,,,,
ton->bot,50,intero + guadagni float  n=32,0.595442412607498,3.0,,32.0,1.0,0.5869125290724477,,,
ton->bot,50,intero + guadagni interi n=32,0.6004648630455911,3.0,,32.0,,0.5873042414388905,"[256, 162, -276, 100, -394, -182, -143, 175, 469, 35, -43, -2048]",6027.0,6000.0
ton->bot,50,intero + guadagni float  n=128,0.6495711941293649,3.0,,128.0,1.0,0.6254155326713109,,,
ton->bot,50,intero + guadagni interi n=128,0.6374141694425883,3.0,,128.0,,0.6239675676356462,"[256, 149, -351, 47, -443, -426, -98, 94, 318, 46, -122, -2048]",6033.0,6000.0
ton->bot,51,float non adattato,0.5702883857442348,3.0,,,,,,,
ton->bot,51,intero non adattato,0.4405711320754717,3.0,0.9966230540161715,,,,,,
ton->bot,51,intero + guadagni interi n=8,,3.0,,8.0,,,,,
ton->bot,51,intero + guadagni interi n=32,,3.0,,32.0,,,,,
ton->bot,51,intero + guadagni float  n=128,0.5700662338133131,3.0,,128.0,1.0,0.5488788578311307,,,
ton->bot,51,intero + guadagni interi n=128,0.5789978413256898,3.0,,128.0,,0.5508657307060293,"[173, 45, -137, 60, 60, -361, 65, -74, 72, 20, -258, -1330]",6000.0,6000.0
ton->unsw,42,float non adattato,0.2211505923861228,3.0,,,,,,,
ton->unsw,42,intero non adattato,0.26129904641907137,3.0,0.9404361341700528,,,,,,
ton->unsw,42,intero + guadagni float  n=8,0.5168578512205473,3.0,,8.0,5.0,0.5196980730556049,,,
ton->unsw,42,intero + guadagni interi n=8,0.7503817511485242,3.0,,8.0,,0.7497801200614268,"[512, 108, -53, 123, -221, -339, 68, -15, 433, -19, 482, -3938]",0.0,6000.0
ton->unsw,42,intero + guadagni float  n=32,0.49406940007980643,3.0,,32.0,18.0,0.49544368236563396,,,
ton->unsw,42,intero + guadagni interi n=32,0.5074621361012854,3.0,,32.0,,0.5088819465191685,"[283, -16, -128, 136, -512, -512, -18, 9, -466, -42, 110, 2957]",6000.0,6000.0
ton->unsw,42,intero + guadagni float  n=128,0.769449478476177,3.0,,128.0,66.0,0.7703357378061835,,,
ton->unsw,42,intero + guadagni interi n=128,0.7783122805302971,3.0,,128.0,,0.7787035076231051,"[121, 84, -94, 103, -508, -430, -33, -25, -142, -72, 54, -1531]",5963.0,6000.0
ton->unsw,43,float non adattato,0.22212537711589908,3.0,,,,,,,
ton->unsw,43,intero non adattato,0.2982680008258792,3.0,0.8850092947262616,,,,,,
ton->unsw,43,intero + guadagni float  n=8,0.6567521483380905,3.0,,8.0,1.0,0.6591469252530107,,,
ton->unsw,43,intero + guadagni interi n=8,0.7050260487498838,3.0,,8.0,,0.7060293770548516,"[367, 221, -6, 128, -92, -175, 183, 512, 197, -90, -90, -1419]",5985.0,6000.0
ton->unsw,43,intero + guadagni float  n=32,0.7539552659782436,3.0,,32.0,20.0,0.7540585705018124,,,
ton->unsw,43,intero + guadagni interi n=32,0.7313893358139216,3.0,,32.0,,0.7325058013387618,"[65, 250, 254, -65, -262, -120, -301, 217, 342, -86, 247, -1106]",3614.0,6000.0
ton->unsw,43,intero + guadagni float  n=128,0.6130006492119626,3.0,,128.0,75.0,0.6114227058924853,,,
ton->unsw,43,intero + guadagni interi n=128,0.5993246861154218,3.0,,128.0,,0.5981869014374914,"[-158, 160, 67, -57, -186, -256, -21, -5, 73, -39, 118, 687]",5969.0,6000.0
ton->unsw,44,float non adattato,0.2312625377017953,3.0,,,,,,,
ton->unsw,44,intero non adattato,0.23701843702759506,3.0,0.95245524366154,,,,,,
ton->unsw,44,intero + guadagni float  n=8,0.47029809305974457,3.0,,8.0,4.0,0.4722621574366571,,,
ton->unsw,44,intero + guadagni interi n=8,0.4531616634883234,3.0,,8.0,,0.45382757879266,"[-512, 27, -34, 151, -256, -256, 256, -349, 512, 256, 399, 1827]",0.0,6000.0
ton->unsw,44,intero + guadagni float  n=32,0.7631909024370687,3.0,,32.0,15.0,0.7623517044393124,,,
ton->unsw,44,intero + guadagni interi n=32,0.7800943763853276,3.0,,32.0,,0.7797377605005489,"[233, 28, -24, -115, -421, -256, -30, -104, 254, 57, -18, -1026]",584.0,6000.0
ton->unsw,44,intero + guadagni float  n=128,0.59982174554413,3.0,,128.0,63.0,0.5970648034404586,,,
ton->unsw,44,intero + guadagni interi n=128,0.5995614156936455,3.0,,128.0,,0.5966469718399091,"[255, -5, -55, -1, -470, -256, 53, -45, 189, -64, 424, -2048]",360.0,6000.0
ton->unsw,45,float non adattato,0.22281588918253045,3.0,,,,,,,
ton->unsw,45,intero non adattato,0.262100418267836,3.0,0.9141275958288217,,,,,,
ton->unsw,45,intero + guadagni float  n=8,0.7835730027528947,3.0,,8.0,4.0,0.7831365387046247,,,
ton->unsw,45,intero + guadagni interi n=8,0.7779805713051273,3.0,,8.0,,0.7770948543507138,"[165, 31, -203, 97, -444, -256, -204, 21, 277, 128, -543, -8192]",2.0,6000.0
ton->unsw,45,intero + guadagni float  n=32,0.7711105852223397,3.0,,32.0,24.0,0.7702554893274254,,,
ton->unsw,45,intero + guadagni interi n=32,0.7735900192256927,3.0,,32.0,,0.7734284105820468,"[248, 37, 47, -35, -424, -147, 175, -81, 398, -107, 401, -8192]",5729.0,6000.0
ton->unsw,45,intero + guadagni float  n=128,0.7793065162582221,3.0,,128.0,72.0,0.7778451131785995,,,
ton->unsw,45,intero + guadagni interi n=128,0.7827081540631393,3.0,,128.0,,0.782013343158876,"[250, -25, -22, -29, -401, -208, -121, -123, 112, 21, -35, -2048]",5993.0,6000.0
ton->unsw,46,float non adattato,0.2203217567249111,3.0,,,,,,,
ton->unsw,46,intero non adattato,0.24748846305963548,3.0,0.9492263450186865,,,,,,
ton->unsw,46,intero + guadagni float  n=8,0.7563872916851372,3.0,,8.0,5.0,0.7532756142111214,,,
ton->unsw,46,intero + guadagni interi n=8,0.7645975374606591,3.0,,8.0,,0.7608816169513841,"[439, -256, 220, 128, -110, -512, 130, 61, 146, -78, -136, -16384]",2634.0,6000.0
ton->unsw,46,intero + guadagni float  n=32,0.7628484968193432,3.0,,32.0,20.0,0.7589280307349553,,,
ton->unsw,46,intero + guadagni interi n=32,0.6015619785375519,3.0,,32.0,,0.6001225138599597,"[-293, 121, 74, -95, -512, -256, 63, -256, -82, -19, -72, -1156]",3334.0,6000.0
ton->unsw,46,intero + guadagni float  n=128,0.7839503224420467,3.0,,128.0,78.0,0.7819656198748709,,,
ton->unsw,46,intero + guadagni interi n=128,0.6055120848548009,3.0,,128.0,,0.6035740965120083,"[-12, 233, -5, -38, -334, -250, 14, -57, 282, -106, -38, -38]",1336.0,6000.0
ton->unsw,47,float non adattato,0.22775285712858506,3.0,,,,,,,
ton->unsw,47,intero non adattato,0.24820431214314664,3.0,0.9236823415724581,,,,,,
ton->unsw,47,intero + guadagni float  n=8,0.47896118955858186,3.0,,8.0,4.0,0.4785321331213651,,,
ton->unsw,47,intero + guadagni interi n=8,0.43036071954307586,3.0,,8.0,,0.42924489736883203,"[627, 58, 27, -20, -1024, -512, -146, 26, 289, 256, -207, 4522]",0.0,6000.0
ton->unsw,47,intero + guadagni float  n=32,0.5201590424457879,3.0,,32.0,18.0,0.5200906992823503,,,
ton->unsw,47,intero + guadagni interi n=32,0.5043181323564194,3.0,,32.0,,0.5042220395028028,"[149, 49, 7, 11, -512, -256, -192, -14, 502, 110, 60, 143]",4351.0,6000.0
ton->unsw,47,intero + guadagni float  n=128,0.5097248998435603,3.0,,128.0,72.0,0.5109547279136372,,,
ton->unsw,47,intero + guadagni interi n=128,0.5064576033790706,3.0,,128.0,,0.5082663028295501,"[231, 114, -48, 53, -511, -219, -93, -25, 97, -95, 310, 386]",5887.0,6000.0
ton->unsw,48,float non adattato,0.22676606404520555,3.0,,,,,,,
ton->unsw,48,intero non adattato,0.26833074570267607,3.0,0.9365280801636182,,,,,,
ton->unsw,48,intero + guadagni float  n=8,0.6436125590422511,3.0,,8.0,2.0,0.6433824981293064,,,
ton->unsw,48,intero + guadagni interi n=8,0.6102020831953994,3.0,,8.0,,0.6119537271697562,"[248, 83, -86, -36, -53, -2, -199, -93, 63, 53, -287, -829]",6000.0,6000.0
ton->unsw,48,intero + guadagni float  n=32,0.49384235587190606,3.0,,32.0,14.0,0.49496809624287486,,,
