exp,seed,metodo,bal_acc,accordo_con_float,budget,normali,guadagni_q15,bias,iters_used
unsw->ton,45,intero + guadagni float  n=32,0.7193157423597913,,32.0,6.0,,,
unsw->ton,45,intero + guadagni interi n=32,0.7058154166560875,,32.0,,"[-90, -128, 56, 107, 72, 47, -256, -128, 87, 232, -62, -325]",0.0,7400.0
unsw->ton,45,intero + guadagni float  n=128,0.7465175951581481,,128.0,28.0,,,
unsw->ton,45,intero + guadagni interi n=128,0.7237641886052313,,128.0,,"[-60, -103, -169, 47, 10, 53, -196, -75, 129, 221, -504, -1541]",0.0,8000.0
unsw->ton,46,float non adattato,0.2792938901411424,,,,,,
unsw->ton,46,intero non adattato,0.3943111660239812,0.9173580739470155,,,,,
unsw->ton,46,intero + guadagni float  n=8,0.5201466092511693,,8.0,2.0,,,
unsw->ton,46,intero + guadagni interi n=8,0.5820352602103116,,8.0,,"[-40, 44, -310, 256, -155, -3, 119, -43, 67, -42, -123, -100]",5191.0,5900.0
unsw->ton,46,intero + guadagni float  n=32,0.7027609645904982,,32.0,6.0,,,
unsw->ton,46,intero + guadagni interi n=32,0.6903181133929939,,32.0,,"[-124, -256, -78, 128, 118, -75, 39, -118, 104, 172, -196, -2048]",164.0,3200.0
unsw->ton,46,intero + guadagni float  n=128,0.7514193230597292,,128.0,23.0,,,
unsw->ton,46,intero + guadagni interi n=128,0.7428365812394045,,128.0,,"[-27, -118, -125, 128, 66, -129, 105, -88, 55, 25, -924, -2048]",52.0,3500.0
unsw->ton,47,float non adattato,0.32654833081847706,,,,,,
unsw->ton,47,intero non adattato,0.4401512822041318,0.9220301076084021,,,,,
unsw->ton,47,intero + guadagni float  n=8,0.6081085925352476,,8.0,1.0,,,
unsw->ton,47,intero + guadagni interi n=8,0.5562801269438539,,8.0,,"[39, -46, -262, 256, -101, 44, -121, -32, 175, -168, -2515, 340]",4260.0,4300.0
unsw->ton,47,intero + guadagni float  n=32,0.5861056222143541,,32.0,7.0,,,
unsw->ton,47,intero + guadagni interi n=32,0.6391216132466497,,32.0,,"[-110, 70, 156, 221, 33, -19, -256, -53, -77, -59, -1358, -3259]",101.0,4900.0
unsw->ton,47,intero + guadagni float  n=128,0.7508981153705115,,128.0,30.0,,,
unsw->ton,47,intero + guadagni interi n=128,0.7473764149135353,,128.0,,"[-99, -75, -187, 15, 25, 131, -97, -70, 219, 157, -639, -3644]",0.0,8600.0
unsw->ton,48,float non adattato,0.2829323460193861,,,,,,
unsw->ton,48,intero non adattato,0.44990924380444974,0.8396724838066176,,,,,
unsw->ton,48,intero + guadagni float  n=8,0.6936372400752122,,8.0,3.0,,,
unsw->ton,48,intero + guadagni interi n=8,0.6823360510064638,,8.0,,"[-353, -99, -428, -31, -30, -63, 116, -73, 143, -106, -1631, 1329]",4.0,6600.0
unsw->ton,48,intero + guadagni float  n=32,0.7877428838799814,,32.0,5.0,,,
unsw->ton,48,intero + guadagni interi n=32,0.7629218859805194,,32.0,,"[-233, -71, 28, -42, -123, -104, 10, -114, 256, -84, -2264, -24]",0.0,4100.0
unsw->ton,48,intero + guadagni float  n=128,0.7312592895432368,,128.0,19.0,,,
unsw->ton,48,intero + guadagni interi n=128,0.7051448289087472,,128.0,,"[-128, -126, 53, 199, 256, -73, -120, -128, 210, -66, -204, -442]",0.0,6800.0
unsw->ton,49,float non adattato,0.2767725005122855,,,,,,
unsw->ton,49,intero non adattato,0.4475273008451159,0.8466852726695507,,,,,
unsw->ton,49,intero + guadagni interi n=8,,,8.0,,,,
unsw->ton,49,intero + guadagni float  n=32,0.7403652664849277,,32.0,4.0,,,
unsw->ton,49,intero + guadagni interi n=32,0.7181849729172632,,32.0,,"[-242, -77, 143, 253, 94, -121, -160, -128, 256, -16, -1010, -1349]",475.0,4600.0
unsw->ton,49,intero + guadagni float  n=128,0.7691029287804846,,128.0,24.0,,,
unsw->ton,49,intero + guadagni interi n=128,0.734539023906355,,128.0,,"[-128, -66, -75, 199, -78, 89, -244, -128, 187, 296, -600, -3239]",0.0,5300.0
unsw->ton,50,float non adattato,0.2770624050719373,,,,,,
unsw->ton,50,intero non adattato,0.45115992672764416,0.8359528626867511,,,,,
unsw->ton,50,intero + guadagni float  n=8,0.5729154715017697,,8.0,3.0,,,
unsw->ton,50,intero + guadagni interi n=8,0.6184501754788405,,8.0,,"[-104, -27, 391, 256, -358, 52, -477, -80, -62, 30, 1338, 2637]",2025.0,6200.0
unsw->ton,50,intero + guadagni float  n=32,0.6986818191405768,,32.0,11.0,,,
unsw->ton,50,intero + guadagni interi n=32,0.5245545895120215,,32.0,,"[16, -14, 117, 256, 33, -65, -194, -30, 107, -73, 2407, -1085]",0.0,4900.0
unsw->ton,50,intero + guadagni float  n=128,0.7814918392436325,,128.0,34.0,,,
unsw->ton,50,intero + guadagni interi n=128,0.781099943045428,,128.0,,"[-14, -19, -40, 81, -22, 43, -256, 0, 155, 136, -16, -613]",6.0,2600.0
unsw->ton,51,float non adattato,0.3303803675415883,,,,,,
unsw->ton,51,intero non adattato,0.39631686027955265,0.8447188487654175,,,,,
unsw->ton,51,intero + guadagni float  n=8,0.49521144580968074,,8.0,1.0,,,
unsw->ton,51,intero + guadagni interi n=8,0.5143759889157394,,8.0,,"[-29, -2, 79, 161, -2, -79, -135, -8, 227, -217, -3190, -419]",5996.0,6600.0
unsw->ton,51,intero + guadagni float  n=32,0.6282922250585935,,32.0,4.0,,,
unsw->ton,51,intero + guadagni interi n=32,0.627605538753941,,32.0,,"[-128, -30, 165, 256, -132, -256, -47, -84, 17, 123, -1962, -462]",48.0,5700.0
unsw->ton,51,intero + guadagni float  n=128,0.8273690274060118,,128.0,29.0,,,
unsw->ton,51,intero + guadagni interi n=128,0.7323786448093369,,128.0,,"[-127, 27, 18, 90, -39, -215, 74, -82, 425, 198, -2467, -2048]",78.0,8500.0
bot->unsw,42,float non adattato,0.46653615875685595,,,,,,
bot->unsw,42,intero non adattato,0.44134885382820266,0.9294571026067924,,,,,
bot->unsw,42,intero + guadagni float  n=8,0.6582142019995911,,8.0,6.0,,,
bot->unsw,42,intero + guadagni interi n=8,0.505031631130667,,8.0,,"[-44, 229, -247, 59, 25, 152, -882, 102, -256, -147, 39, 779]",1528.0,3500.0
bot->unsw,42,intero + guadagni float  n=32,0.7082780294517775,,32.0,19.0,,,
bot->unsw,42,intero + guadagni interi n=32,0.7029733521764117,,32.0,,"[4, 85, -140, 2, 29, 560, 259, 94, -154, -168, -456, 220]",6414.0,6400.0
bot->unsw,42,intero + guadagni float  n=128,0.6655442146869013,,128.0,66.0,,,
bot->unsw,42,intero + guadagni interi n=128,0.6618686296825069,,128.0,,"[73, 63, -24, -120, -13, 181, 317, 51, -21, -4, -700, 2048]",6300.0,6300.0
bot->unsw,43,float non adattato,0.45024325687094835,,,,,,
bot->unsw,43,intero non adattato,0.4338067842369129,0.9550670811454829,,,,,
bot->unsw,43,intero + guadagni float  n=8,0.44954630719046457,,8.0,4.0,,,
bot->unsw,43,intero + guadagni interi n=8,0.5764112502295518,,8.0,,"[81, 292, 137, 430, -20, 252, 33, -210, 218, -97, -273, 6413]",1.0,6800.0
bot->unsw,43,intero + guadagni float  n=32,0.5106258508927544,,32.0,16.0,,,
bot->unsw,43,intero + guadagni interi n=32,0.6311272408044214,,32.0,,"[38, -61, -66, -186, 33, 2048, -84, -230, 95, -63, -1235, 1105]",28.0,5400.0
bot->unsw,43,intero + guadagni float  n=128,0.6798994746713731,,128.0,70.0,,,
bot->unsw,43,intero + guadagni interi n=128,0.675779008975284,,128.0,,"[49, 59, -33, -188, -22, 53, -390, -57, 27, -6, -853, 2048]",40.0,5100.0
bot->unsw,44,float non adattato,0.4592590240913419,,,,,,
bot->unsw,44,intero non adattato,0.4355580035154714,0.9475963721460922,,,,,
bot->unsw,44,intero + guadagni float  n=8,0.4652928028640688,,8.0,5.0,,,
bot->unsw,44,intero + guadagni interi n=8,0.5054424057306374,,8.0,,"[101, 91, 224, 172, 29, 823, 25, 368, 88, 2, -150, 75704]",0.0,3800.0
bot->unsw,44,intero + guadagni float  n=32,0.4816482970508952,,32.0,16.0,,,
bot->unsw,44,intero + guadagni interi n=32,0.4762425693374471,,32.0,,"[16, 20, 55, -7, -60, 77, -512, 244, -37, -8, -664, 830]",4.0,2700.0
bot->unsw,44,intero + guadagni float  n=128,0.662707428586526,,128.0,71.0,,,
bot->unsw,44,intero + guadagni interi n=128,0.5141239609331709,,128.0,,"[46, 51, -8, -42, -31, 85, -444, 69, -44, -25, -654, 1025]",0.0,5200.0
bot->unsw,45,float non adattato,0.4515187894366607,,,,,,
bot->unsw,45,intero non adattato,0.43574362984863646,0.942640478435847,,,,,
bot->unsw,45,intero + guadagni float  n=8,0.6086321366858825,,8.0,4.0,,,
bot->unsw,45,intero + guadagni interi n=8,0.608786386041259,,8.0,,"[128, -39, -256, -202, -42, 558, -14, -18, -123, -56, -923, 1001]",78.0,3600.0
bot->unsw,45,intero + guadagni float  n=32,0.49039966211250297,,32.0,16.0,,,
bot->unsw,45,intero + guadagni interi n=32,0.6620119674631824,,32.0,,"[128, 21, -256, -126, 4, 475, 107, -35, -25, -73, -145, 2048]",0.0,3000.0
bot->unsw,45,intero + guadagni float  n=128,0.6822538685721117,,128.0,67.0,,,
bot->unsw,45,intero + guadagni interi n=128,0.6626218605648275,,128.0,,"[37, 54, -49, -42, -128, 128, 483, -41, -2, -22, -289, 2048]",0.0,2600.0
bot->unsw,46,float non adattato,0.47892487026586217,,,,,,
bot->unsw,46,intero non adattato,0.4245372590802143,0.923045875974588,,,,,
bot->unsw,46,intero + guadagni float  n=8,0.4717701449197337,,8.0,6.0,,,
bot->unsw,46,intero + guadagni interi n=8,0.4618297646219066,,8.0,,"[68, -74, -228, -183, -18, 555, 10, 440, 84, 100, 200, 503]",2.0,3600.0
bot->unsw,46,intero + guadagni float  n=32,0.47440443873193516,,32.0,17.0,,,
bot->unsw,46,intero + guadagni interi n=32,0.4774162973783127,,32.0,,"[80, -5, -79, -67, 19, 273, 53, 200, -67, 24, 84, 1256]",0.0,3200.0
bot->unsw,46,intero + guadagni float  n=128,0.5056571373576726,,128.0,69.0,,,
bot->unsw,46,intero + guadagni interi n=128,0.6887681039824647,,128.0,,"[56, -33, -57, -11, -58, 15, -346, 202, -95, 44, -588, 2048]",5.0,4500.0
bot->unsw,47,float non adattato,0.4822565156009084,,,,,,
bot->unsw,47,intero non adattato,0.42359624038882143,0.9211054320786423,,,,,
bot->unsw,47,intero + guadagni float  n=8,0.518232769065986,,8.0,4.0,,,
bot->unsw,47,intero + guadagni interi n=8,0.5146749222973084,,8.0,,"[-256, 395, 137, -40, 21, -45, 129, 813, 130, 16, -234, 899]",751.0,4200.0
bot->unsw,47,intero + guadagni float  n=32,0.4641880034655808,,32.0,22.0,,,
bot->unsw,47,intero + guadagni interi n=32,0.6529225849756363,,32.0,,"[-10, 60, 64, -41, -80, 14, -301, -475, 20, -115, -2030, 1084]",8.0,4100.0
bot->unsw,47,intero + guadagni float  n=128,0.5210606109578654,,128.0,70.0,,,
bot->unsw,47,intero + guadagni interi n=128,0.5073688400345125,,128.0,,"[116, 44, -43, -154, -24, -18, -243, 157, 21, -4, -568, 2048]",7.0,3300.0
bot->unsw,48,float non adattato,0.4521206748349564,,,,,,
bot->unsw,48,intero non adattato,0.4349363788019385,0.9400752116054069,,,,,
bot->unsw,48,intero + guadagni float  n=8,0.6234430592493448,,8.0,1.0,,,
bot->unsw,48,intero + guadagni interi n=8,0.5393467049797722,,8.0,,"[38, 256, -96, -123, -63, 2048, 231, -324, -118, -58, -548, -4256]",5300.0,5300.0
bot->unsw,48,intero + guadagni float  n=32,0.47996378132460094,,32.0,17.0,,,
bot->unsw,48,intero + guadagni interi n=32,0.4865285591256341,,32.0,,"[47, -24, 45, 21, -23, 1024, -315, -63, -88, -48, -54, 1042]",13.0,2200.0
bot->unsw,48,intero + guadagni float  n=128,0.6138283594168087,,128.0,74.0,,,
bot->unsw,48,intero + guadagni interi n=128,0.5472279673184518,,128.0,,"[-21, 15, 108, 53, -3, -7, 217, -37, -111, 10, -60, 56]",2702.0,2700.0
bot->unsw,49,float non adattato,0.44443621679954975,,,,,,
bot->unsw,49,intero non adattato,0.43411962142764654,0.9548342278779693,,,,,
bot->unsw,49,intero + guadagni float  n=8,0.7165650128448833,,8.0,2.0,,,
bot->unsw,49,intero + guadagni interi n=8,0.6669529665826259,,8.0,,"[256, 457, 1, 231, -49, 610, -143, -512, 65, 34, -1083, -7805]",5500.0,5500.0
bot->unsw,49,intero + guadagni float  n=32,0.47509584030116964,,32.0,17.0,,,
bot->unsw,49,intero + guadagni interi n=32,0.6013763008959594,,32.0,,"[38, 153, -30, 7, -4, -51, -104, -85, 17, -47, -288, 368]",0.0,2200.0
bot->unsw,49,intero + guadagni float  n=128,0.4943927853737194,,128.0,75.0,,,
bot->unsw,49,intero + guadagni interi n=128,0.47262984281521064,,128.0,,"[62, -16, -88, -31, 24, -63, -205, -31, -13, -36, -15, 1429]",6.0,3200.0
bot->unsw,50,float non adattato,0.4437648799781699,,,,,,
bot->unsw,50,intero non adattato,0.4342468491318964,0.9489352784342946,,,,,
bot->unsw,50,intero + guadagni float  n=8,0.6585971931480412,,8.0,5.0,,,
bot->unsw,50,intero + guadagni interi n=8,0.6487007266565253,,8.0,,"[-110, 256, -256, -239, 52, -13, 67, 102, -93, -105, -818, 1051]",7.0,4500.0
bot->unsw,50,intero + guadagni float  n=32,0.49448362068809093,,32.0,20.0,,,
bot->unsw,50,intero + guadagni interi n=32,0.4881552722367836,,32.0,,"[3, 220, 22, -71, -45, 512, -333, 420, 44, 54, -575, 1274]",6.0,3600.0
bot->unsw,50,intero + guadagni float  n=128,0.6860241580771851,,128.0,78.0,,,
bot->unsw,50,intero + guadagni interi n=128,0.7831945109473071,,128.0,,"[33, 96, -45, -6, -163, 334, -245, 150, -125, 48, -1155, 2048]",125.0,3800.0
bot->unsw,51,float non adattato,0.4836281691594858,,,,,,
bot->unsw,51,intero non adattato,0.43436127952895115,0.9134173933629057,,,,,
bot->unsw,51,intero + guadagni float  n=8,0.49149669222111647,,8.0,2.0,,,
bot->unsw,51,intero + guadagni interi n=8,0.5056938833537283,,8.0,,"[177, 150, -63, 3, -70, 1024, -1024, 89, -132, -91, 100, 1567]",1355.0,5000.0
bot->unsw,51,intero + guadagni float  n=32,0.6451762235267158,,32.0,13.0,,,
bot->unsw,51,intero + guadagni interi n=32,0.7584836941136139,,32.0,,"[17, 76, 76, -86, -65, 1473, 8, -281, -54, -52, -686, 1332]",3400.0,3400.0
bot->unsw,51,intero + guadagni float  n=128,0.7655976314166565,,128.0,59.0,,,
bot->unsw,51,intero + guadagni interi n=128,0.7563246652733557,,128.0,,"[28, 140, 45, -23, -128, 54, -66, 9, -49, 56, -902, 2048]",4617.0,4600.0
unsw->bot,42,float non adattato,0.6893996331236898,,,,,,
unsw->bot,42,intero non adattato,0.4215531970649895,0.41152351641335416,,,,,
unsw->bot,42,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,42,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,42,intero + guadagni interi n=128,,,128.0,,,,
unsw->bot,43,float non adattato,0.7012460429769392,,,,,,
unsw->bot,43,intero non adattato,0.4136881446540881,0.3905535298313522,,,,,
unsw->bot,43,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,43,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,43,intero + guadagni float  n=128,0.575745725069952,,128.0,2.0,,,
unsw->bot,43,intero + guadagni interi n=128,0.6589011182308012,,128.0,,"[164, 14, -427, 68, -36, -85, -84, 153, -52, -18, -443, 605]",11000.0,11000.0
unsw->bot,44,float non adattato,0.7452321331236897,,,,,,
unsw->bot,44,intero non adattato,0.40567742662473794,0.3191588062471007,,,,,
unsw->bot,44,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,44,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,44,intero + guadagni interi n=128,,,128.0,,,,
unsw->bot,45,float non adattato,0.7389496331236898,,,,,,
unsw->bot,45,intero non adattato,0.4133924528301887,0.35319263556417946,,,,,
unsw->bot,45,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,45,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,45,intero + guadagni interi n=128,,,128.0,,,,
unsw->bot,46,float non adattato,0.7200046331236898,,,,,,
unsw->bot,46,intero non adattato,0.41495317085953876,0.39172074602074053,,,,,
unsw->bot,46,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,46,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,46,intero + guadagni float  n=128,0.5763789996143349,,128.0,1.0,,,
unsw->bot,46,intero + guadagni interi n=128,0.5861252199768702,,128.0,,"[12, 144, -420, 26, 4, -57, -68, 110, -45, -57, -813, 838]",6700.0,6700.0
unsw->bot,47,float non adattato,0.7509935429769392,,,,,,
unsw->bot,47,intero non adattato,0.4131074528301887,0.3049127830125152,,,,,
unsw->bot,47,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,47,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,47,intero + guadagni float  n=128,0.5757586056641766,,128.0,1.0,,,
unsw->bot,47,intero + guadagni interi n=128,0.7677871299115274,,128.0,,"[412, 1, -197, 188, 7, -51, -49, 52, -157, -22, -835, 2010]",8600.0,8600.0
unsw->bot,48,float non adattato,0.7286978511530398,,,,,,
unsw->bot,48,intero non adattato,0.4134824528301887,0.3735889902582341,,,,,
unsw->bot,48,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,48,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,48,intero + guadagni interi n=128,,,128.0,,,,
unsw->bot,49,float non adattato,0.7048571331236897,,,,,,
unsw->bot,49,intero non adattato,0.40965208071278825,0.3804576086034807,,,,,
unsw->bot,49,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,49,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,49,intero + guadagni interi n=128,,,128.0,,,,
unsw->bot,50,float non adattato,0.7452210429769393,,,,,,
unsw->bot,50,intero non adattato,0.4211024528301887,0.3459399332591769,,,,,
unsw->bot,50,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,50,intero + guadagni interi n=32,,,32.0,,,,
unsw->bot,50,intero + guadagni float  n=128,0.49093692710618214,,128.0,2.0,,,
unsw->bot,50,intero + guadagni interi n=128,0.42921637473713703,,128.0,,"[211, 37, 449, -256, 51, -157, -226, 34, -134, 103, -4096, -260]",0.0,2900.0
unsw->bot,51,float non adattato,0.7235685429769392,,,,,,
unsw->bot,51,intero non adattato,0.4137174528301887,0.37551439816038745,,,,,
unsw->bot,51,intero + guadagni interi n=8,,,8.0,,,,
unsw->bot,51,intero + guadagni float  n=32,0.6723572668469495,,32.0,1.0,,,
unsw->bot,51,intero + guadagni interi n=32,0.9026770840656773,,32.0,,"[253, -20, -377, -150, 73, -117, -57, -256, 512, 160, -3189, 10276]",4335.0,6700.0
unsw->bot,51,intero + guadagni float  n=128,0.6512938256364668,,128.0,2.0,,,
unsw->bot,51,intero + guadagni interi n=128,0.6590028349439094,,128.0,,"[512, 17, -512, -219, 119, -208, -22, -186, 462, 97, -1983, 1427]",33.0,8500.0
