src,dst,exp,seed,spazio,terna,in_domain,metodo,bal_acc,n_target,unseen_proto_h,unseen_state_h,roc_auc_target,frazione_attacchi,budget,normali
ton,ton,ton->ton,46,ridotto,ton+bot+cic,True,non adattato,0.9610098605979696,42209,0.0,0.0,0.9938209692942968,0.7630837025278969,,
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,non adattato,0.6447350838574424,200477,0.0002693575821665328,0.0,0.5818792400419287,0.9976206746908622,,
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,8 etichette,0.6993818629015286,200477,0.0002693575821665328,0.0,,,8.0,4.0
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,rifit completo n=8,0.553318254525767,200477,0.0002693575821665328,0.0,,,8.0,
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,32 etichette,0.5855075816591172,200477,0.0002693575821665328,0.0,,,32.0,5.0
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,rifit completo n=32,0.5370712705113495,200477,0.0002693575821665328,0.0,,,32.0,
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,128 etichette,0.6024475603343513,200477,0.0002693575821665328,0.0,,,128.0,5.0
ton,bot,ton->bot,46,ridotto,ton+bot+cic,False,rifit completo n=128,0.5356253788876769,200477,0.0002693575821665328,0.0,,,128.0,
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,non adattato,0.4479655317766791,227709,0.05269883930806424,0.0,0.5581997871630157,0.8783139884677373,,
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,8 etichette,0.7303680144619519,227709,0.05269883930806424,0.0,,,8.0,2.0
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,rifit completo n=8,0.9296475223704144,227709,0.05269883930806424,0.0,,,8.0,
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,32 etichette,0.864290317619282,227709,0.05269883930806424,0.0,,,32.0,6.0
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,rifit completo n=32,0.9100610667554128,227709,0.05269883930806424,0.0,,,32.0,
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,128 etichette,0.9240120713339167,227709,0.05269883930806424,0.0,,,128.0,15.0
ton,cic,ton->cic,46,ridotto,ton+bot+cic,False,rifit completo n=128,0.9453622110929015,227709,0.05269883930806424,0.0,,,128.0,
ton,ton,ton->ton,47,ridotto,ton+bot+cic,True,non adattato,0.9620846036822006,42209,0.0,0.0,0.9936530038188084,0.7630837025278969,,
