exp,seed,politica,batch,frazione_target,bal_acc,adattamenti,etichette,innesco,vuoti,ratio
bot->ton,42,stat_13x13,3,0.158,0.5722029038547112,3,96,False,0.1417,100.0
bot->ton,42,martingala,3,0.158,0.5558498182749163,2,64,False,0.1417,100.0
bot->ton,42,stat_13x13_adaptive,3,0.158,0.5937779215493886,3,96,False,0.1417,100.0
bot->ton,42,statico,4,0.211,0.9398545989019687,0,0,True,0.1732,100.0
bot->ton,42,ogni_batch,4,0.211,0.7876931178355484,4,128,True,0.1732,100.0
bot->ton,42,su_innesco,4,0.211,0.9398545989019687,0,0,True,0.1732,100.0
bot->ton,42,oracolo,4,0.211,0.9574865051180184,4,128,True,0.1732,100.0
bot->ton,42,stat_13x13,4,0.211,0.752112952907803,4,128,True,0.1732,100.0
bot->ton,42,martingala,4,0.211,0.7235287033421277,3,96,True,0.1732,100.0
bot->ton,42,stat_13x13_adaptive,4,0.211,0.5042991281672402,4,128,True,0.1732,100.0
bot->ton,42,statico,5,0.263,0.9230725186022186,0,0,True,0.20585,100.0
bot->ton,42,ogni_batch,5,0.263,0.9591547373237514,5,160,True,0.20585,100.0
bot->ton,42,su_innesco,5,0.263,0.9525204796178464,1,32,True,0.20585,100.0
bot->ton,42,oracolo,5,0.263,0.9462510442302237,5,160,True,0.20585,100.0
bot->ton,42,stat_13x13,5,0.263,0.8767214439290373,5,160,True,0.20585,100.0
bot->ton,42,martingala,5,0.263,0.9522820850132546,4,128,True,0.20585,100.0
bot->ton,42,stat_13x13_adaptive,5,0.263,0.7043145411179703,5,160,True,0.20585,100.0
bot->ton,42,statico,6,0.316,0.9133617170692363,0,0,True,0.23825,100.0
bot->ton,42,ogni_batch,6,0.316,0.969001086987382,6,192,True,0.23825,100.0
bot->ton,42,su_innesco,6,0.316,0.9593347359101578,2,64,True,0.23825,100.0
bot->ton,42,oracolo,6,0.316,0.9458303227761519,6,192,True,0.23825,100.0
bot->ton,42,stat_13x13,6,0.316,0.8783917656649889,6,192,True,0.23825,100.0
bot->ton,42,martingala,6,0.316,0.9155747300928052,5,160,True,0.23825,100.0
bot->ton,42,stat_13x13_adaptive,6,0.316,0.7453984104258082,6,192,True,0.23825,100.0
bot->ton,42,statico,7,0.368,0.8990530557708858,0,0,True,0.2735,100.0
bot->ton,42,ogni_batch,7,0.368,0.963693025151487,7,224,True,0.2735,100.0
bot->ton,42,su_innesco,7,0.368,0.9565625717169561,3,96,True,0.2735,100.0
bot->ton,42,oracolo,7,0.368,0.9444221237507151,7,224,True,0.2735,100.0
bot->ton,42,stat_13x13,7,0.368,0.8836984594142363,7,224,True,0.2735,100.0
bot->ton,42,martingala,7,0.368,0.8661250404702603,6,192,True,0.2735,100.0
bot->ton,42,stat_13x13_adaptive,7,0.368,0.8831377990152037,7,224,True,0.2735,100.0
bot->ton,42,statico,8,0.421,0.8898445959467202,0,0,True,0.3033,100.0
bot->ton,42,ogni_batch,8,0.421,0.9023194102924688,8,256,True,0.3033,100.0
bot->ton,42,su_innesco,8,0.421,0.96181525860013,4,128,True,0.3033,100.0
bot->ton,42,oracolo,8,0.421,0.9549932701190544,8,256,True,0.3033,100.0
bot->ton,42,stat_13x13,8,0.421,0.8946295275925119,8,256,True,0.3033,100.0
bot->ton,42,martingala,8,0.421,0.881420457193297,7,224,True,0.3033,100.0
bot->ton,42,stat_13x13_adaptive,8,0.421,0.7992088620607416,8,256,True,0.3033,100.0
bot->ton,42,statico,9,0.474,0.8756513232751044,0,0,True,0.3407,100.0
bot->ton,42,ogni_batch,9,0.474,0.8925354247752993,9,288,True,0.3407,100.0
bot->ton,42,su_innesco,9,0.474,0.9580622708508892,5,160,True,0.3407,100.0
bot->ton,42,oracolo,9,0.474,0.9467053592355223,9,288,True,0.3407,100.0
bot->ton,42,stat_13x13,9,0.474,0.7931589872292617,9,288,True,0.3407,100.0
bot->ton,42,martingala,9,0.474,0.8720738309547786,8,256,True,0.3407,100.0
bot->ton,42,stat_13x13_adaptive,9,0.474,0.7993041970385957,9,288,True,0.3407,100.0
bot->ton,42,statico,10,0.526,0.8582705788187202,0,0,True,0.3764,100.0
bot->ton,42,ogni_batch,10,0.526,0.9563754625731501,10,320,True,0.3764,100.0
bot->ton,42,su_innesco,10,0.526,0.9533634387526382,6,192,True,0.3764,100.0
bot->ton,42,oracolo,10,0.526,0.9472796450689898,10,320,True,0.3764,100.0
bot->ton,42,stat_13x13,10,0.526,0.7926729993708319,10,320,True,0.3764,100.0
bot->ton,42,martingala,10,0.526,0.8709853364393748,9,288,True,0.3764,100.0
bot->ton,42,stat_13x13_adaptive,10,0.526,0.7920989433982928,10,320,True,0.3764,100.0
bot->ton,42,statico,11,0.579,0.8449360217703505,0,0,True,0.4046,100.0
bot->ton,42,ogni_batch,11,0.579,0.9577434512237741,11,352,True,0.4046,100.0
bot->ton,42,su_innesco,11,0.579,0.9521375631085311,7,224,True,0.4046,100.0
bot->ton,42,oracolo,11,0.579,0.9486434660065863,11,352,True,0.4046,100.0
bot->ton,42,stat_13x13,11,0.579,0.7965308469104546,11,352,True,0.4046,100.0
bot->ton,42,martingala,11,0.579,0.8715899247510659,10,320,True,0.4046,100.0
bot->ton,42,stat_13x13_adaptive,11,0.579,0.7886008697640603,11,352,True,0.4046,100.0
bot->ton,42,statico,12,0.632,0.8311297935942066,0,0,True,0.43715,100.0
bot->ton,42,ogni_batch,12,0.632,0.9533614151207667,12,384,True,0.43715,100.0
bot->ton,42,su_innesco,12,0.632,0.9458763522250186,8,256,True,0.43715,100.0
bot->ton,42,oracolo,12,0.632,0.9475407943443204,12,384,True,0.43715,100.0
bot->ton,42,stat_13x13,12,0.632,0.7965068248227498,12,384,True,0.43715,100.0
bot->ton,42,martingala,12,0.632,0.8803410283186341,11,352,True,0.43715,100.0
bot->ton,42,stat_13x13_adaptive,12,0.632,0.7948342953862698,12,384,True,0.43715,100.0
bot->ton,42,statico,13,0.684,0.8180028791285617,0,0,True,0.4689,100.0
bot->ton,42,ogni_batch,13,0.684,0.9526449484165973,13,416,True,0.4689,100.0
bot->ton,42,su_innesco,13,0.684,0.9496060978950949,9,288,True,0.4689,100.0
bot->ton,42,oracolo,13,0.684,0.9506084196205881,13,416,True,0.4689,100.0
bot->ton,42,stat_13x13,13,0.684,0.7915885278890484,13,416,True,0.4689,100.0
bot->ton,42,martingala,13,0.684,0.9464904863577961,12,384,True,0.4689,100.0
bot->ton,42,stat_13x13_adaptive,13,0.684,0.787346596062278,13,416,True,0.4689,100.0
bot->ton,42,statico,14,0.737,0.805590151933752,0,0,True,0.50155,100.0
bot->ton,42,ogni_batch,14,0.737,0.9511263416867667,14,448,True,0.50155,100.0
bot->ton,42,su_innesco,14,0.737,0.9329616754017979,10,320,True,0.50155,100.0
bot->ton,42,oracolo,14,0.737,0.9466234662668225,14,448,True,0.50155,100.0
bot->ton,42,stat_13x13,14,0.737,0.7988685407782203,14,448,True,0.50155,100.0
bot->ton,42,martingala,14,0.737,0.9461523973892796,13,416,True,0.50155,100.0
bot->ton,42,stat_13x13_adaptive,14,0.737,0.791918073104283,14,448,True,0.50155,100.0
bot->ton,42,statico,15,0.789,0.7876922523859002,0,0,True,0.5316,100.0
bot->ton,42,ogni_batch,15,0.789,0.9449855843357156,15,480,True,0.5316,100.0
bot->ton,42,su_innesco,15,0.789,0.9441324394783428,11,352,True,0.5316,100.0
bot->ton,42,oracolo,15,0.789,0.9385641483735521,15,480,True,0.5316,100.0
bot->ton,42,stat_13x13,15,0.789,0.7957519747727393,15,480,True,0.5316,100.0
bot->ton,42,martingala,15,0.789,0.9449805740848736,14,448,True,0.5316,100.0
bot->ton,42,stat_13x13_adaptive,15,0.789,0.790838115908865,15,480,True,0.5316,100.0
bot->ton,42,statico,16,0.842,0.7754912992666637,0,0,True,0.5671,100.0
bot->ton,42,ogni_batch,16,0.842,0.9459827176338869,16,512,True,0.5671,100.0
bot->ton,42,su_innesco,16,0.842,0.9466666827464245,12,384,True,0.5671,100.0
bot->ton,42,oracolo,16,0.842,0.9348773353306284,16,512,True,0.5671,100.0
bot->ton,42,stat_13x13,16,0.842,0.7915415933441532,16,512,True,0.5671,100.0
bot->ton,42,martingala,16,0.842,0.9476945812682076,15,480,True,0.5671,100.0
bot->ton,42,stat_13x13_adaptive,16,0.842,0.7905834210665417,16,512,True,0.5671,100.0
bot->ton,42,statico,17,0.895,0.7555289581983333,0,0,True,0.59615,100.0
bot->ton,42,ogni_batch,17,0.895,0.9423470900643831,17,544,True,0.59615,100.0
bot->ton,42,su_innesco,17,0.895,0.942980287166195,13,416,True,0.59615,100.0
bot->ton,42,oracolo,17,0.895,0.937939934025291,17,544,True,0.59615,100.0
bot->ton,42,stat_13x13,17,0.895,0.7904810355869324,17,544,True,0.59615,100.0
bot->ton,42,martingala,17,0.895,0.9430366555635135,16,512,True,0.59615,100.0
bot->ton,42,stat_13x13_adaptive,17,0.895,0.7886276284725775,17,544,True,0.59615,100.0
bot->ton,42,statico,18,0.947,0.7439117228642664,0,0,True,0.6335,100.0
bot->ton,42,ogni_batch,18,0.947,0.9451247018553629,18,576,True,0.6335,100.0
bot->ton,42,su_innesco,18,0.947,0.9392505332767735,14,448,True,0.6335,100.0
bot->ton,42,oracolo,18,0.947,0.9381004969019049,18,576,True,0.6335,100.0
bot->ton,42,stat_13x13,18,0.947,0.8802273295348793,18,576,True,0.6335,100.0
bot->ton,42,martingala,18,0.947,0.9435867775313962,17,544,True,0.6335,100.0
bot->ton,42,stat_13x13_adaptive,18,0.947,0.8847559308041211,18,576,True,0.6335,100.0
bot->ton,42,statico,19,1.0,0.7284311702580064,0,0,True,0.66645,100.0
bot->ton,42,ogni_batch,19,1.0,0.93487476837679,19,608,True,0.66645,100.0
bot->ton,42,su_innesco,19,1.0,0.9373678365380724,15,480,True,0.66645,100.0
bot->ton,42,oracolo,19,1.0,0.9289597229602098,19,608,True,0.66645,100.0
bot->ton,42,stat_13x13,19,1.0,0.9527353228879245,19,608,True,0.66645,100.0
bot->ton,42,martingala,19,1.0,0.9389711613931647,18,576,True,0.66645,100.0
bot->ton,42,stat_13x13_adaptive,19,1.0,0.8593716706270751,19,608,True,0.66645,100.0
bot->ton,43,statico,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,ogni_batch,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,su_innesco,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,oracolo,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,stat_13x13,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,martingala,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,stat_13x13_adaptive,0,0.0,0.9901,0,0,False,0.05015,100.0
bot->ton,43,statico,1,0.053,0.9719217918954441,0,0,False,0.08725,100.0
bot->ton,43,ogni_batch,1,0.053,0.9719217918954441,1,32,False,0.08725,100.0
bot->ton,43,su_innesco,1,0.053,0.9719217918954441,0,0,False,0.08725,100.0
bot->ton,43,oracolo,1,0.053,0.9719217918954441,1,32,False,0.08725,100.0
bot->ton,43,stat_13x13,1,0.053,0.5036865411308055,1,32,False,0.08725,100.0
bot->ton,43,martingala,1,0.053,0.9719217918954441,0,0,False,0.08725,100.0
bot->ton,43,stat_13x13_adaptive,1,0.053,0.5055804805247448,1,32,False,0.08725,100.0
bot->ton,43,statico,2,0.105,0.9626726246839206,0,0,False,0.1274,100.0
bot->ton,43,ogni_batch,2,0.105,0.9626726246839206,2,64,False,0.1274,100.0
bot->ton,43,su_innesco,2,0.105,0.9626726246839206,0,0,False,0.1274,100.0
bot->ton,43,oracolo,2,0.105,0.9310765796254328,2,64,False,0.1274,100.0
bot->ton,43,stat_13x13,2,0.105,0.6530700906476504,2,64,False,0.1274,100.0
bot->ton,43,martingala,2,0.105,0.9626726246839206,1,32,False,0.1274,100.0
bot->ton,43,stat_13x13_adaptive,2,0.105,0.6541417278821576,2,64,False,0.1274,100.0
bot->ton,43,statico,3,0.158,0.9483211526381023,0,0,True,0.1673,100.0
bot->ton,43,ogni_batch,3,0.158,0.9483211526381023,3,96,True,0.1673,100.0
bot->ton,43,su_innesco,3,0.158,0.9483211526381023,0,0,True,0.1673,100.0
bot->ton,43,oracolo,3,0.158,0.9149600522118115,3,96,True,0.1673,100.0
bot->ton,43,stat_13x13,3,0.158,0.8052143133047382,3,96,True,0.1673,100.0
bot->ton,43,martingala,3,0.158,0.9483211526381023,2,64,True,0.1673,100.0
bot->ton,43,stat_13x13_adaptive,3,0.158,0.8023224229893251,3,96,True,0.1673,100.0
bot->ton,43,statico,4,0.211,0.9369982561270128,0,0,True,0.2046,100.0
bot->ton,43,ogni_batch,4,0.211,0.957501232038235,4,128,True,0.2046,100.0
bot->ton,43,su_innesco,4,0.211,0.8860911970339789,1,32,True,0.2046,100.0
bot->ton,43,oracolo,4,0.211,0.9283821245833681,4,128,True,0.2046,100.0
bot->ton,43,stat_13x13,4,0.211,0.8058008713447771,4,128,True,0.2046,100.0
bot->ton,43,martingala,4,0.211,0.9589482958142822,3,96,True,0.2046,100.0
bot->ton,43,stat_13x13_adaptive,4,0.211,0.7495917156312051,4,128,True,0.2046,100.0
bot->ton,43,statico,5,0.263,0.9255661125203065,0,0,True,0.2461,100.0
bot->ton,43,ogni_batch,5,0.263,0.935573113924016,5,160,True,0.2461,100.0
bot->ton,43,su_innesco,5,0.263,0.9140416545805021,2,64,True,0.2461,100.0
bot->ton,43,oracolo,5,0.263,0.9113511543401502,5,160,True,0.2461,100.0
bot->ton,43,stat_13x13,5,0.263,0.7766833370020414,5,160,True,0.2461,100.0
bot->ton,43,martingala,5,0.263,0.9365266351637787,4,128,True,0.2461,100.0
bot->ton,43,stat_13x13_adaptive,5,0.263,0.7502338372835377,5,160,True,0.2461,100.0
bot->ton,43,statico,6,0.316,0.9125694600886085,0,0,True,0.2904,100.0
bot->ton,43,ogni_batch,6,0.316,0.9503536363295036,6,192,True,0.2904,100.0
bot->ton,43,su_innesco,6,0.316,0.882188884508523,3,96,True,0.2904,100.0
bot->ton,43,oracolo,6,0.316,0.9283980297739731,6,192,True,0.2904,100.0
bot->ton,43,stat_13x13,6,0.316,0.7969759048584516,6,192,True,0.2904,100.0
bot->ton,43,martingala,6,0.316,0.933649189006533,5,160,True,0.2904,100.0
bot->ton,43,stat_13x13_adaptive,6,0.316,0.6870306750769692,6,192,True,0.2904,100.0
bot->ton,43,statico,7,0.368,0.8982074363992172,0,0,True,0.32775,100.0
bot->ton,43,ogni_batch,7,0.368,0.9422348336594912,7,224,True,0.32775,100.0
bot->ton,43,su_innesco,7,0.368,0.8751076320939335,4,128,True,0.32775,100.0
bot->ton,43,oracolo,7,0.368,0.9133933463796478,7,224,True,0.32775,100.0
bot->ton,43,stat_13x13,7,0.368,0.795146771037182,7,224,True,0.32775,100.0
bot->ton,43,martingala,7,0.368,0.9459686888454012,6,192,True,0.32775,100.0
bot->ton,43,stat_13x13_adaptive,7,0.368,0.6875577299412916,7,224,True,0.32775,100.0
bot->ton,43,statico,8,0.421,0.8898271005599133,0,0,True,0.36395,100.0
bot->ton,43,ogni_batch,8,0.421,0.9487402601630701,8,256,True,0.36395,100.0
bot->ton,43,su_innesco,8,0.421,0.9538774218643564,5,160,True,0.36395,100.0
bot->ton,43,oracolo,8,0.421,0.9112593076422122,8,256,True,0.36395,100.0
bot->ton,43,stat_13x13,8,0.421,0.7844468548532461,8,256,True,0.36395,100.0
bot->ton,43,martingala,8,0.421,0.9475863229542698,7,224,True,0.36395,100.0
bot->ton,43,stat_13x13_adaptive,8,0.421,0.714588477461953,8,256,True,0.36395,100.0
bot->ton,43,statico,9,0.474,0.8744507512411382,0,0,True,0.4012,100.0
bot->ton,43,ogni_batch,9,0.474,0.9496345036430769,9,288,True,0.4012,100.0
bot->ton,43,su_innesco,9,0.474,0.9021667043762829,6,192,True,0.4012,100.0
bot->ton,43,oracolo,9,0.474,0.9148719758527292,9,288,True,0.4012,100.0
bot->ton,43,stat_13x13,9,0.474,0.7880709317882229,9,288,True,0.4012,100.0
bot->ton,43,martingala,9,0.474,0.8826712426466248,8,256,True,0.4012,100.0
bot->ton,43,stat_13x13_adaptive,9,0.474,0.7528800719433897,9,288,True,0.4012,100.0
bot->ton,43,statico,10,0.526,0.8636663257863493,0,0,True,0.43825,100.0
bot->ton,43,ogni_batch,10,0.526,0.9420883091553144,10,320,True,0.43825,100.0
bot->ton,43,su_innesco,10,0.526,0.8485487967878939,7,224,True,0.43825,100.0
bot->ton,43,oracolo,10,0.526,0.9211154383498548,10,320,True,0.43825,100.0
bot->ton,43,stat_13x13,10,0.526,0.7817256330206902,10,320,True,0.43825,100.0
bot->ton,43,martingala,10,0.526,0.9458738179342653,9,288,True,0.43825,100.0
bot->ton,43,stat_13x13_adaptive,10,0.526,0.7565408379930962,10,320,True,0.43825,100.0
bot->ton,43,statico,11,0.579,0.8479962712446789,0,0,True,0.4835,100.0
bot->ton,43,ogni_batch,11,0.579,0.8885283506302615,11,352,True,0.4835,100.0
bot->ton,43,su_innesco,11,0.579,0.9422260329903642,8,256,True,0.4835,100.0
bot->ton,43,oracolo,11,0.579,0.9311336222164248,11,352,True,0.4835,100.0
bot->ton,43,stat_13x13,11,0.579,0.7603481444245775,11,352,True,0.4835,100.0
bot->ton,43,martingala,11,0.579,0.8785405677125422,10,320,True,0.4835,100.0
bot->ton,43,stat_13x13_adaptive,11,0.579,0.8298754324232032,11,352,True,0.4835,100.0
bot->ton,43,statico,12,0.632,0.8334489274074031,0,0,True,0.5166,100.0
bot->ton,43,ogni_batch,12,0.632,0.8701101178048107,12,384,True,0.5166,100.0
bot->ton,43,su_innesco,12,0.632,0.8773296420292347,9,288,True,0.5166,100.0
bot->ton,43,oracolo,12,0.632,0.9269645333298655,12,384,True,0.5166,100.0
bot->ton,43,stat_13x13,12,0.632,0.7185574726511645,12,384,True,0.5166,100.0
bot->ton,43,martingala,12,0.632,0.8792892987341004,11,352,True,0.5166,100.0
bot->ton,43,stat_13x13_adaptive,12,0.632,0.8507377550956516,12,384,True,0.5166,100.0
bot->ton,43,statico,13,0.684,0.8216241717797999,0,0,True,0.56005,100.0
bot->ton,43,ogni_batch,13,0.684,0.8988035227754073,13,416,True,0.56005,100.0
bot->ton,43,su_innesco,13,0.684,0.9301884373571947,10,320,True,0.56005,100.0
bot->ton,43,oracolo,13,0.684,0.9334269389581586,13,416,True,0.56005,100.0
bot->ton,43,stat_13x13,13,0.684,0.7712677621021853,13,416,True,0.56005,100.0
bot->ton,43,martingala,13,0.684,0.9205547037037936,12,384,True,0.56005,100.0
bot->ton,43,stat_13x13_adaptive,13,0.684,0.8445349694771302,13,416,True,0.56005,100.0
bot->ton,43,statico,14,0.737,0.804042611385248,0,0,True,0.60055,100.0
bot->ton,43,ogni_batch,14,0.737,0.8992280196847282,14,448,True,0.60055,100.0
bot->ton,43,su_innesco,14,0.737,0.9230336983701865,11,352,True,0.60055,100.0
bot->ton,43,oracolo,14,0.737,0.9295954637603261,14,448,True,0.60055,100.0
bot->ton,43,stat_13x13,14,0.737,0.770936302915658,14,448,True,0.60055,100.0
bot->ton,43,martingala,14,0.737,0.9064281106254078,13,416,True,0.60055,100.0
bot->ton,43,stat_13x13_adaptive,14,0.737,0.8458416879577304,14,448,True,0.60055,100.0
bot->ton,43,statico,15,0.789,0.7895679196945287,0,0,True,0.6367,100.0
bot->ton,43,ogni_batch,15,0.789,0.9128968280724354,15,480,True,0.6367,100.0
bot->ton,43,su_innesco,15,0.789,0.9193738284841269,12,384,True,0.6367,100.0
bot->ton,43,oracolo,15,0.789,0.9358911281164074,15,480,True,0.6367,100.0
bot->ton,43,stat_13x13,15,0.789,0.7690491885290136,15,480,True,0.6367,100.0
bot->ton,43,martingala,15,0.789,0.9099626344442127,14,448,True,0.6367,100.0
bot->ton,43,stat_13x13_adaptive,15,0.789,0.839067101203371,15,480,True,0.6367,100.0
bot->ton,43,statico,16,0.842,0.7736708901635175,0,0,True,0.67815,100.0
bot->ton,43,ogni_batch,16,0.842,0.893646868100153,16,512,True,0.67815,100.0
bot->ton,43,su_innesco,16,0.842,0.916387351104581,13,416,True,0.67815,100.0
bot->ton,43,oracolo,16,0.842,0.9346554213876589,16,512,True,0.67815,100.0
bot->ton,43,stat_13x13,16,0.842,0.7651268108629576,16,512,True,0.67815,100.0
bot->ton,43,martingala,16,0.842,0.9183474374447508,15,480,True,0.67815,100.0
bot->ton,43,stat_13x13_adaptive,16,0.842,0.8520535307034363,16,512,True,0.67815,100.0
bot->ton,43,statico,17,0.895,0.7610285513581077,0,0,True,0.71635,100.0
bot->ton,43,ogni_batch,17,0.895,0.9016643881447964,17,544,True,0.71635,100.0
bot->ton,43,su_innesco,17,0.895,0.9186411547106988,14,448,True,0.71635,100.0
bot->ton,43,oracolo,17,0.895,0.9374224282190722,17,544,True,0.71635,100.0
bot->ton,43,stat_13x13,17,0.895,0.7638384162906263,17,544,True,0.71635,100.0
bot->ton,43,martingala,17,0.895,0.8908337143351415,16,512,True,0.71635,100.0
bot->ton,43,stat_13x13_adaptive,17,0.895,0.834421856435523,17,544,True,0.71635,100.0
bot->ton,43,statico,18,0.947,0.743306828751319,0,0,True,0.75605,100.0
bot->ton,43,ogni_batch,18,0.947,0.9221625870593868,18,576,True,0.75605,100.0
bot->ton,43,su_innesco,18,0.947,0.9257655179196241,15,480,True,0.75605,100.0
bot->ton,43,oracolo,18,0.947,0.9352945867314901,18,576,True,0.75605,100.0
bot->ton,43,stat_13x13,18,0.947,0.8212811831081157,18,576,True,0.75605,100.0
bot->ton,43,martingala,18,0.947,0.9137500272122472,17,544,True,0.75605,100.0
bot->ton,43,stat_13x13_adaptive,18,0.947,0.841710773978508,18,576,True,0.75605,100.0
bot->ton,43,statico,19,1.0,0.7272067362815041,0,0,True,0.79325,100.0
bot->ton,43,ogni_batch,19,1.0,0.9185344506239213,19,608,True,0.79325,100.0
bot->ton,43,su_innesco,19,1.0,0.9201459021512917,16,512,True,0.79325,100.0
bot->ton,43,oracolo,19,1.0,0.9315333587392487,19,608,True,0.79325,100.0
bot->ton,43,stat_13x13,19,1.0,0.760643301002964,19,608,True,0.79325,100.0
bot->ton,43,martingala,19,1.0,0.912998940981971,18,576,True,0.79325,100.0
bot->ton,43,stat_13x13_adaptive,19,1.0,0.8553102854900726,19,608,True,0.79325,100.0
bot->ton,44,statico,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,ogni_batch,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,su_innesco,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,oracolo,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,stat_13x13,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,martingala,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,stat_13x13_adaptive,0,0.0,0.987,0,0,False,0.05625,100.0
bot->ton,44,statico,1,0.053,0.9014547147328555,0,0,False,0.09635,100.0
bot->ton,44,ogni_batch,1,0.053,0.9014547147328555,1,32,False,0.09635,100.0
bot->ton,44,su_innesco,1,0.053,0.9014547147328555,0,0,False,0.09635,100.0
bot->ton,44,oracolo,1,0.053,0.9014547147328555,1,32,False,0.09635,100.0
bot->ton,44,stat_13x13,1,0.053,0.4996962947965175,1,32,False,0.09635,100.0
bot->ton,44,martingala,1,0.053,0.9014547147328555,0,0,False,0.09635,100.0
bot->ton,44,stat_13x13_adaptive,1,0.053,0.5036934203844277,1,32,False,0.09635,100.0
bot->ton,44,statico,2,0.105,0.8905265971850936,0,0,False,0.1316,100.0
bot->ton,44,ogni_batch,2,0.105,0.8905265971850936,2,64,False,0.1316,100.0
bot->ton,44,su_innesco,2,0.105,0.8905265971850936,0,0,False,0.1316,100.0
bot->ton,44,oracolo,2,0.105,0.9439974065921858,2,64,False,0.1316,100.0
bot->ton,44,stat_13x13,2,0.105,0.6245070094918032,2,64,False,0.1316,100.0
bot->ton,44,martingala,2,0.105,0.8905265971850936,1,32,False,0.1316,100.0
bot->ton,44,stat_13x13_adaptive,2,0.105,0.6248047132669995,2,64,False,0.1316,100.0
bot->ton,44,statico,3,0.158,0.8659856637295971,0,0,True,0.1731,100.0
bot->ton,44,ogni_batch,3,0.158,0.5980089014877943,3,96,True,0.1731,100.0
bot->ton,44,su_innesco,3,0.158,0.8659856637295971,0,0,True,0.1731,100.0
bot->ton,44,oracolo,3,0.158,0.9212351491405459,3,96,True,0.1731,100.0
bot->ton,44,stat_13x13,3,0.158,0.5929499043044922,3,96,True,0.1731,100.0
bot->ton,44,martingala,3,0.158,0.5975631500072223,2,64,True,0.1731,100.0
bot->ton,44,stat_13x13_adaptive,3,0.158,0.6015952260580673,3,96,True,0.1731,100.0
bot->ton,44,statico,4,0.211,0.8567463868124412,0,0,True,0.20995,100.0
bot->ton,44,ogni_batch,4,0.211,0.7767667181110596,4,128,True,0.20995,100.0
bot->ton,44,su_innesco,4,0.211,0.8567463868124412,1,32,True,0.20995,100.0
bot->ton,44,oracolo,4,0.211,0.9110298087558142,4,128,True,0.20995,100.0
bot->ton,44,stat_13x13,4,0.211,0.5919431873096945,4,128,True,0.20995,100.0
bot->ton,44,martingala,4,0.211,0.7901512851715435,3,96,True,0.20995,100.0
bot->ton,44,stat_13x13_adaptive,4,0.211,0.6853772444795962,4,128,True,0.20995,100.0
bot->ton,44,statico,5,0.263,0.8444656186447927,0,0,True,0.24945,100.0
bot->ton,44,ogni_batch,5,0.263,0.7907219953237127,5,160,True,0.24945,100.0
