board,coeff_over_lut_time,coeff_over_lut_energy,lut_time_reduction_percent,lut_energy_reduction_percent
Mega 2560,6.205204627576257,6.185886990306819,83.88449599943976,83.83416959335042
ESP32-C3,1.5670549163093288,1.5857852651069397,36.18602707586254,36.9397596254898
